Date,AFG,AGO,ALB,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TLS,TON,TTO,TUN,TUR,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
2014,28.75,70.625,85.625,26.875,73.125,82.5,66.25,93.75,91.25,78.75,73.125,100.0,74.375,76.875,49.375,90.625,35.0,81.25,81.875,75.625,79.375,76.875,81.875,70.625,53.125,75.0,63.75,77.5,97.5,85.625,77.5,75.625,81.25,50.625,42.5,49.375,78.75,56.25,86.25,80.0,88.75,91.25,96.875,62.5,62.5,100.0,78.125,55.0,84.375,38.75,69.375,97.5,91.25,71.875,97.5,74.375,97.5,58.75,51.25,95.0,79.375,75.0,59.375,69.375,40.0,51.875,97.5,77.5,73.75,86.875,86.875,75.0,93.75,58.75,93.75,64.375,66.25,95.0,31.25,33.125,96.875,80.625,94.375,61.875,31.875,78.75,72.5,81.25,76.875,75.0,58.75,71.25,85.0,29.375,85.0,50.0,63.75,50.0,83.75,63.125,78.125,93.75,97.5,100.0,73.125,81.875,66.875,70.625,88.75,56.25,82.5,54.375,82.5,58.75,78.75,80.0,79.375,41.875,86.875,75.0,50.0,80.0,53.75,63.125,75.625,95.0,96.875,49.375,91.875,32.5,91.875,71.92434,46.875,76.875,92.5,78.75,56.25,60.0,84.375,81.25,97.5,91.875,26.25,29.375,90.625,73.125,72.5,31.875,29.375,63.75,82.5,54.375,63.125,86.25,80.0,46.875,96.875,49.375,62.5,63.125,94.375,90.625,100.0,43.75,73.75,34.375,57.5,81.875,75.0,75.625,80.625,58.75,75.0,55.625,80.0,81.25,70.0,76.25,85.625,83.75,64.375,68.125,85.0,76.25,55.625,75.0,26.875,88.125,63.125,86.875
2015,28.75,70.625,85.625,26.875,73.125,82.5,66.25,96.875,94.375,78.75,73.125,100.0,74.375,76.875,49.375,90.625,35.0,81.25,81.875,75.625,79.375,88.75,81.875,70.625,53.125,75.0,63.75,77.5,97.5,85.625,77.5,75.625,81.25,50.625,42.5,49.375,78.75,65.0,86.25,80.0,88.75,91.25,96.875,62.5,62.5,100.0,83.75,55.0,84.375,45.0,69.375,97.5,91.25,71.875,97.5,74.375,97.5,58.75,51.25,97.5,79.375,75.0,59.375,69.375,40.0,51.875,97.5,77.5,73.75,86.875,89.375,75.0,93.75,58.75,93.75,64.375,66.25,95.0,31.25,33.125,96.875,80.625,94.375,68.125,31.875,78.75,72.5,81.25,76.875,75.0,61.25,71.25,85.0,29.375,85.0,52.5,63.75,50.0,83.75,63.125,78.125,93.75,100.0,100.0,73.125,81.875,66.875,70.625,88.75,56.25,85.0,54.375,88.75,58.75,78.75,80.0,79.375,48.125,86.875,77.5,50.0,80.0,53.75,63.125,86.25,97.5,96.875,55.625,91.875,32.5,91.875,72.460526,46.875,76.875,92.5,78.75,56.25,60.0,84.375,81.25,97.5,91.875,26.25,29.375,90.625,73.125,72.5,31.875,29.375,63.75,82.5,56.875,63.125,86.25,80.0,46.875,93.75,49.375,68.75,60.0,94.375,90.625,100.0,43.75,73.75,34.375,57.5,84.375,75.0,75.625,80.625,58.75,75.0,55.625,82.5,81.25,70.0,76.25,85.625,83.75,64.375,68.125,85.0,76.25,55.625,75.0,26.875,88.125,63.125,86.875
2016,38.125,73.125,91.25,26.875,73.125,82.5,66.25,96.875,94.375,78.75,73.125,100.0,74.375,76.875,49.375,90.625,37.5,81.25,88.125,75.625,79.375,88.75,81.875,70.625,53.125,75.0,63.75,77.5,97.5,85.625,77.5,75.625,81.25,50.625,48.75,49.375,78.75,65.0,86.25,80.0,88.75,91.25,96.875,62.5,62.5,100.0,83.75,57.5,89.375,45.0,69.375,97.5,91.25,71.875,97.5,74.375,97.5,58.75,51.25,97.5,79.375,75.0,59.375,69.375,40.0,51.875,97.5,77.5,73.75,86.875,89.375,75.0,93.75,58.75,93.75,64.375,66.25,95.0,31.25,45.0,100.0,80.625,94.375,68.125,31.875,78.75,69.375,83.75,76.875,75.0,76.25,71.25,85.0,29.375,85.0,52.5,78.75,50.0,83.75,63.125,78.125,93.75,100.0,100.0,73.125,81.875,66.875,70.625,88.75,56.25,85.0,54.375,88.75,58.75,78.75,80.0,79.375,48.125,89.375,77.5,50.0,80.0,53.75,63.125,86.25,97.5,96.875,55.625,91.875,32.5,91.875,73.08224,46.875,76.875,95.0,78.75,56.25,60.0,84.375,81.25,97.5,94.375,26.25,29.375,90.625,73.125,72.5,31.875,29.375,63.75,82.5,56.875,63.125,88.75,80.0,46.875,93.75,49.375,68.75,60.0,94.375,90.625,100.0,43.75,76.25,34.375,57.5,84.375,75.0,75.625,80.625,58.75,75.0,55.625,82.5,81.25,70.0,76.25,85.625,83.75,64.375,68.125,85.0,81.875,55.625,75.0,26.875,88.125,78.75,86.875
2017,38.125,73.125,91.25,26.875,73.125,82.5,66.25,96.875,94.375,78.75,73.125,100.0,74.375,76.875,49.375,90.625,37.5,81.25,88.125,75.625,79.375,88.75,81.875,70.625,53.125,75.0,63.75,77.5,97.5,85.625,77.5,75.625,81.25,60.0,70.0,49.375,81.875,65.0,86.25,80.0,88.75,91.25,96.875,62.5,62.5,100.0,86.25,57.5,89.375,45.0,69.375,97.5,97.5,71.875,97.5,74.375,100.0,58.75,57.5,97.5,79.375,75.0,62.5,69.375,40.0,51.875,97.5,77.5,73.75,86.875,89.375,75.0,93.75,61.25,93.75,64.375,68.75,97.5,31.25,45.0,100.0,80.625,94.375,68.125,31.875,78.75,69.375,83.75,76.875,75.0,76.25,71.25,85.0,29.375,85.0,52.5,78.75,50.0,83.75,63.125,78.125,93.75,100.0,100.0,73.125,84.375,66.875,73.75,88.75,56.25,85.0,54.375,88.75,58.75,78.75,82.5,79.375,48.125,89.375,77.5,50.0,80.0,53.75,63.125,86.25,97.5,96.875,55.625,94.375,32.5,91.875,73.697365,50.0,79.375,95.0,78.75,56.25,60.0,93.75,81.25,97.5,94.375,38.125,29.375,90.625,73.125,78.125,31.875,29.375,63.75,82.5,56.875,63.125,88.75,80.0,46.875,93.75,49.375,68.75,60.0,94.375,90.625,100.0,43.75,76.25,34.375,66.25,84.375,75.0,78.75,80.625,58.75,75.0,55.625,82.5,81.25,70.0,76.25,85.625,83.75,64.375,68.125,85.0,81.875,55.625,75.0,26.875,88.125,78.75,86.875
2018,38.125,73.125,91.25,30.0,76.25,85.0,66.25,96.875,94.375,78.75,73.125,100.0,74.375,82.5,49.375,90.625,40.0,81.25,85.0,75.625,79.375,88.75,81.875,76.875,53.125,75.0,63.75,77.5,97.5,85.625,77.5,75.625,78.125,60.0,70.0,49.375,81.875,65.0,86.25,80.0,91.25,93.75,100.0,65.0,62.5,100.0,86.25,57.5,89.375,45.0,69.375,97.5,97.5,71.875,97.5,74.375,100.0,61.25,57.5,97.5,79.375,75.0,62.5,69.375,40.0,51.875,97.5,77.5,73.75,86.875,89.375,75.0,93.75,61.25,93.75,64.375,71.875,97.5,31.25,45.0,100.0,80.625,97.5,68.125,31.875,78.75,69.375,83.75,76.875,75.0,76.25,71.25,85.0,29.375,85.0,52.5,81.25,50.0,83.75,63.125,78.125,93.75,100.0,100.0,75.625,87.5,66.875,73.75,88.75,56.25,85.0,63.75,88.75,58.75,78.75,85.0,82.5,48.125,89.375,77.5,50.0,80.0,56.875,63.125,86.25,97.5,96.875,71.875,94.375,32.5,91.875,74.40131,52.5,79.375,95.0,78.75,56.25,60.0,93.75,81.25,97.5,94.375,38.125,29.375,90.625,73.125,78.125,38.125,29.375,63.75,82.5,56.875,63.125,88.75,80.0,46.875,93.75,67.5,68.75,60.0,94.375,90.625,100.0,43.75,76.25,34.375,66.25,84.375,75.0,78.75,86.25,58.75,75.0,64.375,82.5,81.25,70.0,79.375,88.75,91.25,64.375,68.125,85.0,81.875,55.625,75.0,26.875,88.125,78.75,86.875
2019,38.125,73.125,91.25,59.375,76.25,85.0,66.25,96.875,94.375,78.75,73.125,100.0,74.375,82.5,49.375,90.625,46.25,81.25,85.0,75.625,79.375,88.75,81.875,76.875,53.125,75.0,63.75,77.5,100.0,85.625,77.5,75.625,83.125,60.0,78.75,49.375,81.875,65.0,86.25,83.125,91.25,93.75,100.0,71.25,62.5,100.0,86.25,57.5,89.375,45.0,69.375,97.5,97.5,71.875,97.5,79.375,100.0,61.25,57.5,97.5,85.625,75.0,73.75,69.375,40.0,51.875,97.5,80.625,73.75,86.875,89.375,75.0,93.75,61.25,93.75,64.375,71.875,97.5,31.25,45.0,100.0,80.625,97.5,68.125,40.625,78.75,69.375,83.75,76.875,75.0,76.25,71.25,85.0,26.25,85.625,52.5,81.25,50.0,83.75,63.125,78.125,93.75,100.0,100.0,75.625,87.5,66.875,73.75,88.75,56.25,85.0,63.75,88.75,58.75,78.75,85.0,82.5,48.125,89.375,77.5,50.0,80.0,56.875,63.125,86.25,97.5,96.875,80.625,94.375,32.5,91.875,75.289474,52.5,79.375,95.0,78.75,56.25,60.0,93.75,81.25,100.0,94.375,26.25,29.375,90.625,73.125,81.25,70.625,29.375,63.75,82.5,56.875,63.125,88.75,80.0,46.875,93.75,67.5,83.125,63.125,94.375,93.75,100.0,46.25,76.25,40.0,66.25,84.375,78.125,78.75,86.25,58.75,75.0,64.375,82.5,81.25,73.125,79.375,88.75,91.25,67.5,68.125,85.0,81.875,55.625,75.0,26.875,88.125,81.25,86.875
2020,38.125,73.125,91.25,82.5,76.25,85.0,66.25,96.875,96.875,78.75,73.125,100.0,77.5,82.5,49.375,90.625,55.625,81.25,85.0,75.625,79.375,88.75,85.0,80.0,53.125,75.0,63.75,77.5,100.0,85.625,80.0,75.625,83.125,60.0,78.75,49.375,81.875,65.0,86.25,86.25,91.25,93.75,100.0,71.25,62.5,100.0,86.25,57.5,89.375,45.0,69.375,97.5,97.5,80.0,97.5,82.5,100.0,61.25,57.5,97.5,85.625,75.0,73.75,69.375,40.0,51.875,97.5,80.625,73.75,86.875,89.375,75.0,93.75,61.25,93.75,64.375,74.375,100.0,31.25,45.0,100.0,80.625,97.5,68.125,46.875,78.75,69.375,83.75,76.875,75.0,76.25,71.25,85.0,28.75,85.625,52.5,81.25,50.0,83.75,63.125,78.125,93.75,100.0,100.0,75.625,87.5,69.375,73.75,88.75,65.625,85.0,63.75,88.75,58.75,85.0,85.0,82.5,48.125,89.375,77.5,50.0,80.0,56.875,63.125,86.25,97.5,96.875,80.625,97.5,32.5,91.875,75.99342,55.625,79.375,95.0,78.75,56.25,60.0,93.75,83.75,100.0,94.375,26.25,29.375,90.625,73.125,83.75,80.0,32.5,66.875,82.5,56.875,69.375,88.75,80.0,46.875,93.75,67.5,83.125,70.625,85.0,96.875,100.0,46.25,76.25,40.0,66.25,84.375,78.125,78.75,86.25,58.75,75.0,64.375,82.5,81.25,73.125,79.375,88.75,91.25,70.625,68.125,85.0,85.0,55.625,75.0,26.875,88.125,81.25,86.875
2021,38.125,79.375,91.25,82.5,79.375,87.5,66.25,96.875,96.875,78.75,76.25,100.0,80.625,82.5,49.375,90.625,65.0,81.25,85.0,75.625,79.375,88.75,85.0,80.0,53.125,75.0,63.75,77.5,100.0,88.125,80.0,75.625,83.125,60.0,78.75,49.375,84.375,65.0,86.25,86.25,94.375,93.75,100.0,71.25,62.5,100.0,86.25,57.5,89.375,50.625,69.375,100.0,97.5,80.0,97.5,82.5,100.0,61.25,82.5,97.5,88.125,75.0,73.75,69.375,40.0,51.875,100.0,80.625,73.75,86.875,91.875,75.0,93.75,61.25,93.75,64.375,74.375,100.0,31.25,45.0,100.0,80.625,97.5,68.125,46.875,78.75,69.375,83.75,76.875,81.25,76.25,71.25,88.125,38.125,85.625,58.75,81.25,50.0,83.75,63.125,78.125,93.75,100.0,100.0,75.625,87.5,69.375,73.75,88.75,65.625,85.0,63.75,88.75,58.75,85.0,85.0,82.5,48.125,89.375,77.5,50.0,80.0,56.875,66.25,86.25,97.5,96.875,80.625,97.5,35.625,91.875,76.60855,55.625,79.375,95.0,78.75,56.25,60.0,93.75,83.75,100.0,94.375,26.25,29.375,90.625,73.125,83.75,80.0,32.5,66.875,82.5,56.875,72.5,88.75,80.0,46.875,93.75,67.5,83.125,70.625,85.0,96.875,100.0,46.25,76.25,40.0,66.25,81.875,78.125,78.75,86.25,58.75,75.0,64.375,82.5,81.25,73.125,85.0,88.75,91.25,70.625,68.125,85.0,88.125,55.625,75.0,26.875,88.125,81.25,86.875
2022,31.875,79.375,91.25,82.5,79.375,87.5,68.75,96.875,96.875,78.75,76.25,100.0,83.75,82.5,49.375,90.625,68.125,81.25,85.0,75.625,79.375,88.75,85.0,80.0,53.125,75.0,63.75,77.5,100.0,88.125,80.0,78.125,95.0,60.0,78.75,58.125,84.375,65.0,86.25,91.875,94.375,93.75,100.0,71.25,62.5,100.0,86.25,57.5,89.375,50.625,69.375,100.0,97.5,80.0,97.5,82.5,100.0,61.25,95.0,97.5,88.125,75.0,73.75,69.375,51.875,51.875,100.0,80.625,73.75,86.875,91.875,75.0,93.75,61.25,93.75,70.625,74.375,100.0,31.25,48.125,100.0,80.625,97.5,68.125,46.875,78.75,75.625,83.75,76.875,81.25,76.25,71.25,88.125,38.125,85.625,58.75,81.25,50.0,83.75,65.625,78.125,93.75,100.0,100.0,75.625,87.5,69.375,73.75,88.75,65.625,85.0,63.75,91.25,58.75,85.0,90.625,82.5,48.125,89.375,80.0,50.0,80.0,53.75,66.25,86.25,100.0,96.875,80.625,97.5,35.625,91.875,77.11842,58.75,79.375,95.0,78.75,56.25,60.0,93.75,83.75,100.0,94.375,26.25,29.375,90.625,73.125,83.75,71.25,32.5,72.5,82.5,56.875,72.5,88.75,85.0,46.875,93.75,67.5,83.125,70.625,85.0,96.875,100.0,46.25,76.25,40.0,66.25,81.875,78.125,78.75,86.25,58.75,75.0,64.375,82.5,81.25,81.25,85.0,88.75,91.25,70.625,68.125,85.0,88.125,55.625,75.0,26.875,88.125,81.25,86.875
2023,31.875,79.375,91.25,82.5,79.375,90.625,68.75,96.875,96.875,85.0,76.25,100.0,83.75,82.5,49.375,90.625,68.125,81.25,85.0,75.625,82.5,88.75,85.0,80.0,53.125,75.0,63.75,77.5,100.0,88.125,80.0,78.125,95.0,60.0,78.75,58.125,84.375,65.0,86.25,91.875,96.875,93.75,100.0,71.25,62.5,100.0,86.25,57.5,89.375,50.625,69.375,100.0,97.5,80.0,97.5,82.5,100.0,61.25,95.0,97.5,88.125,75.0,73.75,69.375,51.875,58.125,100.0,80.625,73.75,86.875,91.875,75.0,93.75,61.25,93.75,70.625,74.375,100.0,31.25,48.125,100.0,80.625,97.5,74.375,59.375,78.75,75.625,83.75,76.875,81.25,76.25,71.25,88.125,38.125,85.625,58.75,81.25,50.0,83.75,65.625,80.625,93.75,100.0,100.0,75.625,90.625,69.375,73.75,88.75,65.625,85.0,63.75,91.25,58.75,85.0,90.625,82.5,48.125,89.375,80.0,60.625,80.0,53.75,66.25,86.25,100.0,96.875,80.625,97.5,46.25,91.875,77.85526,58.75,79.375,95.0,78.75,56.25,60.0,93.75,83.75,100.0,94.375,26.25,35.625,90.625,73.125,91.875,71.25,32.5,72.5,82.5,56.875,92.5,88.75,85.0,46.875,93.75,67.5,83.125,76.875,87.5,96.875,100.0,46.25,76.25,40.0,66.25,97.5,78.125,78.75,86.25,58.75,75.0,64.375,82.5,81.25,83.75,85.0,88.75,91.25,82.5,68.125,85.0,88.125,55.625,75.0,26.875,88.125,81.25,86.875
