Date,AFG,AGO,ALB,AND,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
2013,9.73892,7.8794,19.70115,18.28398,27.84379,27.24496,21.76452,72.70468,27.87781,27.25627,15.63362,20.70032,2.61916,19.86841,7.26452,3.45615,2.67443,20.56531,31.6891,41.04779,20.31744,24.40096,35.02625,28.34963,19.93685,19.88592,32.06153,24.70476,6.88381,13.3894,5.27574,25.87048,13.32904,30.85263,4.87965,7.56024,10.37357,3.90081,6.70921,63.36861,18.45905,10.25815,10.35677,25.44138,17.89666,22.48152,26.03293,23.91072,6.93492,25.01831,13.7632,22.31826,18.35061,19.90834,35.94118,2.43962,21.49228,24.30416,1.29982,22.00181,27.81088,12.9459,41.45373,14.40253,26.39769,30.44339,9.3554,5.27716,8.54754,6.94224,12.98383,29.15297,23.9223,24.45569,18.71424,21.56584,21.74012,27.37581,7.85595,29.37314,6.51244,4.22321,26.83987,19.45379,31.78078,20.02701,22.53413,19.49987,26.62316,32.908,3.80909,16.00089,7.18491,17.96919,2.29499,42.71781,39.70269,4.27714,40.64618,4.57631,25.93922,10.03732,30.96085,26.76148,6.18781,14.31517,27.39776,19.86135,25.82864,16.6052,24.82688,2.17299,10.69978,29.50692,42.07621,24.54094,6.80124,33.10482,5.34814,17.04252,16.60746,5.43666,15.26066,17.03867,3.82377,16.64942,12.18896,3.66651,7.91096,25.8217,62.30432,15.94725,17.57709,3.39565,67.86473,30.46776,23.59152,12.37555,12.55629,27.45922,18.67606,5.89419,41.007,16.74537,25.35181,35.42979,7.14264,22.80084,23.85703,29.18573,43.9761,36.01458,25.76611,24.96715,2.32892,34.83248,10.43778,6.51321,8.6803,18.32072,5.36642,24.61093,8.66599,21.59603,5.03397,10.66643,23.24726,23.49058,18.61815,15.8015,19.96464,25.55775,27.38072,3.95565,6.58487,10.45247,14.53858,64.84943,15.34854,1.13882,62.33984,25.55659,22.14725,29.14699,58.91727,6.97723,3.69402,24.90072,26.95512,38.10389,19.02644,27.10738,22.56558,0.90293,17.02381,54.69087,7.69699,26.58596,5.66539,8.78166
2014,10.43503,8.12098,20.3622,18.55368,28.3468,28.12135,22.37304,72.98628,28.54254,27.70339,15.72439,21.38194,2.77757,20.05495,7.47981,3.67517,2.90642,20.984,32.31689,41.79354,20.82318,24.67239,35.74171,28.96744,20.71533,20.79278,32.75169,25.58119,7.3272,13.79013,5.50996,26.0473,13.33035,31.77414,5.19055,7.82176,10.6379,4.05695,6.84983,63.97641,19.08747,10.73495,10.74762,26.15876,18.48385,22.73647,26.59235,23.92309,7.28611,25.70337,13.78926,23.02218,18.98311,20.61827,36.76554,2.59398,21.30336,24.61122,1.38621,22.15766,28.43934,12.72502,41.82321,14.90061,26.63232,31.45177,9.61753,5.51619,8.97075,7.2139,13.35451,29.65081,24.59516,24.83468,19.38428,22.23489,22.47933,28.23574,8.07958,30.14963,6.97516,4.49134,27.30216,20.0949,32.41015,20.27821,22.61652,19.70226,27.39883,32.85075,3.90801,16.34679,7.56293,18.6148,2.47065,43.06279,40.48121,4.48132,41.23527,4.85331,26.46448,10.54228,31.60646,27.49721,6.59928,14.77822,27.78802,19.85732,26.28756,17.1907,25.04552,2.30219,11.32071,30.26125,42.68625,25.14966,7.0795,33.20243,5.55106,17.43553,17.38965,5.72005,15.7876,17.25379,4.05001,17.24618,12.44627,3.79725,8.1619,26.53656,62.67517,16.03345,17.79214,3.67944,68.09353,30.86861,24.29397,12.73387,13.42303,28.41779,19.53486,6.15016,41.15132,17.0519,26.02867,36.07824,7.4889,23.26982,24.66932,29.61575,44.48085,36.74988,27.10339,25.34871,2.51442,35.76866,10.87783,6.69928,9.12009,18.6587,5.44028,25.16256,9.03928,22.03145,5.33075,11.09345,23.86279,24.22462,18.8808,15.83272,20.66056,26.02129,28.49101,4.0935,6.91003,10.85731,15.17436,65.39363,15.83894,1.22003,63.31133,25.95149,22.80338,29.6397,59.38923,7.3848,3.93051,25.23424,27.7411,38.63034,19.97358,27.79146,22.67522,0.99581,17.25857,55.41441,8.05288,26.88426,5.99329,9.13164
2015,11.18684,8.37695,21.04648,18.82154,28.82565,29.02925,23.02809,73.28718,29.20848,28.17116,15.82201,22.09034,2.95183,20.25622,7.71191,3.91066,3.15455,21.4041,32.8167,42.53596,21.3392,24.94105,36.47226,29.59715,21.51982,21.72682,33.44161,26.4571,7.80355,14.20499,5.74383,26.22309,13.34497,32.71614,5.52074,8.0984,10.91414,4.22397,6.9894,64.57367,19.70814,11.23322,11.1723,26.8748,19.08382,23.00372,27.17555,23.93636,7.65609,26.39736,13.82544,23.74147,19.63806,21.34485,37.60662,2.76062,21.07753,24.88231,1.48006,22.32771,29.08655,12.49891,42.21113,15.43511,26.87986,32.44172,9.88924,5.77544,9.41813,7.50334,13.75226,30.14669,25.2854,25.21717,20.06462,22.92028,23.21754,29.11347,8.31173,30.9526,7.46413,4.77845,27.75793,20.79361,33.0516,20.54144,22.705,19.91321,28.19154,33.06747,4.0137,16.7131,7.95595,19.28077,2.66325,43.41974,41.26513,4.70278,41.68213,5.15095,27.06231,11.08467,32.27429,28.24331,7.03462,15.26275,28.19338,19.85526,26.75174,17.80146,25.27099,2.44216,11.99448,31.00746,43.30137,25.77835,7.37505,33.30425,5.76543,17.8444,18.18631,6.02301,16.3398,17.47912,4.28977,17.85618,12.73153,3.9386,8.43027,27.2537,63.12351,16.12454,18.01757,3.98097,68.33084,31.2624,24.97027,13.10811,14.35182,29.37758,20.41727,6.42128,41.29157,17.37706,26.73054,36.73558,7.85166,23.74552,25.51443,30.05475,44.98348,37.49238,28.47937,25.72461,2.71459,36.62828,11.33869,6.8986,9.58714,19.00206,5.52563,25.71125,9.42513,22.47855,5.65351,11.5415,24.48129,24.98795,19.17533,15.87697,21.40195,26.4976,29.41951,4.24596,7.26071,11.27624,15.82914,65.92335,16.34312,1.31052,64.26953,26.3543,23.48415,30.14484,59.92158,7.81291,4.18844,25.57992,28.54513,39.16841,20.95399,28.47713,22.74865,1.09768,17.5194,56.14747,8.43405,27.13753,6.34242,9.49422
2016,11.99227,8.64501,21.76391,19.05822,29.29192,29.96906,23.71398,73.61121,29.87401,28.65649,15.94532,22.83265,3.13931,20.476,7.96598,4.16422,3.41904,21.8189,33.25712,43.2752,21.87354,25.20509,37.2159,30.24064,22.35159,22.683,34.13566,27.33255,8.31137,14.63676,5.97298,26.38922,13.37337,33.66648,5.86595,8.39455,11.21359,4.40153,7.12696,65.18295,20.31276,11.75475,11.63486,27.58864,19.6936,23.28122,27.77058,23.95649,8.047,27.06605,13.87766,24.47475,20.3156,22.09031,38.44793,2.93355,20.8284,25.13918,1.58209,22.51173,29.74823,12.26927,42.63859,16.00956,27.1408,33.43031,10.1732,6.05831,9.8917,7.81334,14.17549,30.64641,26.00083,25.6025,20.75004,23.62882,23.95696,30.00543,8.55478,31.77736,7.97769,5.08374,28.21631,21.52635,33.71104,20.80772,22.8003,20.13098,29.00566,33.48213,4.12655,17.0927,8.3608,19.97297,2.87141,43.79325,42.05596,4.94116,42.15767,5.46926,27.72539,11.67333,32.93924,29.00508,7.49379,15.76936,28.6109,19.86527,27.2252,18.43235,25.49693,2.59513,12.70605,31.7404,43.92737,26.4274,7.69017,33.41597,5.99031,18.26684,18.99751,6.34432,16.92019,17.72192,4.54355,18.47934,13.0506,4.09285,8.71843,27.97352,63.5596,16.22434,18.25482,4.29856,68.55991,31.67274,25.58477,13.49534,15.33725,30.33363,21.32409,6.70989,41.40615,17.71947,27.44961,37.38974,8.23391,24.22545,26.38978,30.50454,45.49585,38.25006,29.8916,26.0846,2.92957,37.3231,11.82964,7.11344,10.08003,19.35299,5.62422,26.25801,9.82579,22.9329,5.99722,12.01155,25.10533,25.77789,19.50379,15.93828,22.18887,26.98737,30.03618,4.40902,7.63919,11.70991,16.50588,66.46847,16.86195,1.4114,65.21307,26.7669,24.19239,30.68935,60.50266,8.26018,4.47132,25.94543,29.36918,39.71147,21.96935,29.17808,22.79842,1.20888,17.81286,56.90013,8.84481,27.53123,6.71394,9.87562
2017,12.83908,8.92534,22.50938,19.26513,29.71277,30.93398,24.40158,73.96183,30.55123,29.14901,16.0986,23.59459,3.33906,20.70753,8.23948,4.43681,3.69806,22.22754,33.70923,44.00649,22.42233,25.4647,37.97209,30.88301,23.20854,23.65411,34.82745,28.20222,8.85692,15.0859,6.21553,26.5356,13.41364,34.60929,6.22041,8.70969,11.53443,4.5925,7.26138,65.7635,20.89002,12.31146,12.13457,28.30181,20.30973,23.56579,28.36891,23.97949,8.45987,27.77472,13.93698,25.21962,20.98617,22.8519,39.25935,3.11363,20.55954,25.41265,1.6931,22.70241,30.41922,12.03919,43.10782,16.62083,27.40171,34.39045,10.47071,6.36692,10.39007,8.14253,14.62189,31.14925,26.73455,25.99809,21.44647,24.35603,24.69827,30.90548,8.80869,32.60182,8.5134,5.40474,28.65383,22.21595,34.35332,21.0519,22.8913,20.35389,29.84011,33.87867,4.24275,17.4782,8.77852,20.68727,3.09308,44.18346,42.82592,5.19567,42.6664,5.80556,28.34066,12.30939,33.54417,29.78383,7.97149,16.29856,29.03651,19.88293,27.70001,19.05632,25.72407,2.76217,13.44732,32.4631,44.539,27.09101,8.02339,33.54749,6.22419,18.70458,19.81345,6.68719,17.52586,17.97834,4.81209,19.11271,13.39269,4.26063,9.02521,28.69816,64.08027,16.32941,18.4957,4.63252,68.79064,32.09313,26.22723,13.89025,16.35834,31.28631,22.25411,7.01294,41.5184,18.07646,28.17818,38.03745,8.63378,24.70543,27.28914,30.9377,46.00176,39.01982,31.33332,26.43276,3.16088,37.85023,12.35042,7.34309,10.59605,19.7092,5.73562,26.81036,10.24997,23.39587,6.38491,12.50113,25.73275,26.58054,19.86365,16.00645,23.01352,27.48618,30.46027,4.58459,8.04478,12.15475,17.19466,66.91477,17.389,1.52199,66.15465,27.18021,24.89414,31.2609,61.08099,8.72751,4.78315,26.31179,30.20801,40.24966,23.00886,29.88657,22.85183,1.32914,18.13419,57.66441,9.26658,28.02176,7.10811,10.27429
2018,13.72347,9.21939,23.27709,19.48121,30.0836,31.91741,25.09498,74.30744,31.23646,29.64319,16.26565,24.36877,3.55096,20.94379,8.53092,4.72953,3.98976,22.64054,34.24779,44.72953,22.98452,25.71212,38.73309,31.51013,24.08427,24.64102,35.50994,29.05845,9.43668,15.5446,6.47109,26.66823,13.46228,35.54849,6.58455,9.04399,11.87083,4.79826,7.39443,66.34513,21.44693,12.90641,12.66729,29.01541,20.92829,23.8538,28.96456,24.00245,8.8945,28.50125,13.99919,25.97384,21.64547,23.61672,40.03781,3.30208,20.26958,25.67401,1.81366,22.89806,31.09575,11.80686,43.57438,17.25933,27.6555,35.319,10.782,6.70139,10.91117,8.49033,15.08635,31.64887,27.47328,26.40198,22.15826,24.93372,25.4417,31.81545,9.07098,33.4127,9.06837,5.738,29.07512,22.85419,34.96126,21.29185,22.97598,20.57582,30.68515,34.24389,4.36315,17.86947,9.20955,21.40929,3.32775,44.58293,43.58385,5.46886,43.08282,6.15941,28.89389,12.99145,34.08618,30.57369,8.46438,16.85034,29.45456,19.90855,28.15591,19.67118,25.94346,2.94408,14.2127,33.18247,45.10867,27.76966,8.37501,33.69421,6.46707,19.15578,20.62924,7.05647,18.15396,18.24899,5.09509,19.75469,13.75055,4.44253,9.35165,29.42765,64.58362,16.43257,18.73816,4.98451,69.01282,32.51949,26.95943,14.294,17.40055,32.23535,23.19111,7.3284,41.63479,18.44704,28.91616,38.65357,9.04584,25.1747,28.20804,31.34411,46.5033,39.81867,32.79678,26.77684,3.40847,38.30225,12.90614,7.58629,11.13614,20.07063,5.85972,27.37632,10.70275,23.88757,6.75186,13.00792,26.36193,27.39027,20.25425,16.07548,23.8697,28.00323,30.67682,4.77826,8.47613,12.60619,17.88645,67.46689,17.92045,1.64258,67.08044,27.51743,25.57657,31.86981,61.64848,9.21477,5.12728,26.68114,31.06208,40.78046,24.07068,30.59861,22.92655,1.45889,18.46814,58.42021,9.69503,28.43469,7.52446,10.68571
2019,14.64141,9.52763,24.06825,19.70484,30.43723,32.92105,25.8029,74.64922,31.93299,30.14886,16.43674,25.1584,3.77201,21.18782,8.84295,5.04297,4.29426,23.05409,34.87986,45.44717,23.5717,25.94651,39.50306,32.13849,24.98196,25.64392,36.18716,29.9032,10.04012,16.01181,6.73959,26.80227,13.5137,36.50273,6.96223,9.39894,12.21992,5.01832,7.52993,66.90444,22.01124,13.53001,13.23063,29.735,21.5565,24.14631,29.56058,24.02678,9.3504,29.2372,14.06424,26.74101,22.30026,24.40306,40.7968,3.50314,19.96951,25.93938,1.94416,23.09244,31.78068,11.57636,44.0476,17.91805,27.90822,36.24008,11.10313,7.06064,11.45585,8.85828,15.56521,32.15176,28.21835,26.81473,22.88822,25.61868,26.19274,32.74408,9.34258,34.24142,9.64154,6.08334,29.50083,23.47068,35.55709,21.55821,23.0645,20.80848,31.543,34.59813,4.48997,18.26391,9.6502,22.14383,3.57531,44.98676,44.34437,5.75904,43.50241,6.53021,29.39223,13.72221,34.61388,31.38012,8.97363,17.42796,29.86779,19.94056,28.59322,20.2875,26.14759,3.14214,15.00708,33.90095,45.67624,28.47417,8.74396,33.85903,6.71965,19.61707,21.46038,7.45125,18.80263,18.53066,5.39181,20.40472,14.12391,4.63934,9.69847,30.16327,65.1074,16.5379,18.98198,5.35632,69.26743,32.94984,27.7725,14.70898,18.46998,33.18132,24.14778,7.6564,41.74717,18.83587,29.66397,39.24882,9.47261,25.63292,29.14951,31.734,47.00016,40.68851,34.25017,27.11705,3.67215,38.7484,13.503,7.84299,11.69943,20.44069,5.99645,27.96956,11.17756,24.4088,7.06368,13.52654,26.99139,28.20953,20.67782,16.14687,24.7486,28.54433,30.71288,4.98983,8.93324,13.06406,18.59565,67.96944,18.46402,1.77378,67.99006,27.89324,26.25088,32.47944,62.20975,9.72141,5.5056,27.05875,31.93985,41.30959,25.16017,31.32182,22.98436,1.59831,18.81512,59.16804,10.13491,28.84686,7.96285,11.10584
2020,15.59125,9.85061,24.87768,19.93642,30.82811,33.94071,26.49705,74.98102,32.63795,30.68957,16.62115,25.93212,4.00917,21.44325,9.1767,5.37614,4.61226,23.45558,35.67412,46.16628,24.18778,26.15491,40.29014,32.76849,25.90197,26.6663,36.86197,30.73948,10.66656,16.48969,7.02508,26.96251,13.56942,37.4911,7.36105,9.77623,12.5851,5.2523,7.66996,67.42838,22.60079,14.17787,13.82397,30.46733,22.20109,24.4562,30.16053,24.0571,9.831,29.98219,14.13622,27.52163,22.95371,25.23245,41.54097,3.71825,19.68164,26.19586,2.08556,23.29123,32.47163,11.35404,44.53168,18.59753,28.16976,37.15496,11.43054,7.4448,12.02449,9.24726,16.08392,32.66149,28.96445,27.24802,23.63658,26.45697,26.95799,33.69365,9.62525,35.10341,10.23832,6.44182,29.94154,24.08115,36.15319,21.86269,23.16605,21.04995,32.40809,34.94619,4.62817,18.64407,10.10238,22.88817,3.83571,45.3909,45.10648,6.06794,44.21436,6.92016,29.91751,14.50258,35.13872,32.20626,9.49996,18.0304,30.28593,19.9947,29.01372,20.90147,26.31797,3.35836,15.83932,34.62603,46.24661,29.19683,9.12969,34.05789,6.98312,20.09107,22.30829,7.87035,19.47038,18.82541,5.70413,21.06332,14.50836,4.8523,10.0632,30.90833,65.56593,16.65103,19.2358,5.74113,69.58231,33.37983,28.67649,15.13222,19.56702,34.1384,25.1392,7.99819,41.88849,19.24587,30.4156,39.84743,9.91782,26.0877,30.10996,32.10747,47.4821,41.75581,35.68721,27.45495,3.95306,39.46707,14.13712,8.11252,12.28996,20.82429,6.1459,28.59229,11.66618,24.94657,7.36337,14.03,27.63182,29.03329,21.14687,16.22679,25.61458,29.10129,30.83128,5.21694,9.41633,13.53404,19.31249,68.5508,19.01736,1.91747,68.87201,28.33544,26.92617,33.069,62.80163,10.25206,5.92244,27.44188,32.83513,41.84385,26.2659,32.05409,22.98061,1.74839,19.18047,59.88042,10.59176,29.2544,8.42463,11.53326
2021,16.57636,10.18675,25.72502,20.18107,31.25144,34.9745,27.17718,75.29962,33.34641,31.25505,16.82485,26.69587,4.26484,21.71175,9.5273,5.72836,4.94368,23.85309,36.5512,46.89243,24.82762,26.34413,41.09466,33.39849,26.84188,27.70533,37.5435,31.56486,11.31482,16.97099,7.33513,27.14013,13.64625,38.49999,7.77825,10.17216,12.96291,5.50006,7.8124,67.9285,23.2106,14.84834,14.44278,31.21397,22.86497,24.78185,30.75134,24.09893,10.33566,30.7331,14.21624,28.31566,23.60328,26.09272,42.26823,3.94942,19.40798,26.428,2.23925,23.49279,33.162,11.13644,45.04009,19.29325,28.43704,38.04773,11.76499,7.85353,12.61192,9.65376,16.6247,33.17493,29.72041,27.70315,24.40594,27.21401,27.74028,34.66637,9.91953,35.95836,10.86129,6.81628,30.39106,24.681,36.75181,22.21003,23.2763,21.29551,33.27912,35.28369,4.778,18.99994,10.56741,23.64098,4.1057,45.79203,45.86787,6.39314,44.9668,7.329,30.47772,15.3311,35.64969,33.0611,10.0449,18.65241,30.70747,20.08777,29.41296,21.51205,26.44663,3.59256,16.69393,35.35821,46.82118,29.92071,9.53207,34.29222,7.25698,20.56728,23.15272,8.31276,20.15104,19.13919,6.03121,21.73121,14.89686,5.08075,10.44192,31.6623,66.02752,16.77178,19.49927,6.14118,69.89762,33.80555,29.49348,15.56613,20.69342,35.10766,26.14957,8.35913,42.03782,19.67524,31.16302,40.43491,10.38339,26.55605,31.08697,32.46407,47.95901,42.89238,37.11097,27.7768,4.25166,40.358,14.80176,8.39039,12.90418,21.21884,6.30555,29.23423,12.16913,25.49247,7.67235,14.52803,28.29558,29.85681,21.65935,16.31432,26.46157,29.67629,31.02562,5.4568,9.92236,14.01727,20.04547,68.9238,19.5789,2.07501,69.71281,28.73922,27.59794,33.64245,63.38446,10.80856,6.38127,27.81865,33.74313,42.36097,27.38298,32.80342,22.93819,1.90933,19.55936,60.56336,11.06532,29.65177,8.90834,11.9726
2022,17.59419,10.53502,26.58335,20.47006,31.54617,36.02564,27.86621,75.55959,34.06155,31.82415,17.04036,27.50411,4.5345,22.00038,9.8947,6.10077,5.29035,24.24786,37.18739,47.61047,25.46701,26.55127,41.91092,34.00804,27.80303,28.76292,38.22936,32.37802,11.98425,17.45848,7.66854,27.31915,13.74016,39.52288,8.21126,10.58711,13.35076,5.76078,7.95688,68.4176,23.85454,15.54546,15.08562,31.97244,23.53925,25.10993,31.29533,24.16192,10.86511,31.50258,14.30341,29.12325,24.24859,26.98363,42.98924,4.19994,19.16706,26.67095,2.40611,23.70109,33.84237,10.92481,45.59584,20.00162,28.70708,38.93636,12.10874,8.2886,13.21974,10.07749,17.16117,33.68205,30.49136,28.17298,25.19955,27.99775,28.53912,35.65174,10.22693,36.39898,11.50446,7.20651,30.84253,25.26413,37.36464,22.58658,23.39079,21.55315,34.1783,35.61215,4.93537,19.34311,11.04457,24.41363,4.38646,46.19357,46.61522,6.73334,45.36456,7.75802,31.06655,16.20574,36.15229,33.93452,10.60543,19.29229,31.14159,20.21109,29.81393,22.12767,25.64504,3.84666,17.57296,36.08603,47.28545,30.6488,9.95287,34.62062,7.54058,21.05212,23.98801,8.7818,20.84189,19.47077,6.37348,22.40492,15.2854,5.32594,10.83669,32.42438,66.46188,16.91088,19.76505,6.57554,70.18286,34.24536,30.18688,16.0211,21.84745,36.0801,27.18473,8.73605,42.20363,20.12462,31.41283,41.01081,10.86703,27.06199,32.08339,32.8151,48.41785,43.75553,38.23628,28.04944,4.56908,41.1081,15.49623,8.68215,13.53592,21.62689,6.47527,29.89273,12.69808,26.05491,7.98346,15.03851,28.98193,30.28089,22.20498,16.4103,27.31483,30.26695,31.17818,5.71398,10.44978,14.50924,20.80941,69.20676,20.1582,2.24756,70.53527,29.15095,28.264,34.25613,63.93328,11.39353,6.88494,29.20289,34.66752,42.86787,28.51616,33.56653,22.83876,2.0817,19.94757,61.23695,11.55534,30.03376,9.4169,12.427
