Date,ABW,AFG,AGO,ALB,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCD,TGO,THA,TJK,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1999,2.280372,,248.1959,0.38943765,,,0.64824575,1.121288,1.4831294,0.56899375,-8.52517,3.3854244,1.1208482,0.3267229,-1.0726136,6.106696,2.5730429,-1.287588,1.2542483,,293.67874,2.6213953,2.1595163,4.8584476,1.5600624,-0.4156276,6.7769938,7.749296,-1.4142022,1.7348429,0.8064444,3.3368793,-1.4014727,0.7023758,1.871745,284.895,4.1426716,10.873687,,4.356434,10.045281,,,1.63,2.1354485,0.58543307,,1.1794779,2.4977953,6.470542,2.6455112,52.242004,3.0794992,2.310348,3.2961109,7.9414487,1.1622316,1.9686737,0.5371416,,-1.936604,1.7529508,19.192677,4.865398,,3.812372,-2.0863051,0.37226617,2.6366332,0.5774276,5.2136106,7.5382195,-4.0094337,11.663741,4.019139,3.0043943,9.997745,20.477833,4.6698203,1.629886,20.070707,12.577763,3.2318325,5.1897545,1.6634599,5.9542394,0.60625654,-0.34129694,8.296027,5.742001,37.030926,4.008207,,3.3630364,0.8129572,2.9908104,125.272125,,,2.6486225,3.5037978,4.6917057,,0.7275506,1.0251968,2.3648183,-3.2041626,0.6847826,39.25598,9.929534,2.9537084,16.585617,-1.2792866,-1.2019037,2.134769,18.401043,,7.5649414,,4.0741763,6.9091463,44.804165,2.7445612,,,-2.302125,6.6183734,,2.157179,2.3659673,7.4511127,,-0.11426713,,,3.0419466,4.1426373,1.2471826,3.46966,5.9390492,,14.932181,7.1540728,2.3400948,6.752266,5.5443916,2.181703,45.80378,85.74649,-2.4059322,-1.3337549,17.166445,0.8272506,0.016709834,8.020369,,0.51482713,,42.453907,,12.725177,98.773094,10.570441,6.1555877,0.46217576,6.0888605,,6.3473053,-3.7037036,-8.02506,-0.053213626,0.28472647,,,4.4643545,3.4391358,2.6901248,64.867485,,7.8904333,5.777369,22.683672,5.658688,2.1880271,,1.0135504,,4.117102,1.9989749,0.26512012,8.660219,5.181489,26.787697,
2000,4.044021,,324.99686,0.050018135,,,-0.7908838,0.7717798,4.457435,2.344863,1.805003,24.432024,2.5445178,4.1654043,-0.30421218,2.2082562,10.316262,-0.70485294,1.6063294,,168.62024,3.0674396,4.60823,7.0441413,2.435813,1.5581524,4.0121207,8.601485,3.2034009,2.71944,1.5585291,3.843273,0.34781122,2.530775,1.2271901,513.90686,-0.8819915,9.225348,,-2.4774566,10.96155,,,4.141658,3.7753882,1.4402684,,0.8569468,2.903282,7.724136,0.33916318,96.096375,2.6838055,3.4335155,4.0184894,0.6624581,3.042101,1.0921646,1.67596,2.158518,0.50492,1.1829562,4.063962,40.240932,,0.8449696,8.636321,4.802289,3.1511817,2.1818182,5.977577,6.1485434,-3.6855037,11.048035,4.6113157,9.333222,9.80361,3.6886203,4.009436,5.577633,14.476751,4.978962,5.1364713,1.0326364,2.5376854,8.171083,0.6668809,-0.6765787,13.180891,9.980025,18.700735,-0.79199255,,2.1488552,2.2591658,1.8129461,25.08464,,,-2.9,3.710786,6.1762757,6.131975,0.9816155,3.150767,2.6542547,-1.6097188,1.8946346,31.299301,11.859685,-1.1747568,9.491562,6.607423,-0.67766166,2.369593,-0.10916551,,11.595539,,3.2540674,4.1992884,29.581488,1.5347402,,,2.9001498,6.9332924,7.0699134,2.3605223,3.0855062,2.4788203,,2.6152344,,,3.4335155,4.3666644,1.4989611,3.7573383,3.977125,,15.595893,9.900175,2.8530304,8.98216,2.798199,1.6503352,45.666595,20.798761,3.8995297,-1.1249983,7.1212587,0.731982,1.3616239,7.8895617,,2.2712877,,71.12063,,12.208945,59.401688,12.035781,8.911744,0.89914376,12.208536,,6.268769,-3.8461537,3.8226008,1.8626059,1.5919691,,,6.3276353,3.5554132,2.962308,54.91537,,5.923961,3.3920217,28.203096,4.763825,3.3768573,,0.16767964,,-1.7103373,2.5376885,0.96678233,4.59,5.338959,26.030413,
2001,2.8836043,,152.56102,3.1075883,,,3.1459045,1.4027966,4.4071355,2.6500008,1.5471959,9.296187,2.4692583,3.9842954,5.007433,2.0071738,7.3609395,-1.2075717,2.0449898,,61.134933,3.651418,1.5896537,6.840359,2.5778348,0.5958904,3.4147894,6.5590377,3.8348606,2.5251203,0.98902035,3.5691006,0.7191256,4.3615294,4.4197726,359.9366,0.05598992,7.965561,5.554594,3.3499646,11.255615,1.7928287,,1.9730419,4.6626754,1.9838573,1.7466522,1.303894,2.3378701,8.883068,4.2259884,37.676746,2.2697573,3.5898342,5.74828,-8.237844,2.578441,4.2726703,1.6347808,0.5024974,2.1376204,1.5323496,4.6460443,41.509495,,4.492596,3.3481226,8.825389,3.3739684,3.140993,7.285874,2.627413,-1.6581633,9.674155,3.7767024,13.316722,9.116809,11.500116,3.779293,4.8528028,11.274247,16.37408,6.4050856,1.1230284,2.7851653,6.8019094,1.7722044,-0.7400555,8.354137,5.7385983,6.91968,-0.6006483,,2.3034475,4.066576,1.3,7.811808,,,-8.813937,5.307221,14.158456,-9.616154,1.3671203,2.6638212,2.48704,-1.9846501,0.6198019,9.764663,7.916945,0.6725774,6.3677382,5.1988854,5.1870117,2.9294925,21.101305,,6.2773604,,4.714896,5.389344,22.7,1.4167848,,,4.005514,18.873646,5.986042,4.1558414,3.0041971,2.6883037,,2.6258163,-0.81666666,,3.8365726,3.1482615,0.30706245,1.9770988,5.345502,,9.298173,5.4083357,4.369903,7.26806,1.2227848,1.4713343,34.477013,21.477007,3.342855,-1.1209481,1.9352957,2.974501,0.997198,6.9258375,,3.7508206,,95.005226,,9.222037,38.58629,7.3296204,8.379666,2.4059584,5.9421096,,5.969622,3.0,12.431287,3.9195914,1.6269089,38.59189,,8.290283,5.536653,1.9833333,54.40019,,5.147468,1.8651253,11.958809,4.3593407,2.8261712,,0.90085846,,-0.4315445,3.5775545,3.8382847,11.911592,5.7018948,21.393782,
2002,3.3152468,,108.89744,7.770526,,,1.0600493,2.407658,2.9815745,1.8103579,2.7711647,-1.3656801,1.6452143,2.4891624,2.1756947,3.3325648,5.8101435,-0.49554014,2.173578,,42.537548,4.240267,0.92825884,8.450165,0.12524946,-2.3149724,2.455357,8.032797,2.3318172,2.2583945,0.6427115,2.4893982,-0.7319709,3.0772648,2.8344226,31.522583,4.37876,6.351507,3.5330422,1.8845341,9.1675205,0.39138943,,2.801155,1.9029809,1.4208062,0.63761955,0.17005533,2.4244366,5.2233677,1.4183019,12.483598,2.7372386,3.065657,3.5719128,0.6750891,1.5712202,0.7620321,1.9234123,-0.111442424,0.03668289,1.5204024,5.587837,9.360932,,8.609125,3.3001218,7.5924783,3.6293588,1.0672154,8.13263,5.3410153,-2.9831388,7.69051,1.6717844,7.032874,5.265448,11.90012,4.297152,4.6282053,14.335934,19.316694,5.1970224,5.8023458,2.4653232,7.07635,1.8329939,-0.92349404,5.8369246,1.9613082,2.1342099,0.21146657,,2.041091,2.762262,0.88845015,10.631345,,14.159647,-9.797647,-0.25553662,9.551032,33.81258,0.2815066,2.0740862,1.9388758,-2.637517,2.7956197,5.301244,16.498526,4.1786723,5.0307274,2.3145978,5.0328226,2.1884904,57.074512,,0.9170747,,3.8957052,6.419334,14.744635,1.8078724,,,2.628866,12.876579,3.7501748,3.2875311,1.2867253,3.0293994,,2.6770926,-0.27957883,,2.9079986,3.2903447,1.0058309,0.19313501,2.7227724,-1.3012362,11.799447,1.9052821,3.6003466,10.510242,5.709516,0.24,22.539886,15.788731,1.9925854,0.2471865,22.224724,2.337302,-0.39167687,10.929634,,1.865525,,19.490831,,10.128725,15.527399,3.1271422,7.4807777,2.158482,12.019715,,0.175,-0.13050528,5.1918187,3.0598185,0.69730896,12.249985,,10.359061,4.1500587,2.7210329,44.964123,,5.3178334,-0.28750852,0.75742084,13.972472,1.5860317,,1.855504,,3.8308284,1.9635675,8.050315,12.238534,9.494714,22.233345,
2003,3.6563652,,98.224144,0.48400262,,,4.7215533,1.9935305,2.732596,1.3555537,2.233865,10.647465,1.588964,1.4872425,2.0345657,5.668708,2.3486416,1.5936255,3.0250452,,28.39784,2.3180828,3.337275,14.71492,1.6194332,0.3,2.5723085,9.189902,4.134709,2.7585633,0.63827294,2.8101788,1.1276035,3.2968075,0.6231636,12.873965,-0.631845,7.1297884,3.7990813,1.1881704,9.447581,1.633714,,4.1390653,0.1187392,1.0342222,1.9819673,1.453368,2.0750782,27.449713,4.268954,7.9293647,4.5077763,3.0388885,1.3349912,13.674046,0.8774404,4.1727476,2.098472,0.12664334,2.2353532,1.3765004,0.8377345,29.77298,,17.032867,-3.5025854,7.323544,3.5306504,2.1549282,5.6034765,5.980978,-2.673797,7.674166,1.7673378,28.699577,4.661017,6.757313,3.805859,3.4922192,16.468012,33.61621,2.0556633,0.70763063,2.6725554,10.086957,1.63,-0.25654182,6.438218,9.815691,2.974613,0.9417461,,2.2354367,3.5148745,0.9613503,15.489353,,10.330288,-2.1911519,1.0342537,6.3146377,6.6291637,-1.1343086,2.0498402,2.9426475,-1.5624521,1.1677337,11.746079,-1.7040048,-1.2606511,4.5469003,0.85556215,-1.3467262,1.3038378,36.589718,,5.128995,,5.1519017,3.9210536,9.5767975,1.0896764,7.136153,,-1.6144077,14.031784,5.3023877,2.0919983,2.4878256,5.7070093,,1.7535745,0.23132868,-1.0848126,3.0250452,2.9141347,0.39166668,2.2593775,2.2891567,0.9228741,14.709078,0.68270135,3.2189908,14.236797,4.4030323,2.264565,15.273489,13.663293,7.4497004,0.6121954,6.489432,-0.051997025,0.5079053,8.269464,,2.120391,,9.876179,,9.792419,23.002232,8.554143,5.544164,1.9256554,7.29,,3.302554,5.796829,-1.7525694,-0.9300009,1.8043499,16.303492,7.1651587,11.638622,3.8111062,2.7125924,21.602438,,5.303566,8.680476,5.179678,19.37973,2.2700949,,0.2059817,,3.2346482,3.0162413,0.115830116,10.83236,5.6794243,21.401579,
2004,2.5291295,,43.542107,2.2800193,,,6.9612613,2.0300777,2.3432553,2.061206,6.7089305,8.17643,2.0972831,0.8738908,-0.4002287,7.5875363,6.147131,2.3529413,0.98191404,,18.108242,6.394431,4.437381,6.597185,1.3944223,0.814224,4.105937,6.9457035,-2.066406,1.8572587,0.8029087,1.0547388,3.8246374,1.4579884,0.23364738,3.994384,2.4297662,5.90402,4.4749928,-1.8908217,12.314815,1.3791214,,2.286217,2.7601078,1.6657369,3.122262,2.3941097,1.154357,51.46086,3.9618003,2.743232,11.270619,3.0392487,3.048111,3.3273704,0.18712056,2.827485,2.1420896,2.276697,0.4082053,1.3903975,5.6563263,18.042738,,14.206743,0.8833027,4.219688,2.898848,2.3129168,7.5786223,4.668466,-0.2747253,8.1137905,2.0553968,21.031834,6.7443466,6.064062,3.7672517,2.178546,14.761509,26.961906,3.1581933,-0.42159504,2.2067366,13.5545025,3.3618681,-0.008573388,6.8820543,11.624036,4.110651,4.319337,,2.3145547,3.590663,1.2485645,10.462267,,7.8290873,-2.1975677,1.4603682,7.575926,5.023421,1.1641026,2.2256792,6.1923857,0.98072845,1.4934441,12.524277,13.955802,-1.6854122,4.688409,-0.4486502,-3.0997813,2.7908285,4.5342135,,8.241155,,10.367623,4.7103705,11.429806,1.4212712,4.136632,,0.26254377,14.998034,8.470211,1.2636474,0.4544985,2.8418114,,2.290249,0.62496907,-1.064727,3.517999,7.444625,0.47472307,3.6624732,4.8292108,4.9640756,2.1589313,3.3826468,2.365362,4.323265,3.004175,6.7993364,11.874364,10.888616,12.2507105,0.5155079,9.657546,0.5147818,1.6627272,6.985842,,4.451944,1.4308387,11.026362,,13.285886,9.986325,7.548501,3.5929759,0.37365982,3.4453351,,3.8573039,4.433141,-5.3554,0.39307868,2.7591493,7.141965,3.237514,10.973406,3.7215493,3.63228,8.598262,,4.735801,3.7212875,9.048068,9.157605,2.6772368,,2.9600394,,7.7549477,1.418919,16.31315,12.515095,-0.69203943,17.967789,
2005,3.3977869,12.686269,22.953514,2.366582,,,0.638928,2.098752,2.6918316,2.2991378,9.679507,13.252069,2.7814326,5.364521,6.41504,7.046618,5.038838,2.586207,1.5916061,,10.33888,-1.1043104,5.393231,6.8695374,6.082187,1.2444371,5.312631,8.610226,2.8835208,2.213552,1.1719542,3.0525763,1.776414,3.8858304,2.0135396,21.316816,3.09449,5.0510197,3.013324,0.4188916,13.798295,4.117117,,2.5601614,1.8570979,1.5469111,3.1049664,1.6819007,1.8178146,4.1902027,1.3824465,2.168277,4.869397,3.368814,4.0797143,9.969972,0.6238744,2.3657646,1.7458694,4.2577,3.7083333,2.0891366,8.24709,15.438992,31.373302,4.8386216,3.3291993,5.6316333,3.5450728,3.475807,9.10865,6.925543,0.8264463,8.809061,3.3171782,13.973008,3.561517,10.4532,4.2463436,2.456547,13.433118,36.95948,3.987048,1.3407032,1.985293,15.052866,3.4936852,-0.28294608,7.5799994,10.312778,4.338674,6.615259,,3.377819,2.7537916,4.142976,7.1654177,,10.834359,2.6502059,3.8982737,11.639686,3.4378843,2.658485,2.4876966,6.7484503,4.3958926,0.98264164,11.959184,18.363825,1.300275,3.9880571,0.525516,6.397883,3.0079665,9.368618,,12.716567,6.4275527,12.1256485,4.93717,15.410345,2.975071,2.2819462,,7.7974977,17.863493,9.5991,1.6881301,1.5321337,6.836333,,3.0370233,1.9098356,-1.3851892,4.1072507,9.063328,2.8558834,1.6163019,6.516854,3.9514623,1.7808044,2.1837988,2.277164,6.807382,4.1072507,8.814395,9.014913,12.685304,9.01409,0.4792317,8.505851,1.7113333,0.4251063,7.330663,,4.6909485,1.6854889,16.11998,,17.152205,9.898005,2.709085,2.4515014,0.45317087,4.774004,,0.9071877,7.2403493,7.8903656,6.782929,4.540369,7.0919323,1.111674,8.665692,6.8745346,2.0177865,8.17916,,5.03457,8.448727,13.569576,4.6992774,3.392747,,3.7334292,,8.284573,1.1992005,1.856764,11.811264,2.062853,18.32444,
2006,3.6080244,6.7845964,13.30521,2.3707283,,,2.8923566,1.7877854,3.5552878,1.4415485,8.328925,2.74542,1.7912077,3.782177,2.3331087,6.765261,7.261595,2.0074697,2.3898263,6.125566,6.997129,-7.1137676,4.282396,4.183568,7.3076625,0.15988807,5.0004544,11.555219,6.695265,2.0020254,1.0595093,3.3920174,1.649431,2.4671915,5.117578,13.052695,6.537844,4.2934237,3.3743637,5.3690767,11.470597,3.1149952,,2.3046873,2.5339925,1.5774264,3.483407,2.2023914,1.9242214,7.5728054,2.311499,3.2987485,7.6445265,3.515576,4.4376206,12.299477,1.5666639,2.4908364,1.6751245,4.63737,-1.4094014,2.4556618,9.160965,11.679184,34.69527,2.0565035,1.9547372,4.4158998,3.195947,4.251953,6.560853,6.677158,2.0002515,5.577752,3.189826,11.345215,3.930326,13.108671,5.7965236,3.9357612,10.015899,53.230965,6.687079,2.054079,2.090844,8.561064,6.2517247,0.24935512,8.721694,14.453734,5.5521235,5.8106856,,8.487486,2.2423403,3.0570133,6.545594,,7.341446,1.4592688,2.3956208,10.020184,6.0727186,3.73912,2.6663148,6.536199,5.1499734,3.2847617,12.777756,10.765637,2.7384212,3.6294677,3.2136292,1.5435259,2.77378,19.996487,2.9245126,5.0951667,13.245088,6.241033,8.913501,13.974295,3.6092355,4.961167,,0.04048583,8.225222,9.1402,1.1015011,2.3293498,6.920336,,3.365402,3.544986,0.62164694,4.2671747,7.9210844,2.4578934,2.002258,5.485232,4.4298115,2.3684623,1.284694,3.1076655,9.58935,3.8423412,11.83581,6.558514,9.668654,8.882827,2.2090232,7.19913,2.1122859,0.96565753,11.219987,,4.0371237,2.0952594,11.724023,,23.077038,11.281304,4.483331,2.4579244,1.3602147,5.3046393,0.3006012,-0.3534655,10.024111,8.036289,2.2289777,4.6374745,10.010865,3.9361627,6.149116,8.329603,3.2252533,9.597242,,7.2509727,7.310676,9.052525,6.39765,3.225944,,2.7406752,,7.4180174,2.0408163,3.7000868,10.844799,3.2439077,9.019572,
2007,5.3925676,8.680571,12.251497,2.9326825,,,4.407361,1.4160526,2.3276112,2.1685553,16.699755,8.412063,1.8230563,1.2980682,-0.23062731,9.106985,8.4025345,3.2566667,2.492578,1.5007771,8.426753,2.3180828,8.705609,3.641273,4.0342298,0.9677741,5.1561112,7.0809984,0.9599176,2.138384,0.7323506,4.4077992,4.8167677,1.8920063,0.9214022,16.9451,2.6546464,5.544385,4.466167,4.410997,9.3572445,2.9957204,,2.3726518,2.8531244,2.298344,4.9659767,3.6322212,1.6932659,6.1435666,3.6789958,2.2761848,9.318969,2.7867975,6.601326,17.2404,2.5106657,4.8037066,1.487998,3.3063428,5.0303187,2.3865614,9.244898,10.734266,18.175566,5.369135,4.617438,2.8037384,2.8950033,3.8588293,6.8216176,12.200154,2.035027,6.936215,2.8992827,6.5572276,7.958745,6.406561,6.3728814,4.8857455,17.34104,-10.0674925,5.0515575,0.46622697,1.8297411,9.244821,4.7439065,0.060039453,10.846836,9.758881,10.2301035,8.708828,3.5925214,4.480886,2.5345738,5.48495,4.6619725,,11.391896,6.250988,2.8231037,15.842112,8.012437,5.737174,2.3124585,10.092978,5.571497,2.0420852,12.3671665,10.287967,6.7947736,3.966849,2.251758,1.412002,1.2492192,35.024597,4.347122,9.630963,8.489487,7.2541084,8.827292,7.95221,2.0273533,6.5478816,,0.05395926,5.388008,11.126935,1.6138586,0.7125891,2.2692192,,2.3761432,5.8304844,4.358497,4.810237,7.5986843,4.168633,1.7799865,2.9,3.2387505,0.9113504,2.458743,2.4539652,8.130474,1.8597438,13.7581625,4.8373294,9.007298,9.080722,4.167824,14.754277,5.8533044,2.1098018,7.66602,11.649975,4.578086,2.4989457,6.3917065,,18.548513,6.4262795,2.7567236,3.6574957,2.212169,8.076088,4.4324574,5.3206005,3.9077096,-8.97474,0.9456733,2.241541,13.149125,10.300902,5.842249,7.894388,2.9669442,8.756181,,7.0255146,6.1385107,12.838779,8.114646,2.8526726,,7.236147,,8.344449,3.935484,5.577064,7.905118,6.177812,10.65735,
2008,8.955987,26.418665,12.475829,3.3208709,12.250421,,8.949953,5.3338065,4.3502984,3.2159503,20.849087,24.406952,4.4894443,7.9472985,10.659798,8.901945,12.34872,3.5260031,4.48956,7.427043,14.837876,6.394431,14.006811,5.678594,8.1081085,2.0849802,8.327161,12.7021885,9.258951,2.3702707,2.4260411,8.716269,5.9252515,6.3085275,5.337806,17.301384,4.9587507,6.996885,1.7007818,6.7744355,13.424463,6.8763237,,4.6690083,6.358664,2.6283798,11.958621,6.359922,3.4162679,10.644621,4.8585906,8.400096,18.316832,4.075343,10.362358,44.356686,4.0659537,7.7322783,2.812862,8.423726,5.2643013,3.5214086,9.999488,16.49464,23.065613,4.443655,10.460073,6.551767,4.152797,8.033274,11.355762,8.102022,4.303155,11.403427,6.076968,15.2817745,6.0425124,10.226666,8.349267,4.0356884,25.41051,12.662853,12.694394,4.5274477,3.3478327,22.022839,13.971231,1.3800789,17.1399,26.239817,24.520102,24.096851,13.6654,5.300297,4.673897,10.582709,7.628809,,17.489449,10.360729,5.5495477,22.564495,10.715666,10.925885,3.4018795,15.402319,8.611018,3.714843,12.783048,9.296509,12.041458,5.124983,8.331897,9.170988,4.2586217,26.799538,8.758728,27.955666,14.502806,7.3466353,9.732284,8.712602,5.440782,9.094643,,11.30511,11.581075,19.826202,2.486502,3.7539308,9.90783,,3.9589493,12.375409,9.350418,8.949953,20.286121,8.758683,5.785876,8.2604475,11.965574,10.761418,4.164972,2.5885065,10.154784,9.8899975,15.050145,7.8508024,14.110767,15.438214,9.870248,14.297122,7.3472023,6.6354403,17.320065,8.211124,6.707923,4.2932024,12.410987,,31.990105,14.667143,4.59818,5.6474237,3.4370492,12.65746,-0.41792902,36.96476,15.745325,10.296976,8.694828,5.4684896,20.470522,9.064237,10.446987,12.030345,4.345028,10.444128,,10.278394,12.050856,25.226461,7.877074,3.8391004,,10.066242,,23.115448,4.8417134,11.565907,18.976257,9.909985,12.44558,
2009,-2.1354287,-6.811161,13.730284,2.266922,1.5618131,,3.406767,-0.55016,1.7711172,0.50630885,1.4570484,10.555435,-0.053145673,0.8960723,2.6081767,5.4234724,2.7532022,2.795513,2.0627348,-0.38146427,12.945657,-1.1043104,3.3464541,4.888035,3.643862,1.0357177,4.361122,8.027297,3.5212622,0.2994668,-0.48048192,0.35304517,-0.72816527,1.0195045,3.0436184,2.8,4.415004,4.2025166,4.362348,0.9911035,7.842702,1.753316,,0.32627666,1.0193774,0.312739,1.6754959,0.006263571,1.3047099,1.4421513,5.7370605,5.1599684,11.763495,-0.2878131,-0.07840831,8.4836445,-9.173604e-07,3.1310356,0.08762048,6.3936024,1.8857075,1.9617318,1.7275146,19.246948,4.6843886,4.5615067,-1.6513973,4.691066,1.2100726,-0.3086548,1.8591026,2.952301,0.5794414,5.4963427,2.3785284,0.39388603,4.211712,4.386413,10.882353,-4.447547,13.551555,6.8736153,12.00313,3.367623,0.7747681,9.592246,-0.73906976,-1.3528367,7.3160787,9.234126,6.8365626,-1.2417176,9.816439,2.0579371,2.7564964,4.6095953,0.14118767,1.1950967,7.427643,2.4599001,-0.1569361,3.4649632,-16.859692,4.4530444,0.368042,3.5341067,1.1690669,0.971863,-0.0627186,8.954218,4.5301766,5.2973557,-0.739634,2.4637518,2.0843275,1.4723431,3.4667237,7.619506,3.7886133,2.2209203,2.5160913,8.422044,0.5833084,9.451727,,0.5829066,12.5378275,3.6870017,1.1897769,2.1973858,11.094824,,2.1156511,3.4688103,-2.410264,2.8604486,13.647765,2.409053,2.9362316,4.2190304,1.4381354,6.9183254,3.7953925,-0.83553004,2.5919468,2.7539349,-4.863278,5.58742,11.647329,12.944398,5.057223,11.256759,-2.2480214,0.589142,7.092717,7.469019,1.0559503,2.1995924,8.116951,5.0062737,16.957476,-0.13363665,1.6151047,0.83926225,-0.49446055,7.448234,5.957637,31.75444,2.920897,9.952423,3.7136059,-0.8457161,6.448235,0.6696812,1.4268597,6.9780874,3.6649034,6.2509766,,12.142228,13.017256,15.881192,7.0622187,-0.35554627,,0.42153913,27.080942,6.716983,4.2970657,6.3249536,5.407761,7.2380953,13.395255,
2010,2.0781407,2.1785376,14.469657,3.627101,0.8779833,,8.176361,3.3700254,2.91834,1.8135344,5.7268724,6.493266,2.189299,2.2078354,-0.7642307,8.126677,2.4389906,1.9618847,1.3440274,1.9962124,7.735748,0.9179774,2.503276,5.038727,5.8242188,0.35686913,7.036383,6.9488764,1.4910237,1.7768716,0.6882387,1.410711,3.1753247,1.2264562,1.2753805,7.1,0.391525,2.2720022,3.3547578,2.0786648,5.662757,2.7794425,0.27614087,2.4300408,1.4727273,1.1038104,3.9500787,2.9993663,2.3109243,6.329932,3.911062,3.5543773,11.265188,1.7998645,2.9720452,8.149264,1.1841352,3.6890123,1.5311227,3.3137097,1.461544,2.4926548,7.110179,10.73339,15.050269,5.0496807,2.5178514,7.7891655,4.712989,3.4365091,3.859509,3.7333777,2.2928908,4.6988907,1.030555,4.827342,4.855558,5.1342063,11.98939,-0.91838866,10.089363,2.8777473,5.396731,2.7027028,1.525516,12.610552,4.8455186,-0.72824323,7.4004636,3.9613888,7.9677224,3.9963953,-3.8995504,0.85087866,2.9392865,4.4964027,5.9825454,3.9834795,7.289928,2.799895,3.250344,6.217649,-2.4052424,1.3192136,2.273679,-1.084636,2.8094723,0.9935574,7.483851,9.247322,6.149885,4.1567273,1.5099752,1.1089269,1.5156351,7.718382,0.65494657,10.046206,12.425542,6.2835407,2.932363,7.411591,1.6228523,4.87492,,0.8040731,13.740052,5.4551344,1.2753057,2.4189065,9.326504,,2.302024,3.2565796,3.4805076,3.3263447,12.93887,3.4912887,1.5283206,3.7898364,1.4421902,6.013609,2.5806937,1.4025729,4.6511626,3.7491572,-2.4252567,6.091417,6.8493924,-0.2461287,5.3394175,12.977667,1.2286812,2.8288453,1.0514816,7.1856627,1.1793357,2.5854182,6.142554,1.1696218,13.340053,6.941082,0.95701814,1.8011702,1.1579881,4.509237,1.3385762,-2.4046388,4.3974137,-2.0778658,1.4459451,3.2475884,6.4453144,6.765977,3.5349123,10.5492,3.3389797,8.566444,,6.2001557,3.976553,9.3729315,6.698709,1.6400435,,0.74710906,28.187464,9.207466,2.7626946,0.7770073,11.174834,4.0674953,8.501761,3.02267
2011,4.3162975,11.804186,13.482468,3.4280713,0.8773466,,7.650008,3.4567497,3.3038502,3.2865791,7.858333,9.592166,3.532082,2.7042391,2.7597673,11.395165,4.2199035,-0.4000407,3.1987815,3.67125,53.2287,1.6020561,9.884464,6.63645,9.432202,0.13791156,8.848986,8.459872,1.1944758,2.9121351,0.23134921,3.341217,5.553899,4.912434,2.9396994,15.316516,1.759587,3.4150333,1.842663,4.4738836,4.8779984,2.3325315,1.3254358,3.2894495,1.9172192,2.075173,5.068714,1.1312313,2.7586823,5.796768,4.5242114,4.4745326,10.064926,3.196102,4.981901,33.249958,3.4168077,7.2781177,2.111598,5.082594,1.2633171,3.8561125,8.542933,8.728459,21.316927,4.7958827,5.046102,4.8053894,3.3298533,3.0334728,6.2141237,4.9777355,5.3052487,6.7622795,2.2727273,6.3327947,3.929921,5.3560486,8.911794,2.5489783,26.293386,5.8014555,4.0010266,3.488372,2.7806327,7.555856,4.1624417,-0.2724556,8.452905,14.022491,16.636326,5.4784474,1.4974098,5.835165,4.025965,4.8394036,7.5689883,4.9714856,8.488168,15.518481,2.769408,6.7167683,5.0366306,4.1302757,3.4106834,4.3707356,5.8062463,0.9069249,7.687251,9.48254,11.273415,3.4073782,3.9047542,2.955644,2.9629853,5.02146,3.450143,8.411215,11.166606,5.68632,6.5224924,7.6228228,3.174471,5.005595,2.428997,2.9423852,10.826138,8.082388,2.3410702,1.2849516,9.227076,0.3003003,4.027907,4.0421886,7.3364177,4.8223963,11.916093,5.8758025,3.3693109,4.718417,4.674699,4.440834,4.2394013,3.653011,8.253968,2.8772435,1.1383662,5.789253,8.440465,3.0801706,5.826216,18.096617,3.4032283,5.2511563,7.342707,6.791383,5.128924,2.8997958,11.137398,46.852177,14.327167,17.71178,3.919286,1.8028517,2.9611506,6.107427,4.5847545,2.5592678,4.753164,2.0292406,3.5635147,3.8087907,12.431549,13.49984,6.270753,5.107133,3.2400284,6.4718795,0.5005807,12.690969,16.56435,7.9557247,8.092832,3.1568415,13.779745,3.186031,26.090212,18.677732,0.8737931,5.235416,19.543562,5.0008535,6.4293966,3.4661298
