Date,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BIH,BLR,BLZ,BOL,BRA,BRN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,CPV,CRI,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FJI,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GTM,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,OWID_CZS,OWID_GDR,OWID_KOS,OWID_USS,OWID_WRL,OWID_YAR,PAK,PAN,PER,PHL,PNG,POL,PRT,PRY,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLE,SLV,SRB,SSD,SVK,SVN,SWE,SWZ,SYC,TCD,TGO,THA,TJK,TKM,TLS,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VEN,VNM,YEM,ZAF,ZMB,ZWE
2014,245148030.0,5415156000.0,234286450.0,27352580000.0,5109073000.0,626250700.0,24045066000.0,3531490300.0,2976611600.0,81801680.0,5393588700.0,83625370.0,177864130.0,2953928000.0,865139900.0,1625660300.0,189540350.0,655990700.0,23159390.0,767222600.0,25936095000.0,529395070.0,346931620.0,41754236.0,18358292000.0,4927069000.0,5210429400.0,184676840000.0,507328800.0,422262050.0,414820400.0,706897700.0,9011285000.0,9587267.0,0.0,328399230.0,2808423400.0,44977370000.0,,3887335000.0,485034700.0,11528816000.0,3124682000.0,4023319300.0,16721152000.0,617426100.0,677061000.0,3901128400.0,75961240.0,50847820000.0,210482400.0,65199677000.0,449080130.0,258201000.0,375883070.0,20888492.0,22361758.0,162671820.0,5077746700.0,356022900.0,46953572.0,302557340.0,1095973400.0,7879396.5,1267265300.0,7333745000.0,58325185000.0,1152242200.0,5153560600.0,7087549000.0,0.0,19026768000.0,26999240000.0,136425470.0,1792482000.0,38398943000.0,2019621900.0,900024400.0,262179970.0,348871900.0,35876710000.0,6801285600.0,,1768470400.0,44890876.0,3342759700.0,1647639800.0,45565050.0,524443550.0,247861150.0,346744220.0,4118755300.0,45540584.0,70251096.0,7651417000.0,136028210.0,207611620.0,55613764.0,3288262700.0,73635410.0,99407230.0,167864060.0,166185180.0,18602624.0,69553050.0,4175133000.0,476811600.0,142968370.0,2112836000.0,93101730.0,10672639000.0,5792595500.0,408350620.0,1874277000.0,8969267000.0,,,55561856.0,,1929377300000.0,,7583128600.0,0.0,3427403300.0,3341408000.0,117506376.0,11206449000.0,2891726000.0,354908860.0,,2877302500.0,69865770000.0,101071740.0,92775260000.0,,249015040.0,10332930000.0,45035052.0,274451870.0,1094818000.0,2926826800.0,1125835000.0,491713730.0,5440662000.0,73302430.0,36880260.0,409258000.0,85195460.0,5714892300.0,87238700.0,,36872584.0,227452960.0,857426900.0,10147729000.0,10638746000.0,504919840.0,336383140.0,4525233000.0,1243812900.0,833765000000.0,,654903.44,4820679700.0,5514577000.0,3584253000.0,389127070.0,1099175800.0
2015,196048600.0,3187618800.0,204018910.0,,5059663400.0,677914240.0,26505107000.0,3376751400.0,3162979300.0,83818670.0,5193512400.0,97571040.0,176386610.0,3336970800.0,877048450.0,1560184600.0,195193680.0,703909570.0,23126958.0,683939260.0,25335048000.0,463789980.0,420827460.0,34248370.0,21092047000.0,5131506000.0,5197004300.0,199174680000.0,655064200.0,433467740.0,593310400.0,,9058107000.0,10169686.0,0.0,367734050.0,2919313400.0,45749640000.0,,3846727200.0,520762620.0,12061302000.0,2801605400.0,4265299200.0,17773826000.0,671919700.0,694078700.0,3988639200.0,47456290.0,52238823000.0,206822100.0,62693343000.0,399911070.0,206512420.0,403456030.0,18969582.0,20917452.0,157743250.0,5384849400.0,353739200.0,56074990.0,369091940.0,1091001100.0,8849689.0,1425475000.0,8528333000.0,58879310000.0,1156068400.0,5479582700.0,9707577000.0,0.0,19293581000.0,25853008000.0,141548080.0,1885460600.0,39073560000.0,2078248300.0,971298000.0,270411070.0,406218980.0,37270413000.0,6850302000.0,,1812548000.0,42433772.0,,1775801300.0,47907450.0,698714050.0,292132900.0,395833860.0,3802746400.0,46556130.0,67205700.0,7186098000.0,131374376.0,346999680.0,60313308.0,3816696000.0,73066470.0,98616904.0,159457170.0,158417800.0,18196218.0,55144956.0,4495450600.0,522741760.0,,2061003900.0,114257380.0,10646828000.0,5750436400.0,392156740.0,1933347500.0,8221359600.0,,,62348296.0,,1955284800000.0,,8237279000.0,0.0,3827395600.0,3656634600.0,110779144.0,13336313000.0,3031551200.0,389499300.0,,3319255600.0,75301200000.0,118705330.0,98960630000.0,4549412000.0,266401890.0,11020859000.0,38096620.0,292785800.0,1013076350.0,2350507800.0,1335283100.0,487453860.0,5499122000.0,74211830.0,21682350.0,264159150.0,83680350.0,5918810000.0,99442536.0,,45707024.0,231386190.0,1022931200.0,10442046000.0,11212553000.0,586851840.0,373300350.0,4944911400.0,1261563500.0,814831400000.0,,498012.6,5269486600.0,,3612845000.0,416281180.0,1152568400.0
2016,194214500.0,2546655000.0,196362260.0,,4922476500.0,666530700.0,29024274000.0,3634059300.0,2109589900.0,83868900.0,5172289000.0,86326150.0,177878100.0,3667487500.0,939564350.0,1584739000.0,193629060.0,889669760.0,25299376.0,590501400.0,24048912000.0,444647600.0,590692600.0,32886536.0,21371820000.0,5337509000.0,5368121000.0,210640260000.0,689861440.0,471753020.0,507025760.0,567097340.0,8930847000.0,11793941.0,0.0,336978100.0,3164392400.0,47734960000.0,,4101104000.0,549162300.0,12097302000.0,2664619300.0,4018420000.0,16481020000.0,722284540.0,762053400.0,4004287500.0,58262660.0,52354380000.0,241816350.0,62474780000.0,429731620.0,156030780.0,326481700.0,,19081622.0,158196820.0,5609273300.0,387533630.0,61964600.0,438506100.0,1037650500.0,11457282.0,1628403600.0,7958892500.0,64884244000.0,1164449800.0,6290746400.0,6076428300.0,0.0,20315930000.0,29287231000.0,160611200.0,2082057900.0,38841380000.0,1756385900.0,1044940900.0,288753340.0,462524640.0,38204260000.0,7491161000.0,,2126281500.0,38756656.0,,1549557100.0,48870620.0,936404350.0,275750500.0,570509100.0,3825918000.0,55225196.0,69183720.0,8035569700.0,136845330.0,415385440.0,69235740.0,3650545700.0,79700780.0,100975950.0,175860780.0,174988110.0,23525330.0,56007840.0,4303883300.0,463926620.0,193707600.0,1990225900.0,99588216.0,11192507000.0,5968127500.0,416624320.0,2132851100.0,8565496300.0,,,64787604.0,,1957268300000.0,,8519122000.0,0.0,3000029200.0,3764708900.0,93065460.0,12597615000.0,3632582400.0,361967580.0,,3502119200.0,80726070000.0,125994936.0,70807160000.0,4767567400.0,375868600.0,11717620000.0,46741492.0,290910340.0,1147621600.0,685880800.0,1369440400.0,548171840.0,5571720000.0,86959180.0,26540244.0,374080700.0,97113630.0,6232582000.0,100154910.0,,32906112.0,250879620.0,1089196200.0,12242602000.0,11019817000.0,642213700.0,387572700.0,4964674600.0,1292519800.0,812331040000.0,,266764.6,5702820000.0,,3519786500.0,339285820.0,1113050500.0
2017,190962940.0,2203362600.0,203781380.0,,5336911000.0,682258900.0,28972362000.0,3815750700.0,2214321000.0,72268040.0,5175570000.0,122056160.0,220913470.0,3573398000.0,974144100.0,1591280300.0,186482180.0,841687040.0,26559472.0,637124900.0,25616548000.0,387684320.0,551985860.0,32044800.0,25816383000.0,5369259500.0,5629543400.0,223594950000.0,564617100.0,486882720.0,400618460.0,414230620.0,9530239000.0,10601501.0,0.0,399784770.0,3160401400.0,49104118000.0,,4183822800.0,609102460.0,11456742000.0,2600225000.0,3390754000.0,18239590000.0,743427140.0,794967700.0,3935710000.0,76876450.0,53226316000.0,307493220.0,62588924000.0,436197120.0,178309460.0,342178460.0,,22462734.0,152107950.0,5604794400.0,339176260.0,69944344.0,479892480.0,1102440700.0,10725194.0,2055757800.0,9175218000.0,69454960000.0,1170368000.0,7077928400.0,7547245600.0,0.0,21182392000.0,30128775000.0,168813100.0,2208999700.0,38584440000.0,1686444900.0,1072369300.0,289391500.0,537921000.0,38907036000.0,7726248000.0,,1908877600.0,31245278.0,,1613512300.0,53462244.0,1137212900.0,366502300.0,647825100.0,3938459000.0,54083416.0,70160216.0,7280672300.0,129453600.0,513141920.0,72471176.0,3464454700.0,81728696.0,99967390.0,180259840.0,182641650.0,22693170.0,69265770.0,3616564200.0,421762080.0,224695150.0,1903497200.0,102292050.0,11437132000.0,6586771500.0,479367070.0,2284625400.0,7226880000.0,,,69375530.0,,1980404300000.0,,9337930000.0,0.0,2961490000.0,4473502700.0,91735950.0,12882246000.0,3022441200.0,351162850.0,,4751867000.0,65414060000.0,131639250.0,78949876000.0,6188826600.0,368060300.0,12029574000.0,42437324.0,303464670.0,1108049400.0,295649600.0,1393435300.0,561885700.0,5571452000.0,80166140.0,26819318.0,266163630.0,104658760.0,6567047700.0,92894530.0,,31767238.0,233658270.0,1011153860.0,13140213000.0,11166234000.0,645051300.0,423549980.0,4793451000.0,1365371900.0,803961240000.0,,2040971.8,5685878300.0,,3469297400.0,330296900.0,1048905000.0
2018,208563900.0,1816612400.0,220587520.0,,4748767700.0,770107650.0,28280615000.0,3839027000.0,2329752300.0,78781460.0,5288627700.0,89547280.0,329644450.0,3934396000.0,1202654000.0,1553600000.0,193356100.0,1040668700.0,26815626.0,651913000.0,27316349000.0,385890000.0,501824200.0,33103736.0,25697176000.0,5407350300.0,5617470000.0,236692290000.0,645290750.0,482333280.0,344813120.0,304556960.0,9366270000.0,11403971.0,0.0,472180400.0,3726774300.0,50459206000.0,,4786175000.0,682607900.0,10987573000.0,2697812500.0,3331599600.0,18944553000.0,781749300.0,801760300.0,4050117600.0,80595950.0,53529596000.0,271381120.0,63059997000.0,447951650.0,202394880.0,335715300.0,14375422.0,23602728.0,156351870.0,5990866000.0,332216670.0,72136820.0,456215260.0,1076918300.0,14582088.0,1861211100.0,8066787300.0,71900840000.0,1195990900.0,6289301000.0,6411497500.0,0.0,21444696000.0,30429850000.0,238364030.0,2134292000.0,40526730000.0,1813991600.0,1100269400.0,298377200.0,621485900.0,40880226000.0,8108522500.0,,2046096300.0,25088248.0,,1479151100.0,49461176.0,1369255600.0,377280260.0,883067600.0,3965969700.0,57731900.0,75895190.0,8142720000.0,143748700.0,506902600.0,70894010.0,2356676000.0,86806650.0,95543944.0,249443780.0,195050610.0,21986086.0,75910490.0,3299960000.0,403807330.0,236927140.0,2245666000.0,96797770.0,12401872000.0,6939502600.0,470334900.0,2495100700.0,7966907000.0,,,72191220.0,,2038928800000.0,,10443605000.0,0.0,2917346800.0,4751673300.0,89530160.0,14591355000.0,3395186000.0,382658940.0,,5284960000.0,62949405000.0,140848740.0,81666240000.0,3152957700.0,437227420.0,12135238000.0,29663756.0,338978300.0,1333925100.0,415261570.0,1596225300.0,586717250.0,5755351600.0,83653610.0,25495272.0,279182500.0,115867064.0,6716521500.0,97865300.0,,25156778.0,190170430.0,1015216100.0,16678568000.0,10925289000.0,678653400.0,501910270.0,5782800000.0,1484161400.0,828158300000.0,1749977900.0,2449923.5,6124378600.0,,3324297700.0,379275140.0,1170665000.0
2019,249952510.0,1659925200.0,248150460.0,,4320495600.0,959368400.0,29047300000.0,3925779700.0,2518066000.0,106402000.0,5406972400.0,71792110.0,420425630.0,4492261000.0,2761258500.0,1568388400.0,194824600.0,985582700.0,28008346.0,629984600.0,26138501000.0,454180300.0,531740770.0,45418360.0,25427454000.0,5805930500.0,5614835700.0,248223320000.0,606612350.0,487608480.0,401586620.0,322453440.0,10069409000.0,10795923.0,0.0,511115260.0,4106055200.0,55350653000.0,,4938604500.0,717543700.0,11853729000.0,2475985200.0,3458706000.0,19128265000.0,834762600.0,760299700.0,4092242000.0,79359460.0,54872764000.0,285305570.0,65679550000.0,441811550.0,230273810.0,312564450.0,17579264.0,26432366.0,161431620.0,5890722000.0,398465280.0,77171176.0,490899800.0,1168351700.0,19934816.0,2626590200.0,8465893400.0,76976830000.0,1255491500.0,5262207500.0,7770830000.0,0.0,21572608000.0,29597905000.0,301294500.0,2198621700.0,41679460000.0,2366517500.0,1055989400.0,303316930.0,670114400.0,44173468000.0,8299949000.0,,1804393200.0,19269360.0,,1495710600.0,45035544.0,1460609000.0,420093600.0,883215400.0,4049107200.0,65462624.0,81916020.0,8950133000.0,183766480.0,536573920.0,88266960.0,2279559400.0,89488936.0,102262130.0,268141360.0,198227600.0,21337226.0,101752340.0,3187428900.0,385501630.0,276258700.0,2060076700.0,90063020.0,13754461000.0,7342408000.0,455402900.0,3036923000.0,6865090600.0,,,76887790.0,,2124480200000.0,,10316462000.0,0.0,3011844400.0,4737353700.0,99912020.0,14837063000.0,3626142000.0,387296130.0,,5785154000.0,65770955000.0,148220270.0,73071800000.0,2851784200.0,419721950.0,11995465000.0,24213796.0,364695680.0,1518984200.0,255347180.0,2279802400.0,658500300.0,6264047000.0,80285880.0,25469592.0,275570800.0,198295580.0,6883754500.0,96102430.0,,41590220.0,195705060.0,1248462700.0,17729792000.0,11652206000.0,685985400.0,769092300.0,6700552000.0,1432937300.0,875217350000.0,,18919992.0,,,3302594300.0,331410270.0,1071774900.0
2020,289178560.0,1453030300.0,240563870.0,,4028653300.0,931973060.0,30467030000.0,4377319000.0,2957204700.0,82057060.0,5887565000.0,72161576.0,433007800.0,4567971000.0,1382765400.0,1447974500.0,195806600.0,1042735740.0,29807318.0,536204400.0,25021942000.0,474133120.0,537969000.0,47695340.0,26296460000.0,6305306000.0,6212439000.0,259923330000.0,658925440.0,435387100.0,415356260.0,309467140.0,10393788000.0,12221819.0,0.0,526821400.0,4503017000.0,58975736000.0,,5251975700.0,730885250.0,11577302000.0,2495312000.0,3732639700.0,19114460000.0,928380800.0,1066615740.0,4265115600.0,73969450.0,56796262000.0,272929180.0,66722820000.0,426922530.0,235136200.0,309674340.0,17470246.0,27480002.0,165313980.0,6283634000.0,399959500.0,87207940.0,415085300.0,1140696800.0,22699578.0,3403606500.0,9855968000.0,77443736000.0,1272400000.0,5473190000.0,5772732400.0,0.0,22472534000.0,36337308000.0,270817760.0,2216985600.0,41322156000.0,2002149100.0,1044654500.0,319836480.0,683371700.0,46497710000.0,7727820000.0,,743839000.0,16476152.0,,1392874100.0,42116844.0,1521586200.0,455778660.0,928343700.0,5190109000.0,65029480.0,93995810.0,11694480000.0,187784210.0,655087000.0,92606360.0,3220027600.0,98794300.0,105848510.0,394550240.0,244745470.0,19790416.0,110164090.0,3382785000.0,382763170.0,253703310.0,2651996000.0,93856090.0,14546001000.0,7438902000.0,467801630.0,3126455300.0,6413997000.0,,,90579700.0,,2200364400000.0,,10148231000.0,0.0,2978522400.0,4879391000.0,101661810.0,16980051000.0,3528144600.0,407053700.0,,6188203000.0,67316154000.0,171201250.0,69768820000.0,1655871200.0,389387420.0,11447632000.0,30838614.0,396868300.0,1599288200.0,136113900.0,2494859300.0,641221700.0,6518998500.0,78181000.0,27538298.0,356380770.0,184037740.0,7133306400.0,89734120.0,,46264760.0,191804080.0,1307332600.0,15070379000.0,12165809000.0,728484600.0,1135429400.0,7436048400.0,1469519700.0,916416600000.0,,11642119.0,,,3430004000.0,294395600.0,1415318300.0
2021,294324770.0,1238132900.0,254789630.0,,3968296700.0,881292160.0,32539918000.0,4486550500.0,3349060000.0,79151896.0,6500073000.0,92747510.0,482525340.0,4524913000.0,1470391600.0,1490731500.0,231782540.0,1094961300.0,29625332.0,559210750.0,23698823000.0,471589820.0,523115550.0,55197680.0,26131558000.0,5839829500.0,5642646500.0,266692280000.0,640812900.0,462546050.0,347434460.0,307681200.0,10846352000.0,11497935.0,0.0,555529900.0,4902800400.0,58457700000.0,,5349859300.0,708661760.0,10794201000.0,2547525000.0,4037073700.0,20036930000.0,891326800.0,2229420000.0,3984154400.0,68084690.0,59214475000.0,307639260.0,67749780000.0,423583360.0,274686560.0,332124540.0,17457996.0,27523066.0,159924660.0,8601920000.0,378728670.0,83084210.0,477823550.0,1486073700.0,33998250.0,2776015600.0,8925767000.0,76952860000.0,1327510300.0,6651959000.0,5559266000.0,0.0,23163270000.0,37829304000.0,247083330.0,2316121000.0,44420910000.0,1988677200.0,1073953300.0,319730340.0,671621760.0,48523070000.0,9524801000.0,,290932480.0,35208090.0,,1430486400.0,34183704.0,1559348500.0,406407420.0,961033100.0,5341867500.0,72091670.0,101018830.0,11265111000.0,232318960.0,667891460.0,89637880.0,3785876000.0,102197390.0,101531890.0,374292220.0,261668210.0,21516830.0,99814700.0,3543167500.0,360253860.0,200034130.0,4147421000.0,88756540.0,15022002000.0,7656294400.0,461875100.0,2853702000.0,5984929000.0,,,85163460.0,,2222600500000.0,,10581192000.0,0.0,3152268300.0,5505442300.0,90573810.0,17836409000.0,3989582000.0,391558660.0,12541070000.0,6053265000.0,68649760000.0,201094220.0,66265125000.0,976878140.0,513482180.0,12249487000.0,38726240.0,392133900.0,2084128600.0,203704080.0,2351345200.0,814876300.0,7185630700.0,72919784.0,46644416.0,354903840.0,206436580.0,7020675600.0,105841800.0,,45503612.0,229084320.0,1312372900.0,15333865000.0,13146228000.0,786381400.0,1155104300.0,6882836000.0,1616071700.0,906594200000.0,,2201656.5,,,3089238800.0,270266560.0,2590767400.0
2022,,1240299000.0,267458530.0,,4459458000.0,901657500.0,32764336000.0,4000963300.0,3254646300.0,102121730.0,7364111400.0,116184250.0,582739460.0,4008109300.0,1615356800.0,1599261600.0,201058930.0,1241742800.0,29025634.0,439431400.0,22215248000.0,448625280.0,499269820.0,44472370.0,25597985000.0,6111754000.0,5206785500.0,278474420000.0,651755100.0,460009440.0,389896480.0,285100480.0,10622124000.0,10949160.0,0.0,566365100.0,4668039000.0,61110137000.0,,5801169000.0,793273660.0,10441085000.0,2643788300.0,3898540300.0,21595621000.0,917518460.0,2210180900.0,4852773000.0,68313890.0,58904310000.0,295863140.0,68878280000.0,458609440.0,244226780.0,485575360.0,16366364.0,27037826.0,165258750.0,9294466000.0,463908600.0,90252540.0,487774850.0,1421562900.0,14458331.0,4020709000.0,10235708000.0,80348496000.0,1271315500.0,6995997700.0,5249067000.0,0.0,22207220000.0,37638820000.0,233725390.0,2383246000.0,41782518000.0,1349611100.0,1048726460.0,374197380.0,628533300.0,47504826000.0,8516195300.0,,246464750.0,57467108.0,1254746100.0,1023204400.0,32721504.0,1943968000.0,543372200.0,958114500.0,5308917000.0,61693520.0,100028904.0,12008706000.0,247449710.0,610744600.0,85301060.0,3661849900.0,109596490.0,89799384.0,446358200.0,240664860.0,18737174.0,124692930.0,3638658800.0,343597120.0,258571260.0,2574950000.0,89544890.0,14540678000.0,8348207000.0,462984030.0,2891155700.0,5838473700.0,,,115992680.0,,2294524100000.0,,9877284000.0,0.0,3052586800.0,5524296000.0,133408570.0,18057220000.0,3821499600.0,366331740.0,15878712000.0,5871916000.0,88877370000.0,188912200.0,72570360000.0,,458592700.0,12900733000.0,39480856.0,477042600.0,1680606700.0,532846850.0,2368019700.0,855531650.0,7962977000.0,77432330.0,24567178.0,378061100.0,364090300.0,6149164500.0,215617920.0,,48042140.0,227354930.0,1253638800.0,16429033000.0,14901377000.0,874932160.0,966101200.0,41205166000.0,1459419000.0,896121200000.0,,5078304.0,,,3059307300.0,309215040.0,2302462200.0
2023,,1247846300.0,397617600.0,,4882353000.0,1326245800.0,32387990000.0,4452228000.0,3561670700.0,145168020.0,7629396500.0,149035300.0,827153000.0,3782793000.0,1989703600.0,1622393700.0,197332510.0,1579331100.0,30566588.0,588816400.0,21788291000.0,448911500.0,485567870.0,62527024.0,27227652000.0,6289176000.0,5470078500.0,296821400000.0,682177150.0,456569100.0,794244540.0,284994400.0,10779238000.0,14353938.0,0.0,558878300.0,5056277500.0,67285197000.0,,8132606500.0,946425800.0,18263968000.0,2692000000.0,3167150000.0,23821203000.0,1235949700.0,1409020200.0,5928021000.0,73348296.0,59491963000.0,265385810.0,75303390000.0,508401440.0,285375940.0,504667170.0,13950935.0,25292392.0,162192400.0,7014878700.0,437645000.0,109674870.0,522960860.0,1439060400.0,11786378.0,4355478000.0,11258798000.0,82293330000.0,1269225300.0,7390861300.0,5518874600.0,0.0,27498527000.0,36933180000.0,230360210.0,2450239000.0,48189110000.0,1164302600.0,1053795500.0,483868670.0,667985700.0,47801864000.0,7755031600.0,,286217300.0,62518000.0,1573682700.0,1165824600.0,34446236.0,2162912000.0,662492500.0,1253796400.0,5184928300.0,94362904.0,101866160.0,11825910000.0,266629700.0,785265000.0,112636720.0,3140224500.0,114260530.0,111467040.0,404399200.0,277161500.0,19936716.0,149582340.0,3925419300.0,339405120.0,331917300.0,3101259500.0,98592936.0,16624820000.0,8797763000.0,436462900.0,3029024800.0,5851755500.0,,,133185470.0,,2447444300000.0,,8626158000.0,0.0,3308611800.0,5142605000.0,97049256.0,26342765000.0,4236152800.0,397579500.0,,5628033500.0,109203630000.0,179433010.0,77765340000.0,,448993730.0,14181464000.0,37826350.0,454766660.0,1796879400.0,1076166100.0,2441649000.0,912917440.0,8754873000.0,70513370.0,33226262.0,372751870.0,276349100.0,5745692000.0,285063460.0,,55111000.0,243294640.0,1208204200.0,19577831000.0,16344565000.0,946249860.0,976661000.0,64908020000.0,1511449700.0,916014700000.0,,3917057.2,,,2876466200.0,377172060.0,870433540.0
2024,,914142460.0,481503230.0,,3912759000.0,1416451500.0,33005840000.0,5096608300.0,3699402500.0,160439790.0,8196946400.0,151023790.0,1002345500.0,3934759700.0,2265106000.0,1364854100.0,211094720.0,1725372900.0,29171552.0,628674370.0,21692955000.0,554160200.0,555806100.0,67993430.0,29065923000.0,6483709400.0,5521433600.0,317561040000.0,634081660.0,512173900.0,934635970.0,174996160.0,12246467000.0,16518501.0,0.0,584725000.0,6676023000.0,86301290000.0,,9781648000.0,1004343500.0,20423217000.0,2648401000.0,2661259000.0,23926442000.0,1392657900.0,1119099400.0,6893947000.0,74417450.0,63134970000.0,312479940.0,77389955000.0,632347260.0,279168830.0,505443300.0,14206088.0,,108755096.0,7785630700.0,397405470.0,195525310.0,560091500.0,1565006200.0,14671761.0,4718443500.0,11214169000.0,83623140000.0,1307202600.0,6645968400.0,5759123000.0,0.0,45267124000.0,37444047000.0,251709940.0,2507179800.0,58399280000.0,1145025900.0,1129806200.0,447000930.0,709257860.0,48473500000.0,7555304400.0,,453008480.0,31415994.0,,1075795800.0,33807130.0,2602061300.0,849405100.0,1404771300.0,5318166000.0,103158560.0,115410936.0,16451907000.0,341794850.0,906371500.0,106282456.0,5224112600.0,143876510.0,166096690.0,435359040.0,276730800.0,22732282.0,136437860.0,4216596700.0,344375740.0,404124380.0,1989328600.0,100899180.0,22439234000.0,10285499000.0,409018980.0,2958919200.0,5911434000.0,,,161989470.0,,2676513800000.0,,8183351000.0,0.0,2510271200.0,6097427000.0,94021656.0,34488350000.0,4522614000.0,413375460.0,,8065754600.0,150534000000.0,190559310.0,78953630000.0,,507195170.0,14601646000.0,27487138.0,420799360.0,2219735000.0,919058200.0,2768693000.0,931913700.0,11718547000.0,75512620.0,27151796.0,531294300.0,189898930.0,5570350600.0,234448640.0,,44938756.0,231653230.0,1229925900.0,21884408000.0,16634733000.0,966209660.0,1089736100.0,66784436000.0,1714874900.0,968381600000.0,,,,,2694124000.0,402897250.0,1319906700.0
