Date,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BIH,BLR,BLZ,BOL,BRA,BRN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,CPV,CRI,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FJI,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GTM,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,OWID_CZS,OWID_GDR,OWID_KOS,OWID_USS,OWID_WRL,OWID_YAR,PAK,PAN,PER,PHL,PNG,POL,PRT,PRY,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLE,SLV,SRB,SSD,SVK,SVN,SWE,SWZ,SYC,TCD,TGO,THA,TJK,TKM,TLS,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VEN,VNM,YEM,ZAF,ZMB,ZWE
1987,,,,,9148032000.0,,13871897000.0,4077763800.0,,57615000.0,9316046000.0,61824390.0,69513070.0,735275900.0,,279047200.0,,,,287524600.0,11976696000.0,234653760.0,147777180.0,,19591526000.0,7629943000.0,2933105000.0,,203633550.0,246798560.0,27555498.0,186408030.0,1650125600.0,11233255.0,0.0,436785020.0,,66118610000.0,91290080.0,4536098300.0,177407040.0,736832900.0,5608182000.0,4647763000.0,18719070000.0,,945944400.0,2533287700.0,49657456.0,55492157000.0,,72554045000.0,,41809740.0,,1666535.2,6330413.5,,6214144000.0,659994900.0,23821222.0,294924030.0,,,3638233900.0,2408296000.0,19860970000.0,902460300.0,3192693500.0,,,15510699000.0,30912180000.0,77684720.0,1369600400.0,30479526000.0,,1256474900.0,,2069043.6,13570665000.0,3608246300.0,,276176130.0,,,594047800.0,11013277.0,,145984600.0,,1711281900.0,,80648810.0,3073504000.0,,57670776.0,46002428.0,232947000.0,,,106265620.0,60267810.0,8000299.5,26149240.0,1834751000.0,,15527086.0,690237000.0,,14457601000.0,4413387000.0,72563256.0,2426309000.0,2163118000.0,10805850000.0,11730549000.0,,,,,3789959200.0,194775540.0,6772716000.0,1871461100.0,108611460.0,8965621000.0,2338815200.0,246471140.0,2576364000.0,9412500000.0,,50740780.0,28550273000.0,2580053500.0,120416480.0,3208575000.0,6584629.5,701502340.0,,,,,6017336300.0,13035100.0,19677552.0,61625268.0,74893976.0,3569877500.0,,,,,275305120.0,5622390000.0,9696040000.0,246484030.0,194721980.0,,1051113300.0,814913160000.0,,640960.4,866056000.0,,4503242000.0,382574820.0,447315840.0
1988,,246014560.0,,,9144355000.0,,13379670000.0,3855121000.0,,69715170.0,8926030000.0,61441810.0,74515080.0,808202400.0,,323877980.0,,,,254844130.0,14926949000.0,378398340.0,188625150.0,,19899032000.0,7970996000.0,2447635200.0,,196911800.0,227630560.0,203600050.0,,1898981900.0,10973413.0,0.0,500588600.0,,65588867000.0,82179290.0,4626900000.0,156294020.0,729142850.0,5999086600.0,3660605400.0,18925347000.0,,1139610100.0,2673560800.0,50161140.0,55463875000.0,,69983810000.0,,22001392.0,,2196491.0,,,6570885000.0,737469630.0,18112820.0,304136130.0,,8431806.0,4205772500.0,2301210600.0,20336228000.0,897628700.0,2951363800.0,,0.0,15621334000.0,32837757000.0,87671300.0,1290511100.0,32017440000.0,,1212595000.0,,3120088.8,14416662000.0,4539318300.0,,209754820.0,,,410935400.0,10330088.0,,166534100.0,,1846791800.0,,75091320.0,2857461500.0,,56914010.0,42201324.0,241816420.0,,,97576136.0,59574924.0,9824003.0,21099740.0,1192145000.0,,,678357600.0,,14401565000.0,4206327000.0,74964530.0,2134630400.0,2147513300.0,11064285000.0,12151562000.0,,282701370000.0,1749513700000.0,10015532000.0,3922480400.0,192395680.0,3420243200.0,2407167200.0,107446340.0,9269622000.0,2597124600.0,306817180.0,2796395300.0,10254732000.0,,48104788.0,26130254000.0,2817165600.0,128153336.0,3460611000.0,9203662.0,592610500.0,,,,,6113133600.0,12626167.0,19931718.0,120202104.0,73782730.0,3599294000.0,,,,,318516640.0,4952233000.0,10791144000.0,224252620.0,194571950.0,,1196037200.0,797866000000.0,,708852.9,1403447800.0,,5285766700.0,285172500.0,468734500.0
1989,,315717760.0,348514560.0,,7433086000.0,,13266951000.0,3814960400.0,,78073650.0,8787702000.0,50931972.0,93699220.0,884272800.0,5108733400.0,335501920.0,,,8210878.5,277344960.0,15709225000.0,377688480.0,204265860.0,,19798399000.0,8126318600.0,2253755600.0,20219350000.0,211276290.0,235883620.0,63884010.0,,1935616500.0,,0.0,513842050.0,,65409495000.0,80898280.0,4512615400.0,130410740.0,712688450.0,5689368000.0,2950976500.0,18823903000.0,,1343494000.0,2666166300.0,57745064.0,56143766000.0,,70599940000.0,,23306620.0,,2889037.5,8077884.5,,6161015300.0,736215940.0,14189559.0,289448450.0,,8465147.0,3332403200.0,2359104000.0,21429189000.0,887175900.0,2182828300.0,,0.0,12347346000.0,33096915000.0,106211030.0,1026556000.0,33403260000.0,,1125349900.0,,5724276.5,15332055000.0,5634985000.0,,,,,317029280.0,13850453.0,,152472830.0,,1997025000.0,,72156024.0,3028598300.0,,58550948.0,41960596.0,429661400.0,,,122414590.0,52654776.0,13355694.0,22836446.0,1428580000.0,,,460804700.0,,14537754000.0,4317990000.0,81621310.0,2206840800.0,2156080000.0,16341110000.0,12437846000.0,,262132330000.0,1728656800000.0,9631319000.0,3934082000.0,190134450.0,2369270800.0,2265306400.0,116775980.0,7531570000.0,2725934600.0,256343170.0,2337620000.0,10920549000.0,,56740324.0,24691890000.0,,129267000.0,3832751000.0,16818432.0,599669760.0,,,,,6340084000.0,13561213.0,22081880.0,96832430.0,77422010.0,3722244900.0,,,,,328775600.0,5730003500.0,11835352000.0,217077420.0,175852350.0,,1315678600.0,791125500000.0,,1000475.9,1852846500.0,,5213533000.0,412142620.0,489343580.0
1990,,274866100.0,358163550.0,,5047873000.0,,13332335000.0,3857739000.0,,82283540.0,8621460000.0,49458116.0,101605640.0,878977400.0,4126606800.0,364843460.0,,,8723332.0,376216100.0,13095847000.0,426826020.0,257354910.0,,19779774000.0,8618508000.0,2130197000.0,21980310000.0,201825260.0,244834510.0,45176270.0,,2024043800.0,,0.0,764689700.0,,68933080000.0,77894590.0,4516071400.0,104094840.0,761337860.0,5971983000.0,2906068500.0,19094266000.0,,1283428900.0,2713834800.0,55958824.0,55895433000.0,,70700530000.0,,25044594.0,,3405080.8,,,6228926500.0,723986200.0,7490819.5,234708110.0,,8186206.0,2883150800.0,2608458800.0,21108193000.0,1007009100.0,1938062300.0,,0.0,13039642000.0,31833740000.0,102724290.0,859403140.0,35038675000.0,,1147337500.0,,13308967.0,15893158000.0,21741443000.0,,667819400.0,,,431550720.0,13081681.0,,158720910.0,,1961152600.0,,75462640.0,2868587000.0,,56218536.0,36882030.0,510904350.0,,137938480.0,111124360.0,49547604.0,16646467.0,21552378.0,1534324200.0,236451780.0,,760963460.0,115748780.0,14128701000.0,4352852000.0,85038050.0,2298250500.0,2422270700.0,14255246000.0,,,221760290000.0,1660735200000.0,,4152058600.0,135355310.0,1983696900.0,2250358000.0,157140600.0,7823599600.0,2802365200.0,248674480.0,2115265900.0,4809900500.0,,129996990.0,31030114000.0,3262644200.0,130518750.0,4398451000.0,17372128.0,509554620.0,,,,,6384127000.0,19269850.0,22872542.0,50673204.0,79301200.0,3995134000.0,,,,,302329120.0,6923834400.0,12486812000.0,179929570.0,177922530.0,,1284982800.0,758217300000.0,,593449.44,2208475400.0,5945417700.0,4695363000.0,362902180.0,491949800.0
1991,,164470400.0,253220530.0,,5065120000.0,,13559752000.0,3875260400.0,,84286936.0,8499558400.0,,84798470.0,895304400.0,2233957600.0,398283040.0,,,8592238.0,366391800.0,10606286000.0,425117540.0,275851650.0,36374700.0,18267628000.0,8320488400.0,2016089100.0,23363050000.0,205937280.0,250191950.0,41534976.0,,2003999400.0,,0.0,750640640.0,,63793746000.0,75705340.0,4597767000.0,74717250.0,779420000.0,5658672000.0,2924775400.0,18350924000.0,,637245060.0,2833702000.0,55681456.0,56259440000.0,,71517180000.0,,35882620.0,181383580.0,4006738.8,,,5907674600.0,550087740.0,5903491.0,159957730.0,,8506498.0,2165500400.0,2652896500.0,19709043000.0,1055011600.0,1747353300.0,,0.0,17714921000.0,32282510000.0,94724600.0,1095358600.0,35923825000.0,,893099500.0,,31025818.0,16326952000.0,28334060000.0,,635964300.0,,,589178200.0,10952038.0,,175251040.0,,2059582300.0,,78070810.0,3024334600.0,,,37610070.0,443426240.0,,93781480.0,104451430.0,46805948.0,18725728.0,19168334.0,2088687700.0,205097340.0,,729567800.0,95922770.0,13734964000.0,4221157000.0,87201480.0,2166122000.0,2006897300.0,9350638000.0,,,,,,4444763000.0,143733630.0,1437278000.0,2047043000.0,112196056.0,5508823600.0,2888621000.0,379794620.0,2294337300.0,4988891000.0,,179902850.0,29591624000.0,2615701800.0,128101740.0,4550306300.0,31276146.0,461750850.0,,,,,5931283500.0,21246542.0,24805602.0,,74038540.0,4423467500.0,,,,,309083650.0,7117496300.0,12848544000.0,194911310.0,173276430.0,,897997600.0,669786600000.0,,714286.7,1570737800.0,5569521000.0,3857013500.0,242572540.0,511630700.0
1992,,143863170.0,193611950.0,,4796196000.0,207751890.0,13955291000.0,3762573600.0,390984960.0,86628510.0,6979058700.0,,83061790.0,1030307000.0,1688067600.0,423151100.0,,278230200.0,9382648.0,350711400.0,8350009000.0,405887170.0,256040700.0,37019990.0,18065897000.0,8079233500.0,2042023800.0,28412450000.0,201618930.0,242160980.0,79257880.0,212801820.0,2288578300.0,5551627.5,0.0,1027420160.0,,60671400000.0,77234250.0,4513127000.0,134334430.0,1304232200.0,5426876400.0,2866319000.0,17901710000.0,66916940.0,376749540.0,2885447200.0,50840590.0,54489424000.0,,66799133000.0,,38964096.0,144397820.0,3266352.8,,,6139378000.0,662329860.0,9296642.0,,2278346500.0,8148549.0,2092020500.0,2856342300.0,18836113000.0,1043845700.0,1516480100.0,,0.0,13372462000.0,31354698000.0,149821300.0,892603260.0,36463624000.0,,667910400.0,92552280.0,69392750.0,17331014000.0,14361042000.0,206814880.0,1133028400.0,,,660144960.0,10485525.0,,182932400.0,,2043225300.0,,46088864.0,3356927000.0,,,44819084.0,513700740.0,,41372284.0,104852870.0,45060036.0,19370588.0,21197952.0,2075274000.0,149947760.0,,627644160.0,64259880.0,13656983000.0,4574497300.0,90592056.0,2026774700.0,2403516200.0,9485197000.0,,,,1388099700000.0,,4726011000.0,141517420.0,1731832700.0,2066497300.0,121300860.0,5337460700.0,2966164700.0,320267300.0,,3902572500.0,47565800000.0,147751470.0,27812440000.0,2264690200.0,120061280.0,4837328400.0,36757976.0,400383600.0,,,,555350200.0,5834369500.0,26736484.0,28797730.0,50682612.0,73302720.0,4819630000.0,41062028.0,,,,310751420.0,7486493000.0,12989436000.0,194724420.0,114491110.0,,1091701500.0,705819700000.0,,660285.5,991315500.0,5470166500.0,3320424200.0,275680930.0,415656930.0
1993,,2303649800.0,177219700.0,,4525707300.0,76622600.0,14484186000.0,3798765800.0,411254340.0,85635976.0,6627392000.0,,75210376.0,1118885600.0,1275755900.0,412673760.0,,395346600.0,10711088.0,274549980.0,11472813000.0,358946850.0,268314510.0,33682870.0,18020483000.0,7173908000.0,2230378000.0,26127747000.0,200128740.0,244893820.0,243496690.0,189091740.0,2947794200.0,4770783.5,0.0,461585570.0,3642701800.0,54542406000.0,69667420.0,4525283000.0,192589440.0,1402351700.0,6124771300.0,2781997000.0,17443414000.0,90123384.0,416560320.0,2804388000.0,52009396.0,53885730000.0,,63747870000.0,,45570144.0,112764440.0,2294876.0,,,5992505300.0,606475650.0,10640222.0,138438580.0,2893439000.0,7005572.5,1801946500.0,2742193200.0,21274604000.0,1051854700.0,1775898500.0,,0.0,14705309000.0,31521900000.0,125874376.0,936520060.0,36316463000.0,506674780.0,558020800.0,52548140.0,99729176.0,18129754000.0,6948445700.0,204846670.0,944752300.0,,,707152260.0,9700499.0,216705020.0,166721500.0,114305490.0,2155703800.0,53234890.0,70438310.0,3582772700.0,,52402628.0,47614500.0,591273860.0,,39361010.0,113014810.0,43796270.0,18744212.0,21506582.0,2205270800.0,88509096.0,,848424260.0,54217690.0,12549738000.0,4262855400.0,94443470.0,1980672500.0,2255525600.0,,,,,1325224200000.0,,4701859300.0,170197580.0,1967126500.0,2238120700.0,137232240.0,5849516000.0,2871470000.0,293415170.0,,2355920600.0,41580900000.0,143000260.0,29476545000.0,2582153200.0,141161020.0,4991103500.0,29917030.0,305229470.0,,,1258619600.0,476547040.0,5765857000.0,30928206.0,18151970.0,65706420.0,80883480.0,4955765000.0,146391420.0,,,78999336.0,323369060.0,8277248000.0,14725313000.0,128227064.0,117019430.0,396897200.0,1053714370.0,668046700000.0,,823911.6,776859600.0,4734222300.0,3068542700.0,133801730.0,349051840.0
1994,,10008408000.0,169400210.0,,4842566700.0,,14646180000.0,3815464000.0,207778750.0,89668536.0,6591140000.0,,58894372.0,1254797000.0,1092851200.0,417126500.0,,397030660.0,13456178.0,337684770.0,13659063000.0,370709150.0,246856820.0,29602836.0,17758712000.0,7108848600.0,2362637000.0,25140054000.0,176036400.0,199759260.0,,,3079417000.0,5890254.0,0.0,485344320.0,3762799000.0,50866495000.0,66939720.0,4412048000.0,194238990.0,1706046100.0,5800131600.0,2917629700.0,17623433000.0,114656370.0,384017180.0,2758173400.0,51473210.0,54162956000.0,,61994000000.0,,49592116.0,115412070.0,2149767.2,4314830.0,7968300.0,6095739000.0,591445760.0,12772663.0,,3251668700.0,6216434.5,1784173300.0,3030759000.0,21369543000.0,1075735200.0,2191744500.0,,0.0,13961616000.0,30742598000.0,94947170.0,951442050.0,36304077000.0,324565440.0,464675000.0,70950820.0,219542260.0,18654222000.0,7371870000.0,207320270.0,1185149600.0,,,821390700.0,11373962.0,116889930.0,183889490.0,133561680.0,2213038300.0,47048276.0,59239050.0,4504019500.0,,56048196.0,51134396.0,628347200.0,,34235580.0,132543780.0,42071468.0,19549590.0,21016658.0,2389741600.0,69683736.0,32600766.0,595316160.0,55058760.0,12102404000.0,4482302500.0,93870800.0,2006204500.0,2396809200.0,,,,,1291566300000.0,,4566771700.0,178305100.0,2038611100.0,2344038700.0,167428540.0,5839760400.0,2793420800.0,271077660.0,,2809422600.0,39308190000.0,48901460.0,25442230000.0,1910463200.0,115383640.0,5158566000.0,28275006.0,259875580.0,,,1299103700.0,462876770.0,5670707700.0,32129348.0,15980819.0,51373996.0,57712240.0,5361302500.0,46435276.0,155911550.0,,85915630.0,334707330.0,8092556000.0,14547353000.0,119540400.0,144898430.0,1746786600.0,1001861000.0,633319060000.0,31041090.0,604343.2,1059408200.0,4856784400.0,3271689500.0,157334300.0,356233340.0
1995,,1079715200.0,157855410.0,,4746855000.0,189354110.0,14186982000.0,3781954300.0,171817870.0,74674136.0,6456538000.0,,60026116.0,1290817400.0,1075905000.0,432714560.0,,156660510.0,13332402.0,332958430.0,15357301000.0,354208640.0,224488860.0,27184484.0,16737953000.0,7192753000.0,2570250200.0,26111850000.0,,197857300.0,,,3595274800.0,9228074.0,0.0,435285380.0,3608482300.0,50029445000.0,61529310.0,4365098000.0,149178500.0,1652961400.0,8994224000.0,2871544300.0,17763322000.0,113608320.0,323930270.0,2481680400.0,49881276.0,51481686000.0,,58146500000.0,,50609410.0,,2493754.5,4563709.5,8660130.0,6226114000.0,570391600.0,12126146.0,,3458401300.0,6124542.5,1343788000.0,3189729000.0,22010070000.0,1084458000.0,2150016800.0,,0.0,12972102000.0,28077260000.0,86759176.0,684945200.0,36905300000.0,334960500.0,533504830.0,88842744.0,244575440.0,20392352000.0,8085078500.0,173613580.0,1214142200.0,,,1382521700.0,14136576.0,121694540.0,179501260.0,129427784.0,2038204200.0,59348988.0,54437884.0,3762711600.0,,60121828.0,51120268.0,668033150.0,,48286260.0,61605696.0,44981490.0,20247918.0,12987011.0,2540827100.0,76740210.0,27966156.0,685747200.0,55170764.0,11758820000.0,4047896600.0,92822310.0,2044789500.0,2414262300.0,,,,,1220729900000.0,,4645721600.0,168858600.0,2395554300.0,2608585700.0,122396020.0,5876272600.0,3000024000.0,316364400.0,,2739323400.0,25863250000.0,82470350.0,22427097000.0,1396222200.0,117643736.0,6179050500.0,27281848.0,241877540.0,,,2300707800.0,527916200.0,4937667600.0,32587014.0,14713704.0,38238000.0,54136652.0,5349875000.0,13373287.0,139015600.0,,,339987170.0,8313636000.0,13480486000.0,154984030.0,164082350.0,1877024900.0,1031037000.0,591579840000.0,25973712.0,580440.9,,3646918100.0,2910511900.0,132323610.0,327865500.0
1996,,808822600.0,141756400.0,,4212023600.0,163311470.0,14013228000.0,3746540300.0,151287300.0,86526910.0,6333722600.0,,58421084.0,1348097500.0,882727700.0,461371200.0,,120251620.0,12445960.0,326875260.0,14281464000.0,397010000.0,207214450.0,25171370.0,15370590000.0,6806223000.0,2591125500.0,27663256000.0,169091180.0,200891230.0,101852310.0,,5573017600.0,6426560.5,0.0,653253760.0,3579972600.0,49051260000.0,49240684.0,4378942000.0,181669150.0,1882067200.0,6377108000.0,2907756300.0,17202480000.0,110528550.0,376982880.0,2747608600.0,45726710.0,50257120000.0,,57590610000.0,144527920.0,42644730.0,,3447020.2,3790724.5,,6599099400.0,477408830.0,10932100.0,,3241304600.0,0.0,1263765600.0,3569003800.0,22409128000.0,1142418600.0,2370876200.0,,0.0,13207066000.0,30937760000.0,85831416.0,906512200.0,37576667000.0,361594080.0,623477950.0,84314330.0,225454100.0,20679084000.0,6875928600.0,132991210.0,1065361500.0,,,1291814500.0,12639761.0,135505180.0,185318960.0,100624776.0,2032759900.0,56623220.0,78755870.0,3994166300.0,181836420.0,56569636.0,54673424.0,713341760.0,,40802136.0,55912944.0,53818520.0,18925818.0,17244016.0,2443143700.0,81504540.0,25695232.0,581637440.0,49599856.0,11834315000.0,4103371000.0,92337790.0,2061460500.0,2280712000.0,,,,,1186060600000.0,,4644502000.0,174705680.0,2310262500.0,2734817300.0,157769150.0,6183812000.0,2894063000.0,294725540.0,,2662136800.0,24420905000.0,117244990.0,22390872000.0,989563800.0,115680900.0,6768821000.0,20069932.0,218721540.0,1382894300.0,,2286459600.0,541135700.0,4268316000.0,33414578.0,14122742.0,43619760.0,,5262057500.0,14387719.0,133803880.0,,,391048200.0,9304412000.0,13907156000.0,152741600.0,176183230.0,1809103000.0,1108411600.0,559401200000.0,34696030.0,419187.03,,3319997000.0,2529738800.0,88508824.0,343113100.0
1997,,1296324200.0,98975130.0,7556548000.0,4141561000.0,207658200.0,14264568000.0,3754957300.0,173877650.0,93372780.0,6254074400.0,,67615080.0,1434820700.0,824207040.0,450419070.0,,196811900.0,14512089.0,396330100.0,14183467000.0,461987970.0,239023520.0,,14164227000.0,6560374300.0,2765440300.0,29511610000.0,168968660.0,222062700.0,83851640.0,,3582957800.0,6424587.0,0.0,828331970.0,3385142500.0,47240660000.0,51997220.0,4435091000.0,244622020.0,2263676400.0,5812671000.0,2976346400.0,17034424000.0,147513520.0,693242100.0,2955113500.0,42893340.0,50438693000.0,,55545434000.0,90132730.0,42758144.0,112987600.0,3710897.0,3503213.0,,7032227300.0,409499360.0,,,3269986600.0,0.0,1554391900.0,4690770400.0,24806177000.0,1210019000.0,2644575700.0,,0.0,13228866000.0,32439933000.0,97991980.0,936258050.0,37895040000.0,338036800.0,592670850.0,93293496.0,213525900.0,21187953000.0,5238993400.0,121983610.0,892967040.0,,543743500.0,1146301700.0,20534400.0,222668670.0,200158050.0,97450260.0,2128951400.0,57681264.0,100411470.0,4002108400.0,143081000.0,65725600.0,53102956.0,593183200.0,,37234510.0,62057400.0,62500850.0,15702951.0,22240762.0,2296171000.0,100252640.0,28328746.0,625651800.0,48841332.0,11718150000.0,4035224000.0,97825860.0,2019746300.0,2360398000.0,,,,,1196499000000.0,,4447052000.0,201045630.0,1950654300.0,2442358300.0,167137310.0,6776393000.0,2952063200.0,242638580.0,,2984891100.0,26698654000.0,107910570.0,30407803000.0,778570430.0,115122470.0,7596267500.0,9532907.0,211931060.0,1534889600.0,,1839344900.0,519161440.0,5707057700.0,32390420.0,15346375.0,31557416.0,,5111452700.0,20620148.0,202544060.0,,,386241200.0,9697128000.0,13848727000.0,163004300.0,173886690.0,2242159400.0,1094807700.0,556507300000.0,40319990.0,687478.75,,4258309600.0,2325537800.0,88723880.0,369920600.0
1998,,399838430.0,93582960.0,8910415000.0,4175103000.0,204833440.0,14962876000.0,3765205800.0,198151060.0,100130290.0,6252343300.0,,66631410.0,1455288000.0,953069500.0,463284580.0,,184185120.0,,489853500.0,15245853000.0,416616350.0,292598750.0,,14654004000.0,6544985600.0,2876868600.0,32223030000.0,,251522640.0,25239316.0,,4279902000.0,7136891.0,0.0,739446400.0,3674382000.0,47403823000.0,51166820.0,4484036000.0,263627340.0,2394126300.0,4698880500.0,2996635400.0,17877062000.0,156170940.0,1482404000.0,3019587000.0,40757330.0,49098043000.0,,55726985000.0,87028584.0,53187116.0,123205810.0,3713081.2,5230245.5,,7662971000.0,428532320.0,,,2521098800.0,0.0,1388898200.0,3067139800.0,25881006000.0,1220280300.0,2646630400.0,,0.0,13035720000.0,33513079000.0,80876570.0,1014855300.0,37938147000.0,335628540.0,558231600.0,80639544.0,190443540.0,20448120000.0,4887847000.0,83147250.0,860654000.0,,613344450.0,1201845100.0,24332910.0,387288860.0,214765200.0,104988420.0,2154338600.0,37924084.0,97016270.0,4127423000.0,147058100.0,65057290.0,48746350.0,488873950.0,,38620816.0,73756390.0,44208040.0,14452351.0,17753262.0,1687591800.0,106409760.0,34876550.0,798659140.0,41996444.0,11678979000.0,4302552600.0,99274776.0,2022429600.0,2090478100.0,,,,,1183409100000.0,,4447014400.0,176207630.0,1937616800.0,2411921000.0,132625304.0,7037524500.0,2890970400.0,225748160.0,,2710969300.0,15877506000.0,118607260.0,35126112000.0,2117646200.0,122001870.0,8602349000.0,11831873.0,204123540.0,1405005000.0,,1438548700.0,518439520.0,5900536300.0,36041428.0,14486215.0,29644246.0,,4034180000.0,23609536.0,171734140.0,,,393919520.0,10160983000.0,12953994000.0,177648910.0,220523950.0,1812334700.0,1092051700.0,543941260000.0,,534231.7,,4089628400.0,2060575500.0,,
1999,,5109934000.0,108379440.0,9211861000.0,4302713000.0,220435600.0,15694872000.0,3842173700.0,258636380.0,104953096.0,6333810000.0,30661820.0,74291590.0,1508560600.0,1080727200.0,518531260.0,,184321500.0,,390935040.0,15618009000.0,372438140.0,278334270.0,,15286613000.0,6058161000.0,2976383500.0,39282540000.0,,271680300.0,91957590.0,,4554023000.0,7996793.5,0.0,457291680.0,3984139500.0,48362140000.0,51515856.0,4456657000.0,286110140.0,2526686200.0,1664099500.0,3006589200.0,19645587000.0,194187760.0,2352314400.0,2630721000.0,41750864.0,49511064000.0,,55429984000.0,67005052.0,60361344.0,162056740.0,3327763.5,,,8022680600.0,416409200.0,,,1966095200.0,0.0,1587371900.0,2330574300.0,30077520000.0,1262378000.0,2676896300.0,,0.0,12764929000.0,34824010000.0,77244510.0,1040262850.0,37740570000.0,280557020.0,543322430.0,84474170.0,197039040.0,19899595000.0,4749317600.0,36658036.0,1020995400.0,,473588640.0,1082462200.0,34524332.0,296212200.0,217867410.0,136460930.0,1523435800.0,30100030.0,90985940.0,4342576000.0,130507770.0,73467590.0,47165230.0,484192670.0,,39475824.0,88487020.0,58924570.0,15170665.0,17310104.0,2283153400.0,144096720.0,39817416.0,1351574800.0,43195240.0,12252583000.0,4324073500.0,107342264.0,2049898600.0,2114925600.0,,,,,1203676100000.0,,4490987000.0,186755150.0,1879079600.0,2381281000.0,102657370.0,6928945000.0,3041086200.0,202468290.0,,2446588400.0,17632272000.0,120637610.0,31263625000.0,3756724700.0,131653336.0,8763155000.0,17214734.0,210247970.0,1316887400.0,,1256817800.0,487675230.0,6158888400.0,37722420.0,14548280.0,43766012.0,,3584806000.0,19748912.0,185757700.0,,,389953630.0,11219242000.0,11820333000.0,176556340.0,252427620.0,1669515100.0,1121202600.0,545279800000.0,61612100.0,464101.84,,4433695000.0,1974594000.0,132180970.0,502171400.0
2000,,2367033000.0,119873090.0,12616734000.0,4098590700.0,223449010.0,15652040000.0,3934885000.0,274302600.0,90264730.0,6333364000.0,27653914.0,75678104.0,1575066900.0,1114067600.0,514588580.0,,204118240.0,10169194.0,389705180.0,16917616000.0,352490430.0,307991940.0,,15036230000.0,5967716000.0,3129550000.0,42518980000.0,,263877170.0,72399710.0,,4621992000.0,12885625.0,0.0,488076300.0,4113780200.0,47599153000.0,49082596.0,4311078000.0,383502900.0,2931889700.0,762605000.0,3214061600.0,20303512000.0,229022460.0,2121714600.0,2781323000.0,60056424.0,48951030000.0,178240670.0,56545997000.0,45710800.0,75502870.0,159117800.0,3497379.5,19501762.0,,8467469000.0,526790600.0,26020422.0,124076890.0,1393206900.0,0.0,1751773000.0,2397901600.0,31036357000.0,1295327500.0,2947164000.0,,0.0,13539152000.0,37146767000.0,75893760.0,1068386600.0,37938475000.0,294001660.0,583248600.0,102304744.0,184092830.0,21123957000.0,5544974000.0,29024918.0,1148323500.0,,506877570.0,1448043800.0,33131156.0,386885120.0,222413250.0,170469780.0,1677590700.0,23033912.0,91830120.0,4482354700.0,149475280.0,85201150.0,45846704.0,652961300.0,,50183620.0,91664050.0,77129830.0,15710210.0,14690109.0,2072714400.0,129741120.0,38161470.0,1043726600.0,49604156.0,11764211000.0,4180507400.0,118028350.0,2058669200.0,2518682400.0,,,,,1248096700000.0,,4500604400.0,0.0,1717109600.0,2515944400.0,90530580.0,6734813000.0,3131740700.0,196423950.0,,2328802000.0,23790006000.0,102778740.0,34457256000.0,4880686600.0,120392776.0,8475439600.0,27625602.0,197743200.0,1905304000.0,,1306353000.0,443818900.0,6347118000.0,36145620.0,13632316.0,49670548.0,,3422814700.0,17067146.0,,,,407441280.0,10857720000.0,11367204000.0,188279420.0,244174500.0,2070197200.0,1105553400.0,566381000000.0,53015436.0,569392.75,,5275826700.0,2317568000.0,,631936100.0
