Date,AFG,AGO,ALB,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,OWID_EU27,OWID_HIC,OWID_LIC,OWID_LMC,OWID_UMC,OWID_WRL,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TTO,TUN,TUR,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,WB_EAP,WB_ECA,WB_LAC,WB_MENAP,WB_NA,WB_SA,WB_SSA,YEM,ZAF,ZMB,ZWE
1999,20282000000.0,628061530.0,1702020000.0,2359880000.0,30009240000.0,1966000000.0,3740000.0,21716200000.0,3666000000.0,11968000000.0,273538470.0,7587066700.0,136696430.0,614000000.0,,6282067000.0,278615400.0,,1865600000.0,92374940.0,1953181900.0,55790000000.0,81000000.0,92000000.0,,183880000.0,62600000.0,41967262000.0,2542060000.0,27855200000.0,547257140000.00006,1379333400.0,895600000.0,562500000.0,44800000.0,,10000000.0,,,5231263600.0,167714280.0,2258740000.0,45370605000.0,18266667.0,16600000.0,811860000.0,,5513382000.0,,65704314999.99999,,35570000000.0,1389657100.0,,2327700000.0,77723080.0,31909666000.0,115661540.0,12405164000.0,2070780000.0,959266660.0,590461550.0,87750000.0,175000000.0,16830768.0,8905400000.0,,,1617500000.0,,,1331857100.0,5885300000.0,109374730000.0,599359560000.0,1004636400.0,87397000000.0,63672600000.0,163500000.0,1597200000.0,45064700000.0,1105357200.0,774375000.0,89996666000.0,21937800000.0,1608830800.0,10031667000.0,,,26931200000.0,356818440.0,,1407666700.0,130738470.0,4353400000.0,,12686440000.0,42415384.0,3294400000.0,60800000.0,313733340.0,12284020000.0,6100000.0,1423663600.0,13552937500.0,5269231.0,67560813999.99999,907750000.0,4569210500.0,29414287.0,32843044000.0,,479692300.0,844007250.0,1600991700.0,611000000.0,1186208400.0,5601157700.0,290900000.0,812917650.0,9940461000.0,1336290500.0,7951500000.0,2348300000.0,,3140000000.0,1272050500.0,,,,,,,170675550000.0,,,,,12363400000.0,850510000.0,,10901033000.0,485384600.0,,163366660.0,12650000000.0,69430954000.0,,19237675000.0,,1572261600.0,1815340000.0,181038470.0,1294937500.0,3099138500.0,,,15843477.000000002,653846140.0,1217666600.0,,2695666600.0,1022750000.0,11467143.0,14698000000.0,733283100.0,163615390.0,,12177500000.0,24638916000.0,,308333340.0,2671400000.0,36323250000.0,3796968700.0,325280000.0,19247000000.0,3574000000.0,472750000000.0,53443237000.0,9800000.0,8893430000.0,69784400000.0,,,,,,,,3343200000.0,12796000000.0,1622250000.0,3608000000.0
2000,20282000000.0,640400000.0,1837800000.0,2333800000.0,30366726000.0,1871000000.0,3966667.0,21659240000.0,3636000000.0,10990000000.0,288000000.0,7533100000.0,133348210.0,648000000.0,,6132700000.0,288736550.0,371800000.0,1837000000.0,101000000.0,1968252500.0,56110000000.0,81000000.0,92000000.0,,194000000.0,66199999.99999999,41886017000.0,2534040000.0,28936628000.0,550900000000.0,1408800000.0,966400000.0,584100000.0,45200000.0,7746000000.0,10000000.0,,,5236329600.0,161000000.0,2141860000.0,44887280000.0,19000000.0,16600000.0,759040000.0,4865000000.0,5633091000.0,9366300000.0,57030000000.0,413400000.0,36105000000.0,1397571400.0,,2935557100.0,81700000.0,32699000000.0,120300000.0,12483954000.0,1915533300.0,982000000.0,578000000.0,90500000.0,175000000.0,17400000.0,9015600000.0,,,1640000000.0,,,1343671400.0,5843533500.0,113270000000.0,610399500000.0,970363600.0,88497000000.0,65992599999.99999,163000000.0,1613400000.0,45052532000.0,1135000000.0,745550000.0,90400000000.0,20999000000.0,1559923000.0,10080000000.0,,,27676800000.0,382369460.0,,1266000000.0,130800000.0,4308000000.0,,13010600000.0,43800000.0,3031200000.0,59420000.0,290620000.0,12600000000.0,6000000.0,1391018200.0,13369600000.0,5300000.0,68170860000.00001,692000000.0,4825895000.0,30942857.0,33231000000.0,,488307680.0,870563600.0,1599200000.0,610000000.0,1236250000.0,5640210600.0,299700000.0,841364700.0,10303000000.0,1386681000.0,8433000000.0,2406414300.0,9562500000.0,3392571400.0,1300000000.0,,,,,,,172560000000.0,,,,271400000.0,12148600000.0,856400000.0,8555600000.0,10664667000.0,490000000.0,280966670.0,163900000.0,9650000000.0,75900000000.0,150000000.0,19674200000.0,,1589950000.0,1883362500.0,188900000.0,1375800000.0,3289900000.0,,,17317390.0,670000000.0,1171500000.0,,2688000000.0,1042000000.0,11423857.0,15072000000.0,779306650.0,169666660.0,,12309000000.0,24827100000.0,,314000000.0,2600000000.0,42000000000.0,4259312600.000001,329600000.0,18280000000.0,3660000000.0,473600000000.0,53379284000.0,9750000.0,9058900000.0,71814000000.0,,,,,,,,3384000000.0,12733000000.0,1605500000.0,3807000000.0
2001,20282000000.0,653460000.0,1750460000.0,2291893200.0,31032322000.0,1726000000.0,4193333.0,21534000000.0,3607000000.0,9923000000.0,286420000.0,7134400000.0,130000000.0,682000000.0,,5833400000.0,272324350.0,373600000.0,1810800000.0,101000000.0,1983323200.0,56430000000.0,81000000.0,92000000.0,,194290900.0,67460000.0,41804770000.0,2526020000.0,30013083000.0,551540000000.0,1436880000.0,990800000.0,604000000.0,45600000.0,8249000000.000001,10000000.0,21550000.0,,5240995400.0,149942860.0,2024980000.0,44725845000.0,19000000.0,16600000.0,706220000.0,4982200000.0,5807166600.0,9476200000.0,58707000000.0,455550000.0,35806000000.0,1405485700.0,,3543414400.0,82340000.0,32526500000.0,124060000.0,12562745000.0,1895026700.0,1009125000.0,557000000.0,92720000.0,175000000.0,17880000.0,9125800000.0,,2427397700.0,1624640000.0,,,1355485700.0,5801767000.0,120105316000.0,625459500000.0,936090900.0,89647750000.0,64135130000.0,164000000.0,1578450000.0,43387750000.0,1164642800.0,698107100.0,87425000000.0,20835000000.0,1813282000.0,9684500000.0,,,28422400000.0,398684700.0,,1241400000.0,133820000.0,4423700000.0,,12997680000.0,43800000.0,2768000000.0,58040000.0,267506660.0,13706500000.0,5900000.0,874000000.0,13387180000.0,5137500.0,68780900000.0,662600000.0,5082579000.0,32471430.000000004,33231000000.0,,496923100.0,903340000.0,1535150000.0,648333300.0,1287135000.0,5679263000.0,290800000.0,869811800.0,10556600000.0,1438171400.0,8914500000.0,2569128500.0,9549420000.0,3645142800.0,1271090900.0,,,,,,,173835750000.0,,,,295540000.0,11933800000.0,884800000.0,8576040000.000001,10431300000.0,656984870.0,270450000.0,174520000.0,9058000000.0,66200000000.0,170358940.0,19983463000.0,,1905450000.0,1969417000.0,193560000.0,1524240000.0,3292600000.0,,,18791305.0,660983300.0,1132950000.0,,2676000000.0,1047200000.0,11380571.0,15554000000.0,820333360.0,169333340.0,,12123300000.0,25414734000.0,,320200000.0,2809000000.0,40939167000.0,4721656300.0,345575000.0,17642200000.0,3694517900.0,474600000000.0,53740000000.0,9700000.0,11043340000.0,73857200000.0,,,,,,,,3420200000.0,12945847000.0,1588750000.0,4006000000.0
2002,20282000000.0,666520000.0,1663120000.0,2249986600.0,31697920000.0,1733000000.0,4420000.0,20833800000.0,3577000000.0,9919000000.0,284840000.0,6735700000.0,130000000.0,716000000.0,,6588700000.0,255912180.0,375500000.0,1784600000.0,101000000.0,1998393900.0,56750000000.0,81000000.0,92000000.0,,194581820.0,68720000.0,41723526000.0,2518000000.0,31089535000.0,552180000000.0,1464960000.0,1015200000.0,623900000.0,46000000.0,8751250000.0,10000000.0,25602626.0,,5246061300.0,170700000.0,1908100000.0,44457680000.0,19000000.0,16600000.0,653400000.0,5099400000.0,6043606300.0,9586100000.0,60384000000.0,497700000.0,35507000000.0,1413400000.0,5558000000.0,4151271300.000001,82980000.0,32354000000.0,127820000.0,12641537000.0,1874520000.0,1036250000.0,561250000.0,94940000.0,175000000.0,18360000.0,9236000000.0,,2606738000.0,1609280000.0,,573500000.0,1367300000.0,5760000000.0,126940630000.0,640519500000.0,901818160.0,90798500000.0,62277657000.0,165000000.0,1543500000.0,41722965000.0,1194285800.0,738664270.0,84450000000.0,22257000000.0,2066641000.0,9289000000.0,,,29168000000.0,415000000.0,,1216800000.0,136840000.0,4539400000.0,,12984760000.0,43800000.0,2666100000.0,56660000.0,244500000.0,14813000000.0,5800000.0,866000000.0,13404760000.0,5075000.0,72300000000.0,633200000.0,5103263400.0,34000000.0,33231000000.0,,505538460.0,950051400.0,1471100000.0,686666670.0,1338020000.0,5718315600.0,281900000.0,898258800.0,10810200000.0,1455828500.0,9573575000.0,2554042800.0,9536340000.0,3897714400.0,1256500000.0,,,,,,,175111500000.0,,,,319680000.0,11719000000.0,913200000.0,8596480000.0,10197934000.0,823969700.0,323633340.0,186740000.0,9222000000.0,65766670000.00001,190717890.0,20346725000.0,,2220950000.0,2029471400.0,198220000.0,1672680000.0,3295300000.0,,,20265218.0,651966700.0,1094400000.0,899200000.0,2676000000.0,1052400000.0,11337286.0,16359000000.000002,861360000.0,169000000.0,,11937600000.0,26002367000.0,,326400000.0,2824000000.0,39878334000.0,5184000000.0,361550000.0,17002400000.000002,3729035600.0,475600000000.0,52595000000.0,9417444.0,13027780000.0,75900400000.0,,,,,,,,3456400000.0,13158692000.0,1572000000.0,4205000000.0
2003,20282000000.0,679580000.0,1575780000.0,2208080000.0,32363518000.0,1976000000.0,4646667.0,20133600000.0,3566125000.0,10518000000.0,283260000.0,6619167000.0,130000000.0,750000000.0,,6511320000.0,238700000.0,377400000.0,1758400000.0,101000000.0,2013464700.0,57070000000.0,81000000.0,92000000.0,,194872720.0,69980000.0,41642280000.0,2466650000.0,32130714000.0,552820000000.0,1493040000.0,1039600000.0,643800000.0,46000000.0,9253875000.0,10000000.0,29655252.0,,5251127200.0,169380000.0,1920400000.0,42945885000.0,19000000.0,16600000.0,645333350.0,5216600000.0,6220245400.0,9696000000.0,62061000000.0,539850000.0,36150333000.0,1497500000.0,6325700000.0,4753953500.0,83620000.0,32718666000.0,131580000.0,12720327000.0,1854013300.0,1063375000.0,565500000.0,97160000.0,175000000.0,18840000.0,9371834000.0,,2786078500.0,1593920000.0,1607000000.0,612114300.0,1379114300.0,5705333000.0,133775939999.99998,655579470000.0,867545400.0,91949250000.0,60420185000.0,165000000.0,1720000000.0,40058180000.0,1223928600.0,743221400.0,84110000000.0,22966000000.0,2320000000.0,8893500000.0,,,29177668000.0,435369220.0,,1192200000.0,139860000.0,4655100000.0,,12971840000.0,43800000.0,2564200000.0,55280000.0,236920000.0,14283000000.0,6200000.0,864000000.0,13422340000.0,5012500.0,74700000000.0,807733360.0,5123947000.0,34560000.0,33231000000.0,,514153840.0,996762900.0,1407050000.0,725000000.0,1344280000.0,5757368600.0,272817280.0,926705900.0,11063800000.0,1473485700.0,10232650000.0,2578657200.0,9523260000.0,4150285700.000001,1186000000.0,,,,,,,176387250000.0,,,,343820000.0,11778600000.0,941600000.0,8616920000.0,9964568000.0,990954500.0,340916660.0,198160000.0,8507999999.999999,65333336000.0,211076840.0,20595987000.0,,2237860400.0,2115126000.0,202880000.0,1821120000.0,3298000000.0,,,21739130.0,642950000.0,1031900000.0,907333300.0,2661000000.0,1057600000.0,11294000.0,14445000000.0,867440000.0,187000000.0,,11751900000.0,26590000000.0,,332600000.0,2839000000.0,38817500000.0,5184000000.0,407458340.0,16362600000.0,3763553600.0,476600000000.0,51450000000.0,9334222.0,15012220000.0,77768600000.0,,,,,,,,3492600000.0,13371538000.0,1572000000.0,4078000000.000001
2004,20282000000.0,692640000.0,1488440000.0,2504040000.0,33029118000.0,2503000000.0,4873333.0,19433400000.0,3555250000.0,11175000000.0,281680000.0,6502633000.0,130000000.0,784000000.0,,6433940000.0,233281820.0,379000000.0,1732200000.0,101000000.0,2028535400.0,57390000000.0,81000000.0,92000000.0,,195163640.0,71240000.0,41561035000.0,2415300000.0,33207140000.000004,553460000000.0,1521120000.0,1064000000.0,663700000.0,46000000.0,9756500000.0,10000000.0,33707880.0,,5256193000.0,168060000.0,1932700000.0,41546917000.0,19000000.0,16600000.0,637266700.0,5333800000.0,6396885000.0,9805900000.0,63738000000.0,582000000.0,36793667000.0,1581600000.0,7093400000.0,5356635600.0,84260000.0,33083332000.0,135340000.0,12799118000.0,1833506700.0,1090500000.0,569750000.0,99380000.0,175000000.0,19320000.0,9507667000.0,,2965419000.0,1578560000.0,1607000000.0,606871400.0,1390928600.0,5650666700.0,140611250000.0,625239700000.0,833272760.0,92950000000.0,58562714000.0,165000000.0,1419000000.0,38393394000.0,1253571400.0,802778540.0,83770000000.0,23637000000.0,2448285800.0,8497999999.999999,,,29187334000.0,455738460.0,,1167600000.0,142880000.0,4770800000.0,,12958920000.0,43800000.0,2462300000.0,53900000.0,229340000.0,13753000000.0,5500000.0,852000000.0,13439920000.0,4950000.0,75200000000.0,982266660.0,5144631400.0,34600000.0,33231000000.0,,522769200.00000006,1043474300.0,1343000000.0,708000000.0,1350540000.0,5796421000.0,263734580.0,955152900.0,11317400000.0,1491142900.0,10891725000.0,2809271300.0,9510180000.0,4402857300.0,1230800000.0,,,,,,,177663000000.0,,,,367960000.0,11838200000.0,970000000.0,8637360000.0,9731201000.0,1157939400.0,380800000.0,209580000.0,7124000000.0,64900000000.00001,231435790.0,20883250000.0,,2254770800.0,2200780400.0,207540000.0,1969480000.0,3298000000.0,,,23213044.0,633933300.0,969400000.0,915466670.0,2646000000.0,1062800000.0,11294000.0,14109700000.0,873520000.0,205000000.0,,11566200000.0,27865000000.0,1172000000.0,338800000.0,2854000000.0,39538082000.0,5184000000.0,453366670.0,15722800000.0,3798071400.0,477600000000.0,50305000000.0,9251000.0,16996659999.999998,79811800000.0,,,,,,,,3528800000.0,13584385000.0,1572000000.0,3951000000.0
2005,20282000000.0,705700000.0,1401100000.0,2800000000.0,33694714000.0,2771000000.0,5100000.0,18733200000.0,3544375000.0,11800000000.0,280100000.0,6386100000.0,130000000.0,818000000.0,,6356560000.0,227863640.0,378700000.0,1706000000.0,101000000.0,2043606000.0,57710000000.0,70000000.0,92000000.0,,195454550.0,72500000.0,41479790000.0,2363950000.0,34283573000.0,554100000000.0,1549200000.0,1088400000.0,683600000.0,46000000.0,10259125000.0,10000000.0,40812100.0,,5261259000.0,166740000.0,1945000000.0,40337543000.0,19000000.0,17166667.0,629200000.0,5451000000.0,6573524500.0,9915800000.0,65415000000.00001,582000000.0,37437000000.0,1665700000.0,7861100000.0,5959317700.0,84900000.0,33448000000.0,139100000.0,12877909000.0,1813000000.0,1117625000.0,574000000.0,101600000.0,175000000.0,19800000.0,9643500000.0,10000000.0,3144759400.0,1563200000.0,1607000000.0,615442900.0,1402742900.0,5596000000.0,147446560000.0,628949770000.0,799000000.0,92950000000.0,56705242000.0,181358340.0,1405833400.0,36681610000.0,1283214300.0,866200000.0,83430000000.0,24792000000.0,2576571500.0,8102499999.999999,,,29197000000.0,476107700.0,3493000000.0,1096000000.0,145900000.0,4886500000.0,,12946000000.0,43800000.0,2360400000.0,52520000.0,221760000.0,13223000000.0,5700000.0,852000000.0,13457500000.0,4342857.0,76200000000.0,1156800000.0,5165315600.0,35680000.0,33231000000.0,,511200000.0,1090185800.0,1348200000.0,691000000.0,1356800000.0,5835521000.0,254651870.0,983600000.0,11571000000.0,1508800000.0,11550800000.0,2739185800.0,9497100000.0,4655428400.0,1275600000.0,,,,,,,178938750000.0,,,,392100000.0,11897800000.0,998400000.0,8657800000.0,9497835000.0,1324924200.0,408000000.0,217000000.0,6110000000.0,69300000000.0,251794730.00000003,21475687000.0,,2271681300.0,2265101700.0,212200000.0,2118000000.0,3298000000.0,,,24686957.0,624916700.0,906900000.0,923600000.0,2631000000.0,1068000000.0,11294000.0,14144400000.0,879600000.0,223000000.0,,11380500000.0,27865000000.0,1172000000.0,309000000.0,2869000000.0,40258667000.0,5184000000.0,499275000.0,15080000000.0,3832589100.0,478600000000.0,49160000000.0,9500000.0,18981100000.0,81862000000.0,,,,,,,,3565000000.0,13797231000.0,1572000000.0,3824000000.0
2006,20282000000.0,705700000.0,1272420000.0,2774454600.0,34360310000.0,2827000000.0,5000000.0,17556650000.0,3533500000.0,12144000000.0,280100000.0,6300350000.0,130000000.0,818000000.0,,6279180000.0,222445460.0,380400000.0,1674400000.0,101000000.0,2058676700.0,58030000000.0,70000000.0,92000000.0,,195745450.0,72500000.0,41398544000.0,2312600000.0,35360000000.0,568000000000.0,1506177800.0,1088400000.0,683600000.0,46000000.0,10761750000.0,10000000.0,47916327.0,,5266325000.0,165420000.0,1957300000.0,39732273000.0,19000000.0,17733334.0,592300000.0,5788200000.0,6750163600.0,9915800000.0,67092000000.0,582000000.0,36206500000.0,1749800000.0,8105371999.999999,6562000000.0,84900000.0,32220000000.0,139100000.0,12956700000.0,1816333300.0,1144750000.0,598307670.0,101600000.0,175000000.0,19800000.0,9631600000.0,10455556.0,3324100000.0,1539500000.0,1607000000.0,634357150.0,1414557100.0,5541333000.0,154281880000.0,632659800000.0,764500000.0,92950000000.0,54847770000.0,197716670.0,1392666700.0,35048996000.0,1312857200.0,917000000.0,83090000000.0,21243000000.0,2704857000.0,7707000000.0,2184000000.0,,29197000000.0,496476920.0,3946000000.0,1167600000.0,145900000.0,5005571400.0,,12946000000.0,43800000.0,2312200000.0,51140000.0,214180000.0,12693000000.0,5600000.0,854000000.0,13457500000.0,4461905.0,77000000000.0,854000000.0,5186000000.0,36240000.0,33231000000.0,162266670.0,540000000.0,1128467200.0,1348200000.0,682000000.0,1356800000.0,5874526500.0,245569150.0,1042255500.0,11751200000.0,1519800000.0,11246200000.0,2939000000.0,9497100000.0,4908000000.0,1320400000.0,,,,,,,180442500000.0,,,78890000000.0,392100000.0,11957400000.0,1002120000.0,8657800000.0,9058797000.0,1491909100.0,394486670.0,221150000.0,5330000000.0,64033330000.00001,276666550.0,22640000000.0,,2288591600.0,2077735000.0,212200000.0,2107442600.0,3298000000.0,3872650000.0,,26160870.0,615900000.0,797400000.0,929500000.0,2630500000.0,1068000000.0,11294000.0,14144400000.0,879600000.0,223000000.0,,11194800000.0,27865000000.0,1172000000.0,313533340.0,2884000000.0,40979250000.0,5184000000.0,545183360.0,15035600000.0,3867107000.0,466640000000.0,49304443000.0,9300000.0,20801100000.0,81862000000.0,,,,,,,,3565000000.0,14010076500.0,1572000000.0,3697000000.0
2007,20282000000.0,705700000.0,1247740000.0,2748909000.0,35025910000.0,3012000000.0,4900000.0,16380099999.999998,3522625000.0,12085000000.0,280100000.0,6214600000.0,130000000.0,818000000.0,,6201800000.0,217027280.0,389600000.0,1642800000.0,101000000.0,2073747400.0,62220000000.0,70000000.0,92000000.0,,196036370.0,72500000.0,41317300000.0,2261250000.0,35368000000.0,568700000000.0,1462111100.0,1088400000.0,683600000.0,46000000.0,11264375000.0,10000000.0,55020552.0,,4936300000.0,164100000.0,1969600000.0,32255000000.000004,19000000.0,18300000.0,555400000.0,6125400000.0,6926803000.0,9915800000.0,68769000000.0,582000000.0,34976000000.0,1833900000.0,8349990999.999999,6135800000.0,84900000.0,30992000000.0,139100000.0,8513000000.0,1819666600.0,1171875000.0,622615400.0,101600000.0,175000000.0,19800000.0,9619700000.0,10911111.0,3324100000.0,1515800000.0,1607000000.0,650971400.0,1426371500.0,5486666700.0,161117190000.0,636369900000.0,730000000.0,92950000000.0,52990300000.0,214075000.0,1379500000.0,33416378000.0,1342500000.0,932000000.0,82750000000.0,22817000000.0,2833142800.0,7707000000.0,2184000000.0,,29197000000.0,516846200.00000006,4399000000.0,1239200000.0,145900000.0,5124643000.0,42900000.0,12946000000.0,43800000.0,2264000000.0,49760000.0,206600000.0,12163000000.0,5500000.0,854000000.0,13457500000.0,4638095.0,78650000000.0,551200000.0,5186000000.0,36800000.0,33231000000.0,169433340.0,543666660.0,1166748500.0,1348200000.0,630000000.0,1356800000.0,5913579000.0,236720350.0,1100911100.0,11931400000.0,1530800000.0,10941600000.0,3026000000.0,9497100000.0,4981250000.0,1365200000.0,,,,,,,181946240000.0,,,81496000000.0,392100000.0,12017000000.0,1005840000.0,8657800000.0,9146000000.0,1658894000.0,377590000.0,225300000.0,6884000000.0,63600000000.0,301538350.0,22467083000.0,,2305502200.0,1890368000.0,212200000.0,2096885000.0,3298000000.0,3957800000.0,,27634783.0,615900000.0,687900000.0,935400000.0,2630000000.0,1068000000.0,11294000.0,14144400000.0,879600000.0,223000000.0,57307000000.0,11108689000.0,27890270000.0,1172000000.0,318066660.0,2899000000.0,41469624000.0,5184000000.0,591091700.0,14988000000.0,3901625000.0,454680000000.0,49448890000.0,9100000.0,22621100000.0,81862000000.0,,,,,,,,3565000000.0,14222923000.0,1572000000.0,3570000000.0
2008,20282000000.0,705700000.0,1223060000.0,2723363600.0,35691505000.0,2873000000.0,4800000.0,15203550000.0,3511750000.0,11530000000.0,280100000.0,6129000000.0,130000000.0,818000000.0,35870000000.0,6425000000.0,211609100.0,391900000.0,1611200000.0,101000000.0,2088000000.0,66401000000.0,70000000.0,92000000.0,337900000.0,196327270.0,72500000.0,40057300000.0,2209900000.0,35368000000.0,576100000000.0,1418566700.0,1088400000.0,683600000.0,46000000.0,11770000000.0,10000000.0,62124778.0,,5737850000.0,160500000.0,1988000000.0,38869247000.0,19000000.0,18866668.0,696000000.0,6462600000.0,7103442000.0,9915800000.0,70446000000.0,582000000.0,34774000000.0,1604000000.0,8594437000.0,5709600000.0,84900000.0,28660000000.0,139100000.0,8347000000.0,1823000000.0,1199000000.0,646923070.0,101600000.0,175000000.0,19800000.0,9698275000.0,11366667.0,3324100000.0,1492100000.0,1607000000.0,663100000.0,1438185700.0,5432000000.0,167952500000.0,640079900000.0,743500000.0,92950000000.0,51132828000.0,230433330.0,1366333400.0,53562054000.0,1372142900.0,928000000.0,81986000000.0,20470000000.0,2961428600.0,7707000000.0,2184000000.0,,29197000000.0,537215400.0,4852000000.0,1310800000.0,145900000.0,5243714300.0,42900000.0,12946000000.0,43800000.0,1854600000.0,48380000.0,228800000.0,11633000000.0,5200000.0,861000000.0,13457500000.0,4700000.0,79780900000.0,799150000.0,5186000000.0,35800000.0,33231000000.0,160900000.0,547333360.0,1205030000.0,1348200000.0,766000000.0,1356800000.0,5952631500.0,227684440.0,1159566600.0,12111600000.0,1541800000.0,10710000000.0,2934250000.0,9497100000.0,5054500000.0,1410000000.0,,,,,,,183500000000.0,,13565000000.0,82489000000.0,392100000.0,11360000000.0,1009380000.0,8657800000.0,9079288500.0,1825878700.0,360693340.0,229450000.0,7220000000.0,63166668000.0,326410140.0,22294167000.0,,2323225700.0,1706734500.0,212200000.0,2086327600.0,3298000000.0,4691000000.0,,29108696.0,615900000.0,663700000.0,1040000000.0,2649666800.0,1068000000.0,11294000.0,14144400000.0,879600000.0,223000000.0,57307000000.0,11022578000.0,27915540000.0,1172000000.0,322600000.0,2914000000.0,41960000000.0,5184000000.0,637000000.0,14940800000.0,3936142700.0,442720000000.0,49593334000.0,8900000.0,22621100000.0,81862000000.0,,,,,,,,3565000000.0,14435769000.0,1572000000.0,3548212500.0
2009,20282000000.0,705700000.0,1198380000.0,2697818300.0,36357105000.0,2464000000.0,4700000.0,14027000000.0,3500875000.0,11140000000.0,280100000.0,6002000000.0,130000000.0,818000000.0,35870000000.0,6120300000.0,206190910.0,429900000.0,1579600000.0,101000000.0,2088000000.0,70585880000.0,70000000.0,92000000.0,337900000.0,196618180.0,72500000.0,38797300000.0,2158550000.0,35368000000.0,583200000000.0,1375805500.0,1088400000.0,683600000.0,46000000.0,14250710000.0,10000000.0,69229000.0,,6056400000.0,184300000.0,1947000000.0,39687960000.0,19000000.0,19433333.0,659700000.0,6799800000.0,7280081700.0,9915800000.0,72123000000.0,582000000.0,36120000000.0,1378000000.0,8838191000.0,5283400000.0,84900000.0,28470300000.0,139100000.0,8281000000.000001,1793643700.0,1226125000.0,671230800.0,101600000.0,175000000.0,19800000.0,9777350000.0,11822222.0,3324100000.0,1468400000.0,1607000000.0,689800000.0,1450000000.0,6342000000.0,174787810000.0,643790000000.0,757000000.0,92950000000.0,49275356000.0,246791660.0,1353166700.0,33593426000.0,1401785700.0,863000000.0,81222000000.0,23859000000.0,3089714300.0,7707000000.0,2184000000.0,,29197000000.0,557584640.0,5305000000.0,1382400000.0,145900000.0,5362786000.0,42900000.0,12946000000.0,43800000.0,1445200000.0,47000000.0,394900000.0,11103000000.0,5000000.0,865000000.0,13457500000.0,2857143.0,79780000000.0,1047100000.0,5186000000.0,31700000.0,33231000000.0,343148320.0,551000000.0,1243311400.0,1348200000.0,632000000.0,1356800000.0,5991684400.0,218648510.0,1218222300.0,12291800000.0,1526910900.0,11410000000.0,2842500000.0,9497100000.0,5127750000.0,1454800000.0,,,,,,,183090000000.0,,15940700000.0,81556000000.0,392100000.0,11507000000.0,1013280000.0,8657800000.0,9012578000.0,1978613600.0,343796670.0,233600000.0,6876000000.0,62733334000.0,351281940.0,22121250000.0,,2340271700.0,1513101000.0,212200000.0,2075770100.0,3298000000.0,4634000000.0,,30582609.0,615900000.0,628100000.0,942700000.0,2669333200.0,1068000000.0,11294000.0,14099400000.0,879600000.0,223000000.0,57307000000.0,10936466000.0,27940810000.0,1172000000.0,327133330.0,3015000000.0,45130000000.0,5184000000.0,637000000.0,14893400000.0,3970660400.0,430760000000.0,49737778000.0,8700000.0,22621100000.0,81862000000.0,,,,,,,,3565000000.0,14648616000.0,1572000000.0,3526425000.0
