Date,AFG,AIA,ALB,ANT,ARG,ARM,ASM,ATG,AUS,AUT,BDI,BEL,BEN,BGD,BGR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BTN,BWA,CAF,CAN,CHE,CHL,CHN,COD,COK,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,EGY,ERI,ESP,EST,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GLP,GMB,GNB,GRC,GRD,GTM,GUM,HKG,HND,HRV,HTI,HUN,IDN,IMN,IND,IRL,IRN,IRQ,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAF,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MMR,MNG,MNP,MOZ,MRT,MSR,MTQ,MUS,MWI,MYS,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NZL,OMN,OWID_CZS,OWID_GDR,OWID_GFR,OWID_SRM,OWID_USS,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,REU,ROU,RUS,RWA,SAU,SDN,SEN,SHN,SLB,SLE,SLV,SOM,SRB,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TLS,TON,TTO,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,VCT,VEN,VGB,VIR,VNM,VUT,WLF,WSM,YEM,ZAF,ZWE
1995,,,,2.0,6.0,,,2.0,8.0,,,6.0,,753.0,,0.0,,,,,,,,0.0,,,,2.0,,,681.0,,,,,,0.0,2.0,,,,5.0,0.0,2.0,,11.0,,,,,,,,16.0,,,9.0,,,,0.0,,,,,,,,18.0,,,,,,222.0,,,,,,,,3.0,112.0,,,,,0.0,73.0,26.0,,0.0,,,,,,0.0,,,,,,,,170.0,,,,,,,,0.0,0.0,,,,,,,38.0,,1.0,,,,,,,,,,3763.0,,,,1249.0,,,,1.0,,,,,,,,145.0,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,150.0,,,,7.0,16.0,,,,,,
1996,,,,,,,,,7.0,,,,,626.0,,,,,,,,,,,,,,0.0,,,637.0,,,,,,54.0,0.0,,,,0.0,,,,24.0,,,,,,,,1.0,,,5.0,,,,,,,,,0.0,,,1.0,,66.0,,,,1537.0,2.0,9.0,,,,0.0,,6.0,,,,,,,,,,,,,,0.0,,,,,,14.0,,9.0,,16.0,,,,,,11.0,,,0.0,3.0,,270.0,,,,44.0,,,,20.0,1.0,,,,,,,4581.0,,,,38.0,,,,18.0,,0.0,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,9.0,,,,,,,,65.0,,,,,287.0,,,0.0,,789.0,,,,,,
1997,,,,,,,,,,,,,,425.0,,,,,5.0,,,,3.0,,,,,1.0,,4.0,282.0,,19.0,,,,,,,,,,,,,,,18.0,,21.0,,,25.0,,,,,,,,,,,,,,0.0,1.0,,,,,,,25.0,,,,,22.0,,,7.0,,,,25.0,,,,,,,,,,,,,,,,,,174.0,,242.0,,,,,,0.0,,,,,,2.0,,,,,,2.0,,,3.0,,,,,,,5674.0,41.0,,42.0,49.0,,32.0,,,0.0,29.0,33.0,,,,12.0,,,,,,,,,4.0,,,,,,,,,,,,,198.0,,,,0.0,,,,44.0,,,11.0,1.0,180.0,,,,,3692.0,,,,,,
1998,,,,,0.0,,,2.0,,,,0.0,,321.0,,,,,,9.0,,,,,,,,28.0,0.0,,96.0,,,,,,8.0,6.0,,,,3.0,,,,347.0,,,,0.0,,,,6.0,,,35.0,,,,0.0,,,,,384.0,,,14600.0,,190.0,,,,3471.0,2.0,,,,,,,41.0,,,,,,5.0,100.0,,,,,,,,,,,,,,,,,255.0,,,,,,,,,,,,,,,,3332.0,,0.0,,,,,,,,,,25411.0,12.0,3.0,476.0,594.0,,,,0.0,,,,,,,,8.0,,,,,,,,475.0,,,,,,,,,,,,,,,,,0.0,,,,13.0,,,,,203.0,,,,0.0,368.0,0.0,,,,18.0,
1999,,0.0,,,,,,2.0,7.0,,0.0,2.0,,128.0,0.0,1.0,0.0,,,,,,,,,,,7.0,12.0,,496.0,,,2.0,,,,4.0,,,,18.0,,0.0,7.0,,,,,6.0,,,12.0,99.0,,,11.0,,,,4.0,,,,0.0,,,2.0,,,,40.0,,,10378.0,8.0,,,,,,,26.0,,,,,,0.0,4.0,,,,,0.0,,,2.0,,6.0,,,,,,,9.0,,,,,,,1.0,,0.0,0.0,,,0.0,,100.0,,,,,,,,,,,,,12270.0,258.0,,,100.0,,,3.0,1.0,,,,,,,,12.0,,,,187.0,,,13.0,,,,,,3.0,,,,,,,,,0.0,,,,,,,,,,,1.0,227.0,0.0,,,3.0,10.0,32.0,,,,26.0,
2000,,,,,1.0,,,,1.0,0.0,,,,99.0,,,,,,14.0,,,,,,,,11.0,,,173.0,,,,,,,,,,,,,,,,4.0,,,14.0,,,,6.0,,,16.0,,,4.0,,,,,,,,,,,,,,,0.0,1.0,3.0,,3.0,,,9.0,13.0,,,,,,,33.0,,,,,,5.0,,,,,,,,0.0,153.0,,31.0,,,,23.0,,32.0,,,,,,0.0,,,0.0,2.0,,,,,0.0,,,,,,,1365.0,,,,394.0,,,,,46.0,4.0,,,,2.0,14.0,9.0,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,103.0,,0.0,10.0,0.0,105.0,,,,,23.0,,,,,1.0,
2001,,,,,20.0,,,,2.0,,,,,238.0,2.0,0.0,,,,30.0,,,13.0,,,,3.0,11.0,,2.0,344.0,,0.0,5.0,,,,5.0,0.0,,,6.0,,,,3.0,,,,10.0,,,1.0,14.0,,,,0.0,,,,,,,,8.0,,,21.0,,0.0,,,,99.0,,,,,0.0,1.0,,22.0,,,,,,,11.0,,,,,,,1.0,,,,,,,,,,5.0,,,,16.0,,,,,,,,,,,,16.0,,,,,,,,,,,,1911.0,4.0,,,587.0,,,,,,,,,,,,8.0,,,,,0.0,,,,,,,,,,,,27.0,,,,0.0,0.0,,,0.0,,,,195.0,,,,,82.0,,,,,53.0,2.0,,,30.0,14.0,
2002,,,6.0,,3.0,,,,0.0,3.0,,5.0,,122.0,,,,,,,,20.0,,0.0,,,,,1.0,,108.0,,,,,,,3.0,0.0,,2.0,22.0,,,1.0,,,,,,,,,5.0,47.0,,14.0,,,,,,,2.0,0.0,2.0,1.0,,,,4.0,,,,144.0,,,,,,4.0,5.0,7.0,,,,,,,204.0,,0.0,,,,,,,,,,,,,23.0,,16.0,,,,1.0,0.0,3.0,,,,3.0,,2.0,,4.0,,2.0,,4.0,,,,7.0,,,,,,1380.0,14.0,,59.0,215.0,,,9.0,,3.0,,0.0,,,0.0,,8.0,,,33.0,,,0.0,,0.0,,,,,1.0,,,0.0,,,,,1.0,,,,,,10.0,,8.0,,0.0,,2.0,190.0,4.0,,,,0.0,,,,,23.0,
2003,,,,,12.0,,,,1.0,,,,,60.0,,,,,,,4.0,,,,,,,2.0,0.0,,61.0,28.0,,,0.0,,,,,0.0,,15.0,,,,8.0,13.0,,,,,,17.0,6.0,0.0,,,,,,,3.0,,,,,,4.0,,,26.0,7.0,,,164.0,,,,,,,,21.0,,,,,,,130.0,,,,,,,,,,,,,,,89.0,,4.0,,,,2.0,,11.0,,,,,,,2.0,,,,,,,,2.0,30.0,,,,,,1051.0,51.0,,,95.0,,,,0.0,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,3.0,,,,,172.0,,,,,0.0,,,,,0.0,8.0
2004,,,,,,,0.0,,3.0,,0.0,,,239.0,,12.0,,,,,,,4.0,1.0,,,,0.0,,,249.0,,,,,,,4.0,2.0,0.0,,2.0,,,,15.0,,13.0,,,,,16.0,11.0,1.0,,,,,,,2.0,,0.0,39.0,,1.0,,,,2757.0,,4.0,,,0.0,0.0,,,2.0,16.0,,199.0,,,,,,,14.0,,,,,0.0,,,,,,,,,,395.0,,,,,236.0,,3.0,,,,,,,1.0,,,,0.0,1.0,,,,,,,,,,,6547.0,,,,1861.0,,,,2.0,,,,,,,12.0,9.0,,,,2.0,,,,,,,2.0,,,,,,5.0,0.0,,,14.0,,,,0.0,1.0,25.0,,79.0,,,,,215.0,0.0,5.0,,0.0,70.0,2.0,,1.0,,,
2005,260.0,,2.0,,11.0,,0.0,,1.0,,,,,177.0,0.0,1.0,4.0,,,3.0,,,2.0,,,,,0.0,,45.0,426.0,8.0,0.0,0.0,,,1.0,20.0,,,0.0,2.0,,,4.0,9.0,10.0,,,19.0,0.0,,,,,,10.0,,,,,,,,,1513.0,,,53.0,2.0,71.0,4.0,,,82.0,0.0,0.0,,,,6.0,,117.0,,,,,,,11.0,,,,,,,,0.0,,0.0,,,1.0,,78.0,,47.0,,1.0,,,,,,,,,11.0,,,,,7.0,,0.0,0.0,,0.0,,,,,0.0,,5233.0,58.0,,,34.0,,,0.0,,,,,,,,3.0,0.0,,,,,,,,69.0,,,,,7.0,0.0,,,,,,,10.0,,0.0,,,0.0,2.0,,17.0,,,,7.0,1882.0,0.0,,,,116.0,,,9.0,,,
2006,71.0,,,,,,,,0.0,,0.0,,,154.0,,,,,,,,,,,,,,,1.0,,1500.0,3.0,,,,,,0.0,,,,11.0,,,,,,,,,,,0.0,5.0,,,,,,,,,,3.0,,,,,,,5.0,5.0,,,190.0,,,,,1.0,,,38.0,,,4.0,,,,,,,,,,,,,,,,,,,4.0,,15.0,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,4347.0,,,,1805.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,3.0,,,,,93.0,,,,,401.0,,,,,,
2007,,,,,,,,,2.0,0.0,,2.0,,4275.0,,1.0,,,0.0,0.0,,,,,,,,6.0,0.0,,95.0,,,,,,,1.0,,,4.0,18.0,,2.0,0.0,163.0,,,,1.0,,,1.0,5.0,,,13.0,,,,0.0,,,,,0.0,,,1.0,,102.0,,,,0.0,,12.0,,,,5.0,,13.0,,,,,,,20.0,,,0.0,,1.0,,,,,,,,,,84.0,,20.0,,,,,,10.0,,,1.0,2.0,,,,,,177.0,,7.0,,,0.0,76.0,,,,,,6013.0,242.0,,,78.0,,172.0,19.0,1.0,0.0,,,,,2.0,,0.0,,,,,,,,0.0,,,,6.0,,,,,,,14.0,,,,,,,,,,18.0,,,0.0,,245.0,,,,,96.0,,,,,,0.0
2008,,,,,,,,0.0,1.0,4.0,,0.0,,27.0,,0.0,,,,7.0,,0.0,3.0,,,,,,,,66.0,10.0,,,,,4.0,7.0,0.0,,2.0,8.0,,,,13.0,,,,,,,7.0,5.0,,,0.0,,,,,0.0,,,,17.0,,2.0,0.0,,698.0,,,,111.0,,28.0,,,,13.0,,,,,,,,0.0,,,,,,,9.0,0.0,,,,,,,,105.0,,2.0,,,138366.0,52.0,,9.0,,,,,,,,,,13.0,,0.0,0.0,,,,,,,,,140985.0,,,,819.0,,,2.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,54.0,0.0,,,,258.0,,,,,254.0,,,,,5.0,
2009,,,,,10.0,,,,1.0,0.0,,,0.0,197.0,,,,,,,,,4.0,,12.0,0.0,3.0,2.0,0.0,,169.0,,,,,,,,,,2.0,1.0,,,,,,,,14.0,,,2.0,11.0,,0.0,2.0,,,,,0.0,,,,,,0.0,,,,,,,218.0,,,,,3.0,,,16.0,,,,19.0,,,,16.0,,,,,,,,,,,,,,27.0,,4.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,3287.0,,,,1242.0,,,8.0,,,,0.0,,,,,,,,,,,,,275.0,,,,,,,,,,,,,,,,,,,,,630.0,0.0,,,,74.0,,,,,306.0,,,,,19.0,
2010,,,,,,,,0.0,1.0,,9.0,1.0,,26.0,,,,,,0.0,,,,0.0,,,,0.0,0.0,,139.0,,0.0,,,,,,,,,4.0,,,0.0,0.0,,31.0,,3.0,,,2.0,53.0,,0.0,0.0,,,,,,,,,174.0,,1.0,22.0,,27.0,,,,287.0,,,,,3.0,15.0,,,,,,,,,12.0,,,,,14.0,,,,0.0,,,,,,120.0,,43.0,,,45.0,,,,,,,,,,,,,5.0,,0.0,,,,16.0,,,,,,1543.0,23.0,,,212.0,,,,,20.0,3.0,,,1.0,,,,,,,,,0.0,,17.0,,,,,,,,,,,,,,,,,,,,,34.0,,,,,114.0,0.0,8.0,,,35.0,,,,,23.0,
2011,21.0,,,,,,,,1.0,,12.0,5.0,,13.0,,0.0,,,,,,,,,,,1.0,2.0,0.0,,44.0,,,,,,,,,,,,,0.0,,7.0,,,,,,,,0.0,,0.0,,,,,,,,,,5.0,,,,,3.0,,,,106.0,,,,,,,,86.0,,,,,,,,,,,,,22.0,,,,,,,,,35.0,,43.0,,,,,,12.0,,,1.0,,,,,,11.0,,,,4.0,,,14.0,,,,,,3124.0,,,16.0,1782.0,,0.0,,1.0,10.0,,0.0,,,,,1.0,,,20.0,,,0.0,,,,,,,,,,,,,,,18.0,,,,0.0,,,,,,23.0,,,766.0,,,,,16.0,0.0,,,,23.0,
2012,,,,,19.0,,,,,,,,,133.0,,1.0,,,,,,,,,,,0.0,0.0,,,75.0,,,,,,,12.0,,,,,,,,8.0,,,,,,,2.0,,,,,0.0,,,,,,,,,,,,,88.0,,21.0,,40.0,,,,,,1.0,,143.0,,,,,,,22.0,,,,,,0.0,,,,,,,,,112.0,,19.0,,,,,,33.0,,,,,0.0,,,,15.0,,,,,,3.0,,,,,,,3105.0,,,,2039.0,0.0,,1.0,0.0,59.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,190.0,,,,,38.0,,0.0,12.0,,0.0,
2013,,,,,4.0,0.0,,,6.0,,,0.0,,50.0,,,,,,,,,2.0,,,,0.0,0.0,0.0,,265.0,,,,,,,,,,,7.0,,,2.0,,,,,0.0,,,,2.0,,,11.0,0.0,,,,,,,,,,,,,,0.0,,,106.0,,,,4.0,,,,57.0,,,,,,,,,,,,,7.0,,,,,,,,,51.0,,210.0,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,8598.0,,,,7415.0,0.0,,4.0,,,1.0,0.0,1.0,,,,,,,,,,,,,162.0,,,,7.0,,,0.0,,,,,,,,,,,,,5.0,,,,,140.0,,,,,74.0,,,,,3.0,
2014,63.0,,,,,,,,0.0,,,0.0,,20.0,1.0,,,,,,,,,,,,,,2.0,,329.0,,,11.0,0.0,,,,,,,8.0,,,,,,,,3.0,,,,8.0,,,5.0,,,,,,,,,5.0,,,,,,,,,119.0,1.0,,,,5.0,,,129.0,,,0.0,,,,24.0,,,,,,,0.0,,,,,,49.0,,17.0,,19.0,,,,,,,,,,,,,,,,,,,,83.0,,,,,,,,1432.0,16.0,,,326.0,,0.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,1.0,,,,0.0,,,,,136.0,,,,,38.0,12.0,,,,,
2015,,,,,8.0,,,,8.0,,,,,117.0,,33.0,,,,,,,2.0,,,,1.0,,,6.0,119.0,,,,,9.0,,,,,,,,30.0,,0.0,,31.0,,,,,,3.0,5.0,,3.0,,,,,,,,,,,,,,5.0,,,,212.0,1.0,,,0.0,3.0,,,11.0,,,,0.0,0.0,,,,5.0,,,,,,,,,,,,,95.0,,42.0,,,3.0,,0.0,,,,,,5.0,,,,,,,,,,,0.0,,,,,,1288.0,,,,148.0,,0.0,1.0,,,,2.0,4.0,,,,,,,,,,9.0,,12.0,0.0,,,,,,,,13.0,,,,3.0,,,,,,,0.0,9.0,47.0,,,,218.0,,,,,18.0,11.0,,,26.0,,10.0
2016,,,,,,,,,5.0,,,1.0,,87.0,,0.0,,,,0.0,,,,,,,,,,,340.0,,,,,,9.0,0.0,,,,,,,,6.0,,26.0,,,,,47.0,,,,,,,,,,,,,0.0,,,1.0,,546.0,,,,128.0,,4.0,,,,0.0,,25.0,,,,,,,9.0,,,,,0.0,,,,,,,,,,,,65.0,,,32.0,,,12.0,,,,,,,,,28.0,0.0,,0.0,,,,,,,,,,1759.0,34.0,7.0,,34.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,10.0,,,,,197.0,1.0,,,,71.0,,,,,,31.0
2017,67.0,4.0,,,,,,1.0,12.0,5.0,,,,19.0,,0.0,,4.0,,,,,,1.0,,,0.0,,,,91.0,,,0.0,,,13.0,10.0,,,0.0,5.0,,64.0,,5.0,,,,,,,,2.0,,,,,20.0,,4.0,,,,,8.0,,0.0,3.0,0.0,4.0,0.0,11.0,,940.0,,,,,13.0,0.0,,12.0,,,,,,0.0,,0.0,,,,,27.0,,,,,10.0,12.0,,,81.0,,29.0,,,0.0,,,7.0,18.0,,0.0,,,0.0,,,,15.0,,,,,0.0,,,,,,,2543.0,26.0,7.0,,200.0,,,6.0,66.0,,,,,,,9.0,16.0,3.0,,,,,,,10.0,,,0.0,,,,4.0,,,0.0,,,0.0,,,,,,0.0,,1.0,,,,,244.0,,,9.0,7.0,147.0,0.0,,,,20.0,251.0
2018,,,,,2.0,0.0,,,,,,1.0,,33.0,,,,,,,,,,,,,,0.0,0.0,,110.0,,,,,,,9.0,,,,5.0,2.0,,,0.0,,,,2.0,,,7.0,6.0,,,0.0,,,,,,3.0,,,,,0.0,,,,,,,625.0,2.0,,,,12.0,,,24.0,,,,,,,,0.0,15.0,,,,,,,,,,,,,94.0,,20.0,,,,0.0,2.0,,,,,0.0,,,,,,,,3.0,,,,6.0,,,,,,1726.0,,,,302.0,,,,0.0,86.0,2.0,,,,0.0,,,,,,,,0.0,,,53.0,,,,,,,,,,,,,,,,0.0,,,,7.0,,,0.0,,177.0,,,,,67.0,,,0.0,49.0,,
2019,,,,,,0.0,,,,11.0,,,,94.0,,356.0,,,,,,,,,,,,1.0,4.0,,81.0,,,,8.0,,,6.0,,,,1.0,,,,,,,,8.0,,,1.0,8.0,0.0,,,,,,,4.0,,7.0,,4.0,,,,,,0.0,,,172.0,,,,,2.0,,,102.0,,,,,,,20.0,,3.0,,,,,,,0.0,,,,,,8.0,,4.0,0.0,,,0.0,,648.0,,,,,,,,,,,,,,28.0,,,,,,,,2514.0,39.0,,,92.0,,,4.0,,5.0,2.0,,,,,,,,,,,,,,,6.0,,1.0,,,,,,,,,,7.0,,,,,,,,2.0,0.0,,,,139.0,,,,,4.0,,,,,4.0,628.0
2020,13.0,,,,0.0,0.0,,,0.0,,2.0,0.0,,26.0,,,,,,0.0,,,12.0,,,,,0.0,0.0,,26.0,,,23.0,,,0.0,0.0,,,1.0,0.0,,,,6.0,,,,17.0,,,8.0,18.0,,,2.0,,,,,,,,,164.0,,,129.0,,39.0,,,,121.0,,,,,11.0,,,2.0,,,,44.0,,,29.0,2.0,,,,,4.0,,,,,,,,,4.0,,42.0,,,,0.0,,,,,,,,,,,,20.0,,,,,,,,,,,,1758.0,107.0,83.0,,190.0,,,3.0,1.0,,,,,,,,,,,,,,48.0,,33.0,9.0,,,1.0,1.0,,,,,,,,13.0,,,,0.0,,2.0,0.0,1.0,,8.0,,0.0,175.0,,,,,305.0,3.0,,,,10.0,
2021,,,,,,,,,1.0,,,0.0,,3.0,,,,,,,,,,0.0,,,,1.0,0.0,0.0,55.0,,,,,,,0.0,,,6.0,1.0,,,,2.0,,,,5.0,,,6.0,0.0,,,1.0,,,,,10.0,,,,,,2.0,,,0.0,,226.0,0.0,249.0,0.0,12.0,,,,,,23.0,,,,1.0,,,0.0,0.0,,,,1.0,0.0,0.0,,,,,,,,2.0,0.0,38.0,,,,12.0,,11.0,,,,,13.0,,0.0,,,,,0.0,,,1.0,20.0,,,,,,1893.0,23.0,,,567.0,0.0,,4.0,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,2.0,,,41.0,,,,,18.0,0.0,,1.0,,494.0,0.0,,,,11.0,,,,,27.0,3.0
2022,,,,,,,,,,0.0,,2.0,,35.0,,,,,,0.0,,,,,,,,17.0,,,24.0,,,0.0,,,0.0,6.0,,,1.0,7.0,,,1.0,2.0,,,,,,,1.0,6.0,,,6.0,,,,1.0,,,,,4.0,,,5.0,,,,,,20.0,1.0,,1.0,,2.0,,,27.0,,,,16.0,,,12.0,,,,,,3.0,,,,,,,,,190.0,,38.0,,,,,,115.0,,,,1.0,71.0,,,,7.0,5.0,,4.0,0.0,21.0,0.0,,,,,,,1583.0,22.0,,,521.0,,,7.0,25.0,,,,,,0.0,,6.0,,,,,,,,11.0,,,,,,0.0,,,2.0,,,,2.0,,,,,,,,0.0,,,,,305.0,,0.0,,,30.0,,,,,,0.0
2023,,,,,15.0,0.0,,,10.0,,,2.0,,16.0,4.0,,1.0,,,,,,47.0,0.0,,,0.0,,2.0,,62.0,,,,,,,0.0,,,,4.0,,,,3.0,,,,1.0,,,0.0,2.0,,0.0,0.0,,,,,,,0.0,,,2.0,0.0,5.0,1.0,,,1.0,,79.0,,6.0,3.0,,10.0,,,8.0,,,,0.0,,,2.0,,,,12352.0,,9.0,2.0,,,,,,,4.0,70.0,,104.0,,,156.0,3.0,,183.0,,,,1.0,1209.0,,,,,,,1.0,,,11.0,,,,,,,14678.0,1.0,,8.0,38.0,,,,,,,,,,0.0,2.0,15.0,,,,,,0.0,15.0,3.0,,1.0,0.0,1.0,,,,,,,,,0.0,,,,,,23.0,,3.0,,,12.0,2.0,142.0,0.0,,,,6.0,0.0,,,7.0,6.0,2.0
2024,,,,,1.0,,,,,,0.0,,,,,,,,,,,,4.0,,,,,,6.0,,,2.0,,,,,,,,,,,,,,,,,,3.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,22.0,,,0.0,,,5.0,,2.0,,,,2.0,,,,,1.0,,,,,,,,,,,,,208.0,10.0,,0.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,92.0,,,,,,,,,,41.0,
