Date,ABW,AGO,ALB,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CUW,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FJI,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRL,GTM,GUM,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KOR,KWT,LAO,LBN,LBY,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MNE,MNG,MNP,MOZ,MRT,MUS,MYS,NAM,NCL,NER,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PLW,POL,PRI,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TUN,TUR,TZA,UGA,UKR,URY,USA,UZB,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
1983,,,,,16123062538.0,,,,45450121227.0,45197819831.0,,,98344928055.0,331709645.0,260260079.0,1067639541.0,62956829562.0,,,,,129296958.0,,2001293574.0,90585299618.0,,,1874979226.0,,124096461825.0,121540690836.0,9077554400.0,,,2564680978.0,1693240888.0,2689275057.0,6681567191.0,36365627.0,,2151873184.0,4374776471.0,,3290736104.0,,279630591134.0,,44871754212.0,5646551634.0,24431696807.0,6088521269.0,7462373759.0,75339272191.0,,,20646925174.0,,193292115787.0,,,3543630122.0,214256561675.0,,,,,,,13529336362.0,,4175927629.0,,42932204216.0,3811281537.0,,,,28622180022.0,17273202306.0,16250109206.0,41155286304.0,,2556185411.0,14121731965.0,174474314079.0,,,187653210243.0,,2814065198.0,,,32809388.0,22775934444.0,,,,,,10547078.0,,13615485521.0,,4288124717.0,6568826920.0,,651743668.0,,63648498549.0,,,261788549.0,,,,,,1309559697.0,1134203548.0,18963814573.0,1402947613.0,,,925482963.0,123543363810.0,52980923829.0,,,13428892122.0,,,4048927928720.0,5971645974.0,,10085364673.0,13179572691.0,,,,14854849303.0,1029648684.0,,,,,,171310819.0,,27636268657.0,2260777965.0,32687214736.0,110734734.0,92534181.0,1836572079.0,,,,,,,50449827461.0,,93641677.0,4578792640.0,,743378147.0,14049951871.0,,,,,3699766611.0,,,265921485.0,,2446913391.0,289805318371.0,,,,,,,32797415043.0,,1903490281.0
1984,,,,,15705233732.0,,,,48918568656.0,48958411972.0,,,104709745692.0,455111528.0,296155861.0,1057554190.0,68782234286.0,,,,,180179849.0,,1879905054.0,117158119087.0,,,2021732180.0,,147243331150.0,140616051461.0,9282912570.0,,,3700169350.0,2851031110.0,2952621707.0,7370115461.0,37860349.0,,2394497518.0,4667087011.0,,3787588366.0,,304394919491.0,,46373030596.0,5933307728.0,25824303655.0,6255395242.0,7895672880.0,84408910955.0,,,21994983550.0,,206464281127.0,,,4375947412.0,228699700509.0,,,,,,,15010071795.0,,4040924043.0,,51042649720.0,3794959132.0,,,,30493935322.0,18533775038.0,18946050219.0,32663055252.0,,2617687474.0,16034372694.0,187912740155.0,,,216464214997.0,,2838676578.0,,,50653494.0,25650325721.0,,,,,,12465315.0,,16070145023.0,,4753616825.0,6937759606.0,,870617928.0,,67310478641.0,,,341385430.0,,,,,,1223505483.0,1180953872.0,21577638092.0,1429348269.0,,,732842475.0,133105947060.0,57034783559.0,,,14687905917.0,,,4437541206810.0,5751166811.0,,10834553378.0,13895290930.0,,,,16583232741.0,1292386206.0,,,,,,195908020.0,,26191756807.0,2093793310.0,35505609804.0,110924674.0,112107370.0,1740811614.0,,,,,,,54023001812.0,,115845060.0,4371397899.0,,744975825.0,16474715605.0,,,,,3799635193.0,,,296880511.0,,2307387266.0,316363168309.0,,,,,,,33671876838.0,,1867183875.0
1985,,,,,18148029532.0,,,,56471231963.0,53342343700.0,,,105058012135.0,581031716.0,292949471.0,1141087982.0,77435502584.0,,,,,166938833.0,,1527572278.0,108859907004.0,,,2199784138.0,,153928468624.0,151851235479.0,10426629731.0,,,4029940737.0,3044523348.0,2760779776.0,8427863939.0,38723707.0,,2298890216.0,4779471579.0,,3746616026.0,,327095556526.0,,49203286076.0,5935320264.0,26495734918.0,6723145534.0,7982567555.0,84972063572.0,,,22134782155.0,,210801133751.0,,,4073643491.0,242085931997.0,,,,,,,15284924638.0,,4169498900.0,,53676325057.0,3895880566.0,,,,28114113613.0,17363383662.0,20192573218.0,29583544879.0,,2906958014.0,17643091667.0,194630132202.0,,,227898071335.0,,3029365550.0,,,33975536.0,25982346738.0,,,,,,14572799.0,,17483852624.0,,4551313384.0,7053703275.0,,877475851.0,,64307527000.0,,,353766872.0,,,,,,1349603403.0,1322017898.0,21674194275.0,1800850733.0,,,647060302.0,139038191843.0,61206944304.0,,,14931586326.0,,,4590265534763.0,5730460826.0,,11279051398.0,11581601757.0,,,,17688657802.0,1754676134.0,,,,,,247504903.0,,22508005838.0,1797678617.0,34341970796.0,107315823.0,114953650.0,1650628443.0,,,,,,,54709158926.0,,131863417.0,4784529171.0,,769756563.0,18087414907.0,,,,,3925297699.0,,,286602886.0,,2345756950.0,317232596819.0,,,,,,,37065023881.0,,1996859363.0
1986,,,,,16284164980.0,,,,58607879818.0,51180783660.0,,,107933841028.0,450940224.0,307757695.0,1127973463.0,77943549006.0,,,,,192509106.0,,1819834784.0,83343474551.0,,,2407240001.0,,160894682255.0,154169561468.0,11479076341.0,,,3471744052.0,2862622619.0,2664858812.0,10172872994.0,39446761.0,,2382292330.0,4852042902.0,,3683342679.0,,323202682095.0,,49879458328.0,5530486439.0,26416248528.0,7504184123.0,8130523352.0,85170445973.0,,,22702853344.0,,209318354938.0,,,3698315505.0,252166920239.0,,,,,,,17860274411.0,,3586320073.0,,60726927745.0,4154052040.0,,,,32390928097.0,18306628821.0,20775311640.0,24758188536.0,,3079820893.0,18580232506.0,197907380231.0,,,216536915817.0,,3325391231.0,,,36079671.0,35082728938.0,,,,,,16681897.0,,18005068178.0,,5029370922.0,7017132092.0,,848421983.0,,67195308625.0,,,308951039.0,,,,,,1380453454.0,1678539945.0,24228859785.0,2012994126.0,,,532992583.0,141884390535.0,62567159214.0,,,15617598830.0,,,4672164566737.0,7610532142.0,,9774490864.0,13511474570.0,,,,18883642228.0,2404918893.0,,,,,,251351815.0,,22366325177.0,1882135659.0,38757878275.0,131628080.0,140510042.0,1436220538.0,,,,,,,56612921267.0,,198661547.0,4364824279.0,,848024774.0,20875852386.0,,,,,4130458054.0,,,291407768.0,,2728152245.0,335842133412.0,,,,,,,35697177409.0,,2412304903.0
1987,,,,,15717150490.0,,,,64483089143.0,52937220053.0,,,113293965312.0,422877126.0,386021838.0,1149409287.0,85962836045.0,,,,,224923982.0,,1839941577.0,92067897852.0,,,2834262659.0,,166046417265.0,150530147184.0,12252796883.0,,,3053989112.0,3090627268.0,2675322916.0,10965172593.0,40092894.0,,2881348886.0,4770555227.0,,4187974205.0,,325594693361.0,,52329651622.0,6252709978.0,28001221739.0,6743427418.0,7548094181.0,89654869783.0,,,23458431076.0,,215588658599.0,,,3462754008.0,266940584062.0,,,,,,,18920680936.0,,3802142158.0,,77613873816.0,4254706870.0,,,,37127641469.0,20636564457.0,23625530894.0,36137860526.0,,3180418269.0,20507299780.0,206049278510.0,,,216757496718.0,,3334021621.0,,,30935754.0,43655502773.0,,,,,,15706179.0,,18602811048.0,,5904381853.0,7616734379.0,,881752929.0,,73572315312.0,,,324995393.0,,,,,,1261973432.0,1984043158.0,27755888794.0,1828202823.0,,,521269181.0,147255514527.0,63161392966.0,,,16758953561.0,,,4968519971347.0,8523007391.0,,9424800768.0,14356039287.0,,,,21001070390.0,2543127876.0,,,,,,279115325.0,,20871327525.0,1750288750.0,44237121088.0,139415600.0,123672890.0,1611356968.0,,,,,,,58897994825.0,,207539336.0,5210985349.0,,880099932.0,25427959924.0,,,,,4682711576.0,25245342254.0,,287038850.0,,2497153209.0,380773068867.0,,,,,,,37356772569.0,,2361904624.0
1988,,,,,18659332788.0,,,,69932525486.0,57308213620.0,,,124207343171.0,345895078.0,373670368.0,1272161909.0,75004370423.0,,,,,243281534.0,,1963381530.0,109582957525.0,,,3264690620.0,,181130270466.0,161964992373.0,13668693586.0,,,3194465177.0,3147272495.0,3024126426.0,10992674054.0,41170399.0,,3093706820.0,4795598504.0,,4754841555.0,,344027231777.0,,57136660524.0,5630453150.0,28113226237.0,9266785756.0,8391951529.0,93076982924.0,,,24286127302.0,,234125817325.0,,,3576608732.0,268531713143.0,,,,,,,18519023419.0,,4016127466.0,,93951011319.0,4216621258.0,,499392982.0,,37518029141.0,22178747994.0,25757553419.0,41205271360.0,,3065771502.0,20186856056.0,216740114405.0,,,231501718827.0,,3487629446.0,,,24798219.0,48315910703.0,,,,,,32768518.0,,20662628462.0,,6241706563.0,9224058831.0,,835426136.0,,77812278288.0,,,313102561.0,,,,,,1344955063.0,2224071911.0,30780853656.0,1744925204.0,,,503414539.0,160362747350.0,67079714856.0,,,17115149927.0,,,5401888146525.0,8155446780.0,,8796183011.0,16479248218.0,,,,22719635901.0,3535229976.0,,,,,,221543924.0,,18943140926.0,1759678049.0,57377120724.0,153471124.0,82181337.0,1463712838.0,,,,,,,60863361370.0,,237314303.0,5847205139.0,,959238520.0,32337007399.0,,,,,5686952518.0,29894642045.0,,297956507.0,,2674580460.0,465160992769.0,,,,,,,40408761871.0,,2505476357.0
1989,,,,,20045781619.0,,,,70657255196.0,63350832444.0,,,134332373726.0,352656992.0,306012553.0,1385399374.0,64479741301.0,,2796453960.0,,,267745544.0,,2446563857.0,86553569636.0,5924416227.0,,3151102185.0,,182747122365.0,171331466177.0,15870855904.0,,,3934694306.0,2959375656.0,3256080854.0,11916594355.0,39860902.0,,3590975747.0,4553539111.0,,5548871245.0,,379391447611.0,,59833600938.0,5535614226.0,30362284941.0,9390334563.0,9790610118.0,94409670285.0,,,24696647454.0,,257281622748.0,,,4920879675.0,280764952986.0,,,,,,,18878838704.0,,4549713100.0,,100522564174.0,4431532923.0,,549473198.0,,41437336777.0,24835569802.0,28413831415.0,44718712523.0,,3155990308.0,20989617180.0,235221547622.0,,,253684556721.0,,3815748368.0,,,24163011.0,46544571942.0,,,661467608.0,,,41035702.0,,23263729318.0,,6672929313.0,8686175877.0,,1162727184.0,,79578218600.0,,,365766067.0,,,,,,1222464206.0,2293086520.0,35457633410.0,1767914800.0,,,631819900.0,174172641765.0,74573855521.0,,,16776689742.0,,,5757809941290.0,9278834599.0,,10451199598.0,17860140976.0,,,,25492445190.0,3881864289.0,,,,,,232928697.0,,16677845134.0,2043222424.0,63050788282.0,159169309.0,117860063.0,1264856066.0,,,,,,,62797227210.0,,324368430.0,6897918304.0,,865512142.0,39301695508.0,,,,,5968833262.0,29817229249.0,,315391366.0,,2875279420.0,527609186400.0,,,3815984396.0,,,,41290125248.0,,2536204406.0
1990,,,,,23656348273.0,,,,73957224713.0,68781405428.0,,,140476623010.0,616946150.0,388347995.0,1631812432.0,18470314976.0,,2816819067.0,,23356259425.0,300330310.0,,2717359950.0,76143288422.0,6000104253.0,127304600.0,3142897122.0,,191159303917.0,174667394297.0,17238476582.0,,,3548050088.0,2930362295.0,3484006513.0,14013143817.0,41890376.0,,3874715536.0,4390486269.0,,5919695268.0,21319477488.0,422447622241.0,,63766420017.0,5485525369.0,31394602699.0,9449452271.0,10489939412.0,98839698119.0,,,25043924777.0,,266462623422.0,,,5496434934.0,295592422368.0,,,,,,,18223975532.0,,5162280456.0,,107549324243.0,4453296129.0,,551332709.0,,41624238300.0,27593415338.0,30894336359.0,53934611511.0,,3155178891.0,21378334154.0,249795485255.0,,,272528113743.0,42200864237.0,4675834063.0,,,20628617.0,48912575903.0,,,641473817.0,,,40582332.0,,24563524734.0,,7150187234.0,10179690320.0,,1057392093.0,,82478796895.0,,1456073773.0,379922459.0,,,,,,1088348030.0,2481100585.0,41775882054.0,1572715875.0,,472119083.0,732649313.0,184028334823.0,80616389409.0,,,18338927195.0,,,6047922820276.0,9383219057.0,,9230719329.0,18276700398.0,,,,27911201407.0,4552880608.0,,,,10397810932.0,239245934381.0,224735356.0,,12757956623.0,1950364099.0,71296055861.0,150242152.0,95802781.0,1567088989.0,,,,,,14483615421.0,64246642204.0,,331720277.0,8446982910.0,,797028537.0,44565827375.0,,,,,6231534174.0,30757020773.0,886684126.0,331119472.0,124825565123.0,3269232476.0,577393646354.0,,,4309214638.0,,,2562970767.0,41110997827.0,,2534993305.0
1991,,,,,22799008061.0,,,,82282231053.0,70801719420.0,,,144768732282.0,723640631.0,386743400.0,1581364164.0,10062654422.0,,2647121552.0,,23099341130.0,293493523.0,,2915558757.0,81436352416.0,6526257844.0,146465918.0,3253162674.0,,194343885148.0,171940462717.0,19381802855.0,,,3402579940.0,2428843475.0,3275264439.0,15688985319.0,39630140.0,,4219666189.0,4235652065.0,,5418693786.0,20029751602.0,469021448199.0,,67700084158.0,5847570047.0,31112053705.0,11025146607.0,10839604054.0,106991013720.0,,,23066773226.0,,283753300553.0,,,5656539167.0,296082881805.0,,,,,,,18975403291.0,,4692982227.0,,122437116257.0,4363522902.0,,496638062.0,11692433455.0,49899245554.0,30259570137.0,32656145473.0,62920504698.0,,2968720466.0,20769927415.0,244931489635.0,,,287326861472.0,38402786455.0,4617751205.0,,,23558916.0,54890457379.0,,,722244848.0,,,50451926.0,,26819776541.0,,7120372892.0,10399228825.0,,1080158723.0,,86260212568.0,,1090607867.0,414098562.0,,,,,185482131.0,1156914817.0,2589178283.0,48364081445.0,2025961249.0,,408755300.0,615727224.0,196189061140.0,85609465722.0,,,20032706441.0,,,6227038102291.0,12523334884.0,,9763842148.0,19449083287.0,,,,28235538699.0,4860896163.0,,,,8534917195.0,167529457132.0,207743473.0,,11682651773.0,1818523018.0,77418362337.0,158789430.0,144318438.0,1534531651.0,,,,,,11565714162.0,62983691316.0,,353569536.0,9822586866.0,,832894799.0,51313102519.0,,,,,6176771332.0,31716978195.0,793365218.0,312836801.0,103355567943.0,3358206413.0,622442807363.0,,,5595827452.0,,,4311088497.0,40475660159.0,,2423961680.0
1992,,,,,22564247943.0,,,,90061973284.0,71735867311.0,,,150077144900.0,875446744.0,336974501.0,1926822526.0,10636434906.0,,2615739849.0,,15245564024.0,380418393.0,,2948003251.0,101519482876.0,6920567839.0,146993542.0,3103555617.0,,208892517686.0,178725872606.0,22081070897.0,,,3582916701.0,1414752892.0,3298536004.0,16565352927.0,43010956.0,,4939871231.0,3985063861.0,,6494860703.0,21942551344.0,467411196332.0,,67883427644.0,6435585210.0,32325421218.0,11633322956.0,12238262648.0,115023938779.0,,,25459992081.0,,300416605817.0,,,5800950719.0,309494924009.0,,,,,,,20876960137.0,,5133810311.0,,144036879861.0,4711734210.0,,374412506.0,11938166756.0,57216670930.0,31740244814.0,37191414617.0,63852153015.0,,2909882427.0,23686700207.0,262778914683.0,,,300563367703.0,33986466014.0,4581752960.0,,,22786971.0,61545555626.0,,,1437968180.0,,,66724999.0,,27552239089.0,,7697011950.0,10901279887.0,,1085717557.0,,87712634493.0,,1325048054.0,389232639.0,,,,,204758567.0,1115782262.0,2674941612.0,54455921350.0,2154029394.0,,378694245.0,654913791.0,201963692901.0,89638772412.0,,,20951278400.0,,,6433586640763.0,14254182573.0,,10190477807.0,20437538168.0,,,,29149665844.0,4925552876.0,,,,8782240418.0,119487924441.0,190085282.0,,14270714021.0,1784275455.0,83025475969.0,179682779.0,135699419.0,1633195891.0,,,,,13406771252.0,8848370750.0,64342414543.0,,333742460.0,9667129643.0,,669647461.0,58398115078.0,,,,,6672146350.0,35206175417.0,975293599.0,361254803.0,54468384299.0,3664487080.0,662327709509.0,,,6976416531.0,,,4279094652.0,42698126377.0,,2294945074.0
1993,,,,,23463026769.0,,,,96736079225.0,70033459771.0,,,149413329227.0,993600960.0,360084096.0,2242684925.0,10891379098.0,,2723935939.0,,11830559013.0,391650259.0,,3104382996.0,102686256022.0,6727685540.0,83536455.0,3075710345.0,,231441200141.0,177645552494.0,22861462140.0,,,2911689282.0,1289027752.0,3560939611.0,17595691923.0,44303839.0,,5339744399.0,2991783004.0,,6310745373.0,25414561588.0,431839343585.0,,68717879616.0,7000429550.0,31711240433.0,12354930473.0,12391159665.0,124037581623.0,4226407492.0,,29703879031.0,,301304180029.0,,,6528440446.0,323579420710.0,,,,,,,20334816204.0,,5476251998.0,,161545162354.0,4660046589.0,,457649657.0,10727715933.0,60997965635.0,36113921608.0,40798592335.0,69653252828.0,,3099394010.0,26020118659.0,286355758836.0,,,303043457061.0,31675386324.0,6025948743.0,,349056469.0,22464833.0,67738211817.0,,,1679926785.0,,,89324458.0,,28863326802.0,,7887321116.0,10906061429.0,,1144710287.0,,90990714523.0,,1361538691.0,420523616.0,,,,,212452177.0,1072300883.0,2854131294.0,60741515669.0,2384611170.0,,379285167.0,697762391.0,209978658187.0,92427777237.0,,,22448484430.0,,,6655876192031.0,14441961198.0,,10507191234.0,21652432685.0,,,,28195475557.0,6272782274.0,,,,9759355266.0,122012161116.0,156258980.0,,13062445246.0,1674492725.0,97120433509.0,181012347.0,117559402.0,2098951509.0,,,,,13372725081.0,8900282091.0,69364749821.0,,357293236.0,10569136869.0,,648218710.0,65981067387.0,391911711.0,,,,6897015780.0,37911924379.0,1267083993.0,345220596.0,48585798783.0,3980607466.0,685079324883.0,,,7613139520.0,,,5470155573.0,47129783784.0,,2817566761.0
1994,,,,,27051830214.0,1322190455.0,,,105915378450.0,74017024320.0,,,161855909102.0,1017938919.0,497635335.0,2325179155.0,11192890925.0,,2701247336.0,,11688592354.0,418509067.0,,3573036233.0,97966431443.0,6919347077.0,92549773.0,3286250903.0,,261120150957.0,180020567653.0,25519701908.0,,,3228747611.0,1192316220.0,3466988081.0,17603234130.0,41966066.0,,5550198243.0,3264623106.0,,6827823758.0,26377895429.0,465361792745.0,,74377221590.0,7447941351.0,30633057514.0,13947688861.0,12455890927.0,144714245818.0,4375124356.0,,33650416337.0,,325735109134.0,,,6821484408.0,353443425476.0,,,,,,,21836345302.0,,5660333533.0,,176462400550.0,4189417247.0,,303552623.0,12199558410.0,67061888322.0,40824500592.0,46972942733.0,70620348847.0,,3386962554.0,29371126749.0,313923239761.0,,,316522850120.0,28191093830.0,5956314946.0,,606526718.0,21804140.0,79997258947.0,,,1680673907.0,,,105253619.0,,31083019632.0,,8283703352.0,11879903243.0,,1259722786.0,,99856319458.0,,1407979112.0,746973219.0,,,,,276815231.0,1125121524.0,2937472937.0,74047992161.0,2307749166.0,,474182334.0,800120253.0,228182957781.0,100103461910.0,,,24355833911.0,,,7257332268561.0,14891201923.0,,12544874587.0,25719256206.0,,,,30560695753.0,7025580856.0,642283800.0,,,11617133844.0,137350019504.0,60841961.0,,14168482296.0,2489197611.0,115080101103.0,195257823.0,89556270.0,2285221166.0,,,,,15346376673.0,9997483853.0,78798544932.0,,333627156.0,13032526836.0,,636550796.0,74627834760.0,404092219.0,,,60486916.0,7830621650.0,43666898433.0,1413551418.0,454128171.0,53638721900.0,4583433218.0,754275790335.0,,,8831241843.0,,,11653295939.0,48301328923.0,,3082134302.0
1995,,,295304643.0,,33146105665.0,685215191.0,,,110589267019.0,79350243017.0,,,169935671433.0,1000047049.0,497138045.0,3039569681.0,14506503534.0,,2771008689.0,,9117101952.0,397022020.0,,3898836034.0,80957544710.0,8082744681.0,136948577.0,3643966765.0,,284278969583.0,185018059510.0,28322688966.0,,,3726069943.0,1435548683.0,4001465764.0,18230056818.0,43481096.0,,6161740511.0,3406044138.0,,8093846682.0,31342307108.0,495517350653.0,,76398403543.0,8074459785.0,32562939260.0,15392506784.0,13862240137.0,158319502318.0,4611886459.0,,36595063821.0,,353843131404.0,,,7246531458.0,386828555081.0,,,,,,,22491224621.0,,6371296868.0,,193985735756.0,4757981023.0,9288875489.0,410306595.0,16641623476.0,72239852767.0,53641790641.0,56344881850.0,64295404537.0,,3309443295.0,32321898777.0,353423703730.0,,,329763487078.0,29600648521.0,5499987143.0,,871972122.0,23245625.0,98361779119.0,,,2503183049.0,,,112207691.0,5089809415.0,32503783249.0,3895684234.0,8759476267.0,10549598359.0,867045146.0,1303404354.0,,125293817763.0,,1361367170.0,878341133.0,,,,,281124515.0,1169748721.0,3137727125.0,88090844308.0,2527819659.0,,463240412.0,976726899.0,249195919427.0,105495711521.0,,,25275883575.0,,,7930145386834.0,14433250554.0,,13234980092.0,28588236690.0,,48740071627.0,,33261652951.0,8246591999.0,814235000.0,,,15390513135.0,153196837977.0,66056771.0,,14387842235.0,2517752184.0,139347480588.0,220139892.0,57220974.0,2557156625.0,,,1087208521.0,,16044338694.0,10106454174.0,87656276172.0,,338035908.0,13381757787.0,,767680217.0,86098462533.0,373000989.0,,,68641922.0,7935119828.0,47153493754.0,1927308972.0,584154967.0,54228747835.0,4498311870.0,850397337250.0,3113240254.0,,10597490212.0,,,14081383209.0,53584240449.0,,3097148371.0
1996,,,341321532.0,,35680720379.0,739059772.0,,,121603968269.0,83030892883.0,,,178390183520.0,972220628.0,404126301.0,3285026925.0,18851478197.0,,2871186777.0,,9828234729.0,418020725.0,,4057466392.0,80617632718.0,7804408217.0,146784642.0,4134821365.0,,301207835835.0,190603001150.0,31660509295.0,,10958969740.0,4364969270.0,1656623131.0,4167742354.0,19980692461.0,42919464.0,,6547253387.0,4244335735.0,,8612927968.0,32127803727.0,524062656695.0,,79959674627.0,8622234409.0,35005160317.0,15065786598.0,14109029988.0,174133436068.0,4730556130.0,,38704248183.0,,367934928061.0,,,7422619869.0,414299929336.0,,,,,,,23331613693.0,,6924717268.0,,206155798964.0,5141557538.0,10844404788.0,522320918.0,18168857794.0,77701199408.0,57015714674.0,63343805674.0,64743025928.0,,3577189360.0,34318878127.0,358757694240.0,,,345699837425.0,30192661492.0,5750727883.0,,719658697.0,15698522.0,108384746485.0,,,3405733883.0,,,168183448.0,6405302910.0,34512197241.0,4620307051.0,8709100311.0,11236632131.0,794082851.0,1357922175.0,,146997561776.0,,1185877478.0,892178433.0,,,,,396927295.0,1157566038.0,3468699173.0,96219827786.0,2597640004.0,,579359512.0,1135226120.0,259306309532.0,116123964122.0,,,26337821448.0,,,8425507440856.0,14721130179.0,10792719123.0,14412865496.0,32743786723.0,,54263138347.0,,35158950172.0,7534593875.0,781964900.0,,,16327118882.0,158734153289.0,93847658.0,,16156262737.0,2298395010.0,152371029040.0,252429606.0,100934525.0,2795925532.0,,,2427349054.0,,15677382965.0,10406802712.0,91422113365.0,,423608570.0,15181982045.0,,840362678.0,82238087090.0,362589516.0,,,83805557.0,7873611412.0,57508110892.0,1947451390.0,743157616.0,63393406173.0,4960830559.0,907709520586.0,3222612549.0,,13140887862.0,,,12472992143.0,57444357266.0,,3349193030.0
1997,,,278946713.0,,40025718989.0,688211595.0,,,134839098509.0,92187392204.0,,69521594.0,195320410706.0,1064221203.0,432739594.0,3755369819.0,20189354353.0,,2230552110.0,,13160006761.0,473203367.0,,3971845010.0,89501122429.0,7408877460.0,176027197.0,4669922926.0,,327204537342.0,218793022898.0,35648774149.0,,11900183634.0,4659125405.0,1290307092.0,4664465311.0,20610363624.0,44649262.0,,7116567046.0,4035903774.0,,8610988594.0,34557915958.0,587594276245.0,,83565776185.0,9625928045.0,37210486691.0,16118275262.0,13975419224.0,199192122193.0,5933405926.0,,44133094217.0,,415097649538.0,,,7673352720.0,465308126910.0,,,,,87781480.0,,28749676995.0,,7485812359.0,,219089155562.0,5209567556.0,11570486372.0,596893967.0,22303586107.0,83761872775.0,55688288351.0,74459665329.0,61189371686.0,,3748389389.0,37675322726.0,376448113888.0,,,384020605204.0,30554973429.0,5138529493.0,,979490944.0,23116530.0,128667649613.0,,,4327595388.0,,,183979055.0,7937463329.0,39162541245.0,5209301187.0,8558200907.0,11975599318.0,807273346.0,1307566391.0,,159731125222.0,,1533346179.0,1246726416.0,,,,,430878556.0,966772300.0,3591048100.0,101502912205.0,2527429880.0,,552821030.0,1298276386.0,284286257912.0,125082484336.0,,,27236440358.0,,,9238884751883.0,13758961075.0,11558335793.0,16300779810.0,38209595756.0,,60883936861.0,,37725346004.0,7108435116.0,945341900.0,,,18150621127.0,157940236135.0,122387295.0,,16452430158.0,2210114744.0,167960140381.0,274842466.0,74755243.0,3598232982.0,,,3667251215.0,,17862780709.0,11617595057.0,104067325816.0,,495934535.0,17479610195.0,,840362678.0,89682232210.0,408092684.0,,,79233949.0,8669782109.0,68505879943.0,1714068286.0,962356721.0,59970162276.0,5606815693.0,997910374423.0,3326858309.0,,15243429921.0,,,12368097236.0,60486457112.0,,3533992131.0
1998,,,373324097.0,,44277808443.0,687729123.0,,,141013264562.0,99425475511.0,,58611694.0,203402309482.0,1182195665.0,587141869.0,4216061642.0,16682806575.0,,2202988550.0,,12067726475.0,497132124.0,,4229317059.0,93894021283.0,6671529917.0,189936412.0,3820298009.0,,358353543591.0,224541092033.0,37940366980.0,,12293927024.0,4329442568.0,1601949103.0,5082830715.0,22130476117.0,45221964.0,,8145541922.0,4268324068.0,,9112422453.0,37888631503.0,631802916731.0,,86993832905.0,9915358402.0,37843062450.0,15354814371.0,13604642800.0,215381499292.0,6714297028.0,,48048565045.0,,450737439079.0,,,7195556274.0,479405893212.0,,,,,70409480.0,,30084630709.0,,7665046526.0,,207208280235.0,5291179575.0,11545322352.0,735828878.0,25741335456.0,93129109602.0,63420229533.0,91414389672.0,62624719052.0,,3801748682.0,40249643556.0,386051647864.0,,,374713247870.0,26918931591.0,4887545799.0,,950492782.0,21306952.0,147407605536.0,,,4548302753.0,,,234005253.0,8238752415.0,45520839713.0,5455111618.0,8348129744.0,12629709638.0,594050573.0,1249476035.0,,172873786233.0,,1662952582.0,1217131090.0,,,,,483803104.0,888757120.0,3890122825.0,102001447473.0,2509817490.0,,615709422.0,1374641294.0,302975262521.0,126722455283.0,,,28166836438.0,23797643123.0,,9628135071810.0,12970576446.0,11473603617.0,17350880621.0,30600478723.0,,69555988857.0,,40779053884.0,8075719986.0,1107471800.0,,,17860797742.0,160940695449.0,124712971.0,,25039808970.0,2499705539.0,160540941574.0,320238013.0,63767298.0,3705361010.0,,,4749272330.0,,17454992826.0,12526306673.0,113320754108.0,,474737428.0,17567376902.0,,831118685.0,99360218564.0,377603863.0,,,78719418.0,9118240851.0,77639317654.0,1825189201.0,818913358.0,60689804181.0,5651164618.0,997048269597.0,2813686034.0,,18139681606.0,,,9591297040.0,62449973115.0,,3509996647.0
