Date,ABW,AGO,AIA,ALB,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FJI,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,POL,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCD,TGO,THA,TJK,TKM,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VNM,YEM,ZAF,ZMB,ZWE
1972,10711.146,5515.5396,13996.467,3379.14,,4608.187,,7687.243,24904.064,18335.816,,848.6882,19891.111,2328.5566,1267.7958,1471.0548,6407.338,22274.97,25910.205,,,4171.554,19782.22,2106.8386,4998.383,16936.445,,2057.0989,1555.6604,1310.7615,25606.2,36698.902,8360.934,717.166,2794.9607,1966.363,2835.7517,3092.0288,6449.7817,3687.033,1842.3947,7872.679,,34834.59,9700.021,,19044.648,11075.372,6107.5674,23476.057,4325.7476,9416.948,10303.217,1775.6409,14600.817,,754.5819,18986.979,5669.0205,20888.219,8968.626,19273.443,,4106.513,3214.6057,2931.16,,2269.123,14449.018,2698.236,3727.2778,4268.6714,13472.516,2717.3489,,1567.028,7404.7236,1642.7975,1657.7422,11319.462,9292.033,5876.6616,23090.68,18466.818,15388.456,8810.46,4443.5034,16304.634,,2340.1458,,1676.272,5560.287,3164.4536,136960.31,917.055,8859.075,2277.699,5826.514,3638.9124,1693.6298,,26956.436,,7321.4087,2695.4658,,1968.3188,3191.217,11532.008,,605.5602,5216.3433,776.0518,,1568.4202,,4599.362,17683.008,5775.505,1508.465,5787.0366,6975.0396,2200.4438,3558.1196,7561.2427,23206.941,18600.05,877.79266,20428.254,9027.621,2079.1838,6568.359,4410.4414,2817.3977,7236.419,10644.732,3516.4133,2004.9441,113945.57,4153.566,,1122.367,55879.64,1638.9198,2501.3984,10542.626,1568.2151,2959.745,643.73895,,,2450.7368,5307.278,,,23130.902,3076.3315,,16902.703,5079.4443,2354.7344,2117.5989,2977.376,,,19792.531,3802.9868,8133.5044,7405.4004,1900.1711,1158.8688,,8867.15,30012.016,,5330.207,10823.573,7526.9224,,,9772.779,2636.1514,3809.7583
1973,11556.387,5752.167,14486.848,3432.5637,,4792.1357,,8305.403,25600.508,19138.46,,918.6387,21228.389,2438.8672,1170.9346,1216.706,6910.8096,23715.49,27338.178,,,4804.336,19131.186,2202.6619,5463.3228,16453.635,,2018.8203,1826.5364,1433.0538,27113.926,37531.78,8006.1206,755.50946,2827.3965,1984.8823,3041.129,3464.2512,6987.3945,3825.2012,1856.9521,8206.649,,37673.984,9561.438,,20054.88,10747.637,6516.32,24365.65,4622.1406,9872.377,8492.256,1719.8895,15521.367,,753.2149,20177.898,6244.0723,22260.271,10176.67,20548.068,,4480.737,3207.2793,3102.7175,,2493.2283,15461.877,2949.0972,3857.592,4392.6733,14660.481,2840.5344,,1696.1798,7701.112,1803.6241,1717.3057,11790.483,9157.134,6925.1094,25384.844,19546.266,16455.86,8798.802,4070.173,17388.314,,2451.6243,,1344.9092,5827.3257,3794.9744,118259.79,974.10785,9338.872,2345.5024,5923.221,3790.1663,2023.3882,,29853.764,,9867.678,2703.577,,1849.9857,3100.0527,12124.737,,613.44586,5712.1255,763.84766,,1659.7446,,4328.146,18084.787,5993.583,1439.3143,6347.3384,7040.4756,1831.5404,4137.6626,8344.692,24786.01,18987.22,847.7005,21561.86,7539.2495,2124.7961,6715.5493,4651.3145,3007.595,7487.109,11634.444,3609.5667,1867.2185,114267.555,4541.426,,1139.1147,62946.47,1571.4313,2333.146,11489.435,1594.9967,3066.9407,658.2119,,,2501.6401,5736.455,,,24098.488,2916.4915,,17376.93,4490.0684,2169.979,2024.9556,3157.0188,,,19419.266,3748.98,8311.699,8301.472,1972.2623,1174.5741,,9026.4795,31520.744,,4746.8804,11744.561,7871.358,,,10728.549,2576.464,3858.277
1974,12434.915,5583.6177,14358.861,3494.8079,,4938.9688,,8261.273,24406.877,19769.162,,896.26404,22147.588,2590.4087,1239.5376,1204.7405,7446.182,27909.21,23607.15,,,5402.492,15359.209,2292.5447,5832.684,14853.954,97883.72,2047.43,1950.3563,1270.5504,27490.379,37861.414,7509.3916,761.05023,2922.584,1946.9025,3124.6677,4055.3567,7376.1733,3812.7612,1886.5204,8258.965,,39280.848,9462.17,,20400.031,9564.899,6022.4136,23928.467,4485.3496,11919.771,7609.387,1816.2021,16068.449,,748.35095,20763.35,6357.508,23243.248,12943.155,19896.566,,4917.0127,3304.811,3190.3323,,2632.754,14496.705,2778.7896,3941.4531,4614.9033,14368.584,2689.2383,,1873.2438,8051.2505,1914.917,1670.3503,11903.004,10353.853,7857.938,26907.05,20091.197,17482.783,8420.203,4118.725,17075.377,,2700.15,,1224.6005,6110.611,4445.0825,101302.414,984.90717,9076.511,2432.9966,5947.759,3924.0852,2106.4038,,31878.127,,11585.098,2846.439,,1798.6738,3086.6692,12515.633,,599.9322,6560.578,770.2021,,1683.3467,,4654.5273,18747.4,5879.0073,1493.0422,6846.5264,7321.9824,1979.1813,4419.2334,9369.212,26152.629,20416.506,868.0895,21936.467,9319.466,2145.7122,6924.3154,4935.436,3143.873,7952.3203,11696.622,3736.466,2307.4185,110572.336,5002.4336,,1132.9355,80001.875,1827.922,2480.7559,13607.06,1605.805,3137.819,706.86536,,,2595.2944,5207.737,,,24571.947,3166.8591,,16609.766,5436.775,2323.607,2157.6182,3203.7358,,,19560.648,4049.5642,9206.077,8613.281,1973.2551,1087.906,,9137.223,30947.998,,4282.5654,13752.866,8488.374,,,11039.489,2475.5183,4089.5684
1975,13418.412,5042.6763,14797.37,3550.2893,,4800.852,,7706.424,24569.543,19980.924,,882.42365,21958.451,2148.8787,1198.685,1134.2646,8176.453,24276.186,17591.963,,,5245.3486,16546.422,2399.3364,5932.795,17592.445,100089.59,1915.3411,2069.4985,1230.0332,27514.01,34711.66,6261.0635,797.81854,2916.6775,1965.1923,2471.0378,3770.7727,7662.681,3924.7866,1551.3236,8338.69,,41048.953,7838.082,,20508.805,10033.952,6315.313,23531.293,4570.8223,12291.335,8309.136,1980.3024,15970.21,,755.23486,20112.611,6359.628,23027.47,13992.466,19562.46,,4237.013,3367.1343,3279.789,2007.293,2874.6284,15228.1875,3264.2173,3970.2322,5142.5176,14225.148,2697.328,,1885.441,8356.386,1967.8678,1792.54,12303.93,9805.835,8685.802,26719.379,20411.736,17485.473,8167.079,3703.242,17699.127,,2452.0054,,1216.3308,6340.4424,5046.8755,84728.125,1027.1708,6119.702,2181.354,5715.875,3751.095,2024.0591,,27412.238,,12346.552,2923.4297,,1752.0673,2779.0225,12850.517,,644.4207,8005.2646,787.0396,,1732.3679,,5121.76,19838.705,5833.465,1522.1392,6482.308,7258.7876,1752.6086,4367.106,8359.196,26323.117,22625.084,862.61224,21200.436,11516.215,2161.742,6866.765,5058.248,3340.122,8316.139,10984.988,3817.28,2190.5388,104714.516,5413.953,,1107.1606,71282.93,2031.3649,2495.1335,13812.187,1570.3632,3244.0022,689.94,,,2688.9282,5764.7495,,,24955.404,4234.749,,17845.861,6235.603,2386.802,2044.4463,3287.8567,,,19669.732,4235.239,9671.098,8502.338,2050.4436,1130.0839,,9430.074,30547.152,,3839.9758,13288.113,8890.24,,,10753.127,2654.4033,3866.6697
1976,14526.074,4745.2246,14983.047,3597.79,,4724.406,,6974.4297,25392.25,20531.479,,938.7359,23371.268,2251.2795,1184.825,1252.2484,8639.501,29426.04,19060.68,,,4774.9224,20767.22,2413.5159,6289.336,13863.933,105668.516,2023.7509,2224.6243,1206.8932,28733.188,34626.918,6418.069,770.30524,3140.475,1823.8259,2186.214,3854.114,7999.5073,3797.9995,1560.2278,8766.832,,43037.62,9937.677,,21705.28,9501.206,6567.7524,24770.03,5062.0317,11924.877,8544.156,1939.0228,16542.658,,764.4738,20116.875,6334.6235,24029.355,16460.186,20539.406,,3747.0745,3546.1633,3123.5474,2032.4502,2953.4807,15968.847,3523.1023,4073.3987,5342.8516,15860.893,2981.56,,2080.6853,9108.921,2081.4377,1731.0515,12652.485,10223.113,9810.132,26577.592,19985.389,18950.646,7644.8076,4324.0317,18696.14,,2442.834,,1296.0093,6833.56,5402.4995,87566.695,1036.7242,2572.6062,2308.8904,7236.7183,3417.6716,2300.554,,28913.943,,12660.028,3163.1475,,1719.0168,2917.417,13216.792,,702.12427,9609.59,811.4594,,1744.9481,,5408.2256,19060.361,7675.7427,1490.0193,7049.6387,7170.207,1843.2439,4465.675,8761.191,27469.996,25242.285,879.29443,21548.232,13106.6,2209.2993,6749.4717,4979.3374,3502.9219,8496.17,11482.796,3998.2798,2508.9473,97012.78,6116.78,,1244.0,79580.73,2242.987,2621.4028,15242.4,1509.8992,3307.9639,589.7743,,,2680.205,6162.6685,,,25061.527,4789.499,,20652.43,5260.8784,2158.4265,2043.1954,3499.1204,,,21558.193,4396.8896,10516.352,9617.977,2170.0396,1155.7764,,9462.26,31966.549,,4451.449,13578.815,8720.307,,,10491.199,2685.7344,3769.7065
1977,15816.413,4847.7393,14990.335,3666.5383,,4958.8022,,7669.6226,25566.44,21393.527,,1034.5493,23716.027,2269.946,1283.8086,1309.9866,9016.75,31313.285,19825.973,,,5060.017,19209.184,2536.6423,6282.159,14059.862,108539.45,2090.7812,2405.693,1256.9583,29406.812,35469.15,6893.0815,819.8089,3242.7556,2014.7179,2219.047,3932.4734,8195.218,3848.2856,1470.3688,9517.196,,45256.832,12424.453,,22572.42,7612.7603,6510.594,25334.213,4892.438,12926.306,8646.011,2028.6394,17077.729,,759.5382,20220.602,6632.6113,24964.527,15475.084,21532.832,,4162.8994,3369.3384,3061.2356,1503.7126,3218.353,16085.082,3234.9888,4315.407,5056.466,17455.31,3227.956,,2131.78,10171.09,2217.242,1680.894,13687.839,12067.292,7841.713,29661.475,19519.229,19917.717,7174.0957,4605.683,19797.422,,2676.4768,,1197.9359,6927.568,5810.441,84565.92,999.45447,5541.273,2418.0132,7857.6313,3261.7664,2470.6467,,28980.357,,13546.52,3180.856,,1695.8966,2992.57,13380.837,,714.867,10460.417,826.6224,,1862.6456,,5210.6504,18857.37,7921.5522,1455.7338,7449.6743,6961.04,2007.3701,4829.1245,9844.652,27806.682,25966.78,880.2439,20626.715,14679.256,2206.429,6561.713,4785.395,3526.9692,8667.396,11939.414,4374.1743,2382.8525,79025.26,6519.106,,1252.0787,78744.77,2439.2078,2563.6018,15897.155,1491.5483,3350.1765,623.8253,,,3138.4622,6638.5493,,,24451.904,4662.0293,,18361.137,3756.5498,2096.206,2366.2417,3794.137,,,22498.402,4486.7725,10166.728,10273.573,2032.306,1168.1958,,9301.138,33146.06,,4327.0093,13673.815,9037.414,,,9991.983,2271.1982,3305.446
1978,17164.326,4188.3613,16051.856,3745.8862,,4811.7847,,7721.665,26442.205,21363.031,,1036.8186,24616.27,2147.7263,1377.8046,1314.9819,9519.809,30921.955,22745.793,,,5147.7437,19582.467,2487.2507,6393.093,13405.672,108508.71,2182.6606,2546.7266,1275.5399,30239.37,36028.465,7316.55,912.96466,3433.1248,2437.1948,2132.497,3668.851,8619.922,3805.1804,1595.0773,9749.912,,47743.027,13727.164,,23373.297,7236.3813,7302.432,26013.586,4803.7964,13997.361,8821.5205,2112.7878,17423.424,,762.6124,21041.533,6791.5845,26018.865,16279.71,23008.275,,4058.032,3549.13,3149.0876,1641.0634,3043.0347,17027.527,3675.8433,4407.833,4828.148,18847.547,3363.671,,2189.8176,11380.742,2334.5557,1609.5375,14767.423,7772.499,9008.217,30869.654,19970.496,21234.527,6742.829,5003.407,21109.164,,2793.3867,,1302.3732,7674.906,6254.3633,79854.45,997.96924,4923.9043,2461.2961,9346.071,3209.281,2680.0916,,30316.088,,14464.614,3300.9963,,1617.3099,3123.8674,14243.058,,696.4236,11909.06,844.66547,,1895.01,,4485.035,19312.896,8017.3174,1461.8065,7786.08,7047.8423,2058.6975,4872.3213,8001.794,28372.615,28072.38,893.9132,20499.586,16005.807,2283.4316,6903.129,4527.871,3640.5027,8713.565,12071.978,4705.3135,2680.3164,84450.02,6967.587,,1262.3674,73271.29,2378.9502,2469.0933,17445.605,1512.0247,3509.1802,670.51843,,,3331.9517,7592.135,,,24989.252,4309.0894,,22593.008,3421.3718,2206.3667,2620.938,4082.3938,,,24768.133,4646.5728,9658.225,11543.217,2016.1415,1121.6581,,9724.649,34698.777,,4818.8506,13210.378,9715.182,,,10151.541,2080.2566,3620.4756
1979,18631.564,4134.337,17490.014,3766.9536,,5044.3115,,9693.522,26981.258,22259.375,,1043.3966,25375.506,2189.5713,1360.2537,1363.4009,10362.609,24971.113,23571.766,,,5394.906,19243.295,2481.921,6676.5903,14165.852,128629.914,2236.0085,2706.1501,1240.297,31138.002,37112.598,7793.43,952.61163,3363.1826,2495.4312,2344.6118,4055.623,8737.245,4020.446,1653.04,9943.734,,50547.387,15633.6875,,24429.404,6606.2847,6237.924,27015.22,4863.59,14448.247,8943.699,2031.4551,17490.93,,770.13586,22565.326,7944.155,27027.016,15991.528,24308.832,,3700.3953,3436.7144,2952.8682,1563.8469,2859.8242,17209.455,3706.3762,4561.765,4810.8477,20435.78,3354.9883,,2396.549,12257.755,2441.4126,1465.1085,15328.1455,6832.093,10808.54,32059.064,20415.486,23037.488,6125.4365,5722.5254,22340.516,,2558.5168,,1165.2424,8514.64,6519.4727,88030.08,951.06976,5731.842,2019.985,9397.412,2893.7085,2424.3909,,31416.426,,15022.648,3415.1494,,1684.201,3234.9045,15355.309,,780.6386,13244.299,859.633,,1929.0741,,4740.826,21905.793,7451.866,1389.8989,8248.643,7262.003,2242.2156,4929.9556,4909.4966,28836.22,29748.672,917.4706,20415.537,16429.006,2304.0408,7014.5337,4501.5625,3646.3833,8699.277,12527.278,4889.93,2551.9104,84875.84,7546.8013,,1375.3516,73007.734,2190.3855,2597.5317,19868.521,1503.8256,3471.765,579.1742,,,3798.0618,7608.815,,,25702.443,4148.399,,26717.248,2962.1746,1306.0619,2700.6887,4233.858,,,25364.29,4865.872,9309.533,12444.479,1994.8325,930.6699,,10547.173,35498.953,,4996.064,13569.452,10799.451,,,10262.557,1962.5392,3737.7017
1980,20268.236,4018.6548,18160.934,3880.7703,,4998.143,,8341.252,27501.87,22546.154,,1001.0173,27061.838,2283.3247,1328.9141,1327.4895,10330.981,29360.05,28552.664,,,6019.0825,,2478.8665,5981.144,13960.49,121288.83,2166.2368,2913.6504,1130.6041,31329.764,38607.734,8147.6367,995.82605,2869.1467,2688.5686,2341.4517,3993.563,8948.25,4339.3687,1772.8386,9731.169,,53074.89,16585.88,,24724.791,6443.064,6792.431,27053.924,4625.4585,14051.0,9015.0,2028.1123,17988.361,,811.27094,23815.135,7783.0044,27449.799,16072.064,24661.06,,3616.5554,3542.3665,2863.2637,1559.4338,2918.659,17272.074,4062.499,4666.3486,4899.741,22100.686,3337.2766,,2461.01,13303.353,2626.7275,1467.1378,15860.428,4460.167,10690.862,33680.53,20522.287,24407.275,5431.683,6251.1104,23478.55,,2720.827,,1094.5103,9291.13,6114.9404,65389.35,1027.8577,6019.0894,2189.0417,8966.182,2850.1904,2147.3215,,31787.896,,15652.2,3354.166,,1659.6223,4065.56,16532.887,,740.2507,13598.976,912.0717,,2177.208,,4561.806,24174.771,7447.6553,1375.3114,8768.018,7470.618,2137.2637,5157.551,6427.5044,29813.084,31549.166,853.49524,20576.725,16973.654,2373.9382,7561.4175,4811.0,3887.6755,7783.4316,12869.51,5351.8125,2965.8564,82778.375,7711.066,,1348.728,75389.52,2159.8782,2446.428,21743.691,1416.7214,3224.8484,536.33777,,,3070.3542,6858.4897,,,25810.346,4373.1206,,18925.234,2832.1934,1204.6971,2441.5955,4345.514,,,26631.26,5260.8438,9037.128,13191.967,1839.5521,857.102,,11189.0205,34972.24,,5026.071,13120.404,12293.727,,,10980.023,1818.0076,3710.859
1981,22040.69,3837.0906,18948.395,3967.8342,,4960.7993,,8900.5205,28306.002,22389.928,,1045.6737,25788.96,2820.8623,1383.9213,1319.8938,11062.948,25792.346,23607.992,,,5545.329,,2469.5005,6586.3857,13792.271,113306.92,2476.9714,3225.6775,1303.4147,31938.66,38593.062,8439.79,1007.79535,2901.1658,2934.146,2184.4033,3254.3337,8791.309,4138.704,1876.8484,9387.837,,55701.49,16557.416,,24183.771,6188.262,7734.4556,26093.559,5140.7617,15013.307,9306.21,2322.9004,16933.896,,882.6732,24101.85,7320.9355,26775.938,14832.816,24141.969,,3302.9282,3402.0613,3275.389,1701.4122,2859.0051,17079.809,3799.3577,4715.0728,4974.3105,23107.365,3322.6494,,2344.9949,13532.292,2791.5986,1421.7427,15940.92,3826.1174,9805.046,34887.758,21306.041,23951.256,5317.943,7292.1035,23290.668,,2623.8938,,1066.1676,9855.554,6430.8267,52872.023,1159.934,5807.0283,1872.9423,8190.4204,3015.824,2169.0273,,30482.096,,16509.703,3324.3958,,1559.5485,3799.6833,17449.438,,828.03503,15029.061,948.14197,,1931.4875,,4663.0317,24808.752,7621.766,1374.3854,9049.701,7574.716,1982.7831,4868.973,6581.74,28778.82,31686.824,925.4701,21148.512,18818.84,2418.3806,7960.419,5080.846,3946.395,7297.514,12661.96,5785.9243,2549.8245,73658.19,7596.3965,,1495.0496,72968.28,2210.4019,2453.0164,21050.002,1490.5209,3011.5574,542.66675,,,2696.762,7151.882,,,26160.236,4559.841,,16896.33,2692.014,1088.1439,2150.1858,4508.325,,,27531.59,5453.3354,9903.008,13767.964,1582.886,884.7247,,11288.651,35489.906,,5342.8687,12738.823,11770.579,,,11137.603,2010.6848,4244.3457
1982,23903.492,3745.3965,18911.373,3910.8872,,5119.3154,,9321.28,27237.533,22442.555,,1015.4781,24933.201,1958.6383,1343.1036,1282.9495,11551.911,20729.445,24595.555,,,5649.185,,2348.3264,6591.333,13938.148,106164.45,2506.1147,3320.0984,1305.0237,30816.283,38151.61,7241.727,1069.1129,2875.0847,3262.603,2171.6982,3440.8608,8628.304,4315.701,1974.6162,8535.76,,58475.09,17650.467,,23649.604,6371.8027,8119.027,26537.344,5118.3745,15160.164,8938.009,2276.7556,16235.714,,930.63403,24197.598,6850.6045,26529.734,13720.122,24161.604,,2752.594,3394.405,3383.534,1701.4794,2843.747,16450.45,3980.616,4533.638,4270.684,23198.826,3260.4548,,2192.7268,13680.279,2779.4058,1356.8195,15962.495,4447.1255,9216.374,35767.73,21449.932,23579.436,5265.664,6929.8496,22848.482,,2613.9036,,1031.9779,9579.827,6798.136,46114.63,1220.9319,3814.4124,1809.5525,8267.494,2950.12,2201.435,,30373.684,,16446.83,3629.1814,,1534.0787,5317.684,16933.754,,884.417,15998.952,992.1753,,2234.3865,,4279.852,26078.03,7748.59,1388.7234,9315.981,7657.413,1952.1521,4230.588,6141.3013,27851.654,31202.379,958.55585,21165.934,18698.088,2446.6753,7758.38,4991.8804,3986.0269,7143.342,12636.673,5634.3994,2768.0786,59812.555,7912.9014,,1398.5326,59105.984,2280.409,2822.5696,21271.857,1567.5643,2908.8948,611.3408,,,2730.549,6753.0166,,,26415.283,4658.8223,,14632.531,2628.8057,1124.5944,2043.3752,4586.8364,,,28211.39,5461.598,9596.778,13962.045,1553.7185,976.46216,,10105.622,34365.29,,5612.4116,11761.825,11479.147,,,10935.031,2043.8743,4325.361
1983,25888.553,3627.4973,18560.559,3949.6804,,5462.9927,,11028.29,28412.025,22918.418,,1010.7763,24183.732,1877.4923,1226.9901,1272.6146,12370.451,20713.398,26507.623,,,5500.5,,2304.8503,6290.1455,14323.654,100924.67,2736.5684,3760.2722,1214.5503,31492.639,38290.984,6898.975,1170.4043,2794.7112,3640.8167,2161.2517,5341.8467,8388.613,4297.0103,2099.2983,8385.6045,,63068.152,18351.867,,23675.955,6167.473,8371.014,26757.611,5259.965,15452.227,8623.878,2311.307,15776.179,,1054.4932,24385.338,6325.993,26000.654,14698.869,24676.775,,2648.0564,3361.326,3118.8103,1654.4316,2785.8557,16126.048,4167.197,4423.4316,4003.3896,24041.049,3127.5432,,2216.0132,13575.63,2919.6082,1364.1412,15567.124,4413.9395,7901.463,31985.469,21909.072,23384.465,5426.5493,6437.757,22465.98,,2670.0195,,1039.6387,9832.817,7526.5674,44884.426,1277.8567,5396.608,1759.9727,8416.099,2980.0383,2088.7463,,30195.035,,18177.443,3789.5122,,1563.3651,4138.171,15607.688,,861.57043,15598.552,1024.976,,2502.5774,,4193.1626,25221.527,7784.0103,1441.0621,9568.47,7188.585,1863.7976,,6409.0513,27783.525,32564.531,975.3479,22146.988,19647.17,2515.4229,8098.796,4519.9067,3965.607,7692.307,12307.633,5422.3193,2537.5818,52940.164,8172.688,,1432.5134,50149.83,1930.683,2918.4426,23081.004,1508.0162,2918.0032,539.82367,,,2550.5168,6924.7676,,,27022.783,4660.683,,15498.445,,1442.2173,1823.1029,4742.828,,,24799.363,5700.91,9825.262,14750.062,1592.6534,1036.9424,,9014.49,35550.49,,5813.726,11577.264,11663.189,1337.2771,,10636.849,1989.677,4864.157
1984,28084.598,3828.4634,19011.625,3898.426,,5734.2334,,10235.577,29084.492,22731.566,,996.06195,24068.76,1936.2754,1158.8566,1362.7831,12507.238,21734.074,31487.242,,,5487.681,,2278.0996,6414.7417,14732.906,96513.32,2702.4792,4557.9287,1292.0962,33330.58,38782.84,7040.7856,1355.0983,2758.9558,3996.11,2401.5337,6110.421,8369.464,4823.073,1979.7719,8762.792,,65579.28,20133.352,,23953.91,5886.986,8669.618,27310.385,5716.218,15570.136,8366.574,2399.6194,15404.353,,1040.3639,24890.246,6539.7344,25590.473,15734.656,24901.424,,2817.6733,3343.8103,3090.1423,1623.7662,2644.2314,16406.545,4570.3955,4383.3916,3814.2876,25718.326,3186.9927,,2234.568,13728.559,3013.1245,1335.0898,15810.893,,7514.028,34709.344,21867.977,23443.242,5167.0347,6741.1006,22540.54,,2754.8323,,1049.0146,10659.484,8155.504,44111.434,1221.5122,6337.1904,1663.6344,8905.8,3042.5447,2090.8857,,30062.793,,18848.95,4003.7905,,1567.6456,4769.5366,15755.312,,801.4947,15332.384,1072.4791,,2782.5652,,3979.3904,25969.758,8901.467,1485.2719,9962.022,7209.455,1414.7114,,6288.409,28170.328,34389.06,1019.4625,22953.83,20582.959,2583.0933,7861.22,4596.821,3615.2998,8339.502,11821.9375,5396.2925,2586.8184,56748.992,8410.319,,1314.1273,45417.66,1930.9507,3013.1206,25430.951,1548.2153,2981.3384,544.29333,,,2447.955,6860.4907,,,28341.355,4630.611,,16566.557,,1572.9059,1705.2041,4908.461,,,22728.58,5915.2847,10180.8125,15801.099,1639.2123,984.45465,,8928.349,37803.066,,5972.369,11478.897,11811.065,1399.2278,,10571.79,2175.2925,4486.4595
1985,30466.21,3830.5,20233.955,3860.1296,,5509.7803,,8801.44,29465.453,23161.746,,1052.5647,22910.979,2081.5554,1199.1407,1388.9355,13325.517,11743.5205,32042.838,,,5598.1763,,2309.0125,6580.368,12950.512,87370.055,2723.7644,5113.5845,1420.4095,33862.73,39611.273,6938.3384,1546.364,2960.004,4034.1528,2229.0344,5608.8125,8188.4233,4718.1426,1995.3878,8665.665,,54998.992,19648.236,,24026.95,5252.537,8148.6387,27715.31,5725.8174,15666.012,8277.86,2361.3267,15104.802,,1069.0038,25006.656,6405.8037,25018.379,13997.3125,25235.996,,2943.682,3436.9521,3070.9763,1297.5878,2822.3838,16885.49,4474.3794,4151.5396,3703.688,24790.58,3120.8958,,2249.8467,13733.632,2989.3516,1326.2913,15788.151,3649.161,7406.419,34166.234,21939.223,23692.285,4565.1543,5918.7446,23129.664,,2825.4346,,1058.6006,10220.646,8458.688,38315.59,1328.2761,7994.8657,1551.0748,8950.634,3254.2737,2076.7654,,30131.611,,18172.734,4294.041,,1598.9701,5077.9985,15521.192,,1034.6982,15547.3545,1068.0555,,2724.5159,,3924.112,27334.78,8531.117,1603.7906,8959.022,7163.199,1479.6382,,6274.343,27412.4,34612.566,1039.678,22516.82,20896.018,2663.6409,7466.6855,4497.5854,3300.0947,8911.424,11976.456,5420.9106,2483.4102,43932.82,8793.05,,1336.4426,35786.496,1941.3218,3181.4656,22923.768,1526.6134,2928.0242,545.4888,,,2374.7917,7441.9785,,,28836.34,4852.4175,,16230.429,2173.643,1708.2451,1712.5234,4983.173,,,21103.967,6013.9487,10501.737,15797.938,1818.1959,931.2918,,8821.957,38820.285,,5593.374,10574.441,10303.657,1436.4154,,10091.386,2283.315,4713.5464
1986,33291.836,3300.932,23765.246,3972.7441,151115.47,6045.6475,,11544.608,29846.082,24339.395,,1086.3962,24675.9,1763.7075,1285.0325,1385.766,13376.281,13283.515,30946.082,,,6284.226,,2276.603,7336.978,15023.142,62174.574,2819.2024,5504.763,1387.6813,34148.734,41592.85,6549.847,1624.9581,2983.4976,3742.4297,2041.0663,3297.815,8525.78,5067.8843,2227.8052,9306.804,,59436.074,19828.531,,25915.148,4821.1597,8778.472,29829.143,5955.8716,12980.045,7544.8765,2354.2603,16087.363,,1016.12115,26567.598,6183.824,26352.096,10613.668,25907.602,,2947.4114,3305.7395,3061.6213,1671.5173,2507.3567,17486.562,4381.246,4236.243,3701.7092,27937.977,3244.0344,,2154.5613,14461.903,3002.609,1351.0896,16710.932,3187.5198,7851.536,36999.465,23037.857,25209.383,4971.208,6434.584,25120.283,,2819.073,,1058.0205,11330.9,9830.889,30480.812,1346.7258,6675.207,1508.0442,9726.996,3469.2786,1987.3927,,34097.66,,19370.043,4637.819,,1857.9701,5463.4585,14314.002,,1020.19257,15642.802,1041.991,,2873.3813,,3900.2178,28638.432,9130.27,1447.2306,8032.3916,7275.2065,1441.9795,,5873.0615,28537.057,33430.51,1083.057,24030.951,15170.023,2653.8955,8074.013,5058.9717,3400.1946,9388.194,13096.783,5177.192,2897.08,34271.344,9088.208,,1353.3337,35217.695,2090.7207,3223.838,23985.424,1518.5182,3146.4316,546.32684,,,2200.762,7060.271,,,30925.373,5627.6143,,15307.818,1943.4349,1672.7695,1723.4595,4975.9185,,,18494.072,5876.408,10954.381,17769.504,1189.7218,917.575,,9967.717,39717.848,,6016.795,9710.229,9924.254,1445.8534,,9695.966,1886.9385,4766.351
